173 173 373
277578 -832444 277578 -271043 
277578 -832444 280158 -844014 
277578 -832444 352467 -864036 
277578 -832444 428541 -844014 
277578 -271043 277578 126809 
277578 -271043 428541 -844014 
277578 -271043 824495 -357839 
277578 -271043 824495 126809 
277578 126809 277578 639541 
277578 126809 366513 584293 
277578 126809 428541 584293 
277578 126809 824495 126809 
277578 639541 366513 584293 
277578 639541 366513 1048570 
277578 639541 428541 584293 
280158 -880128 329612 -880128 
280158 -880128 352467 -914626 
280158 -844014 329612 -880128 
280158 -844014 352467 -864036 
329612 -1048570 352467 -995157 
329612 -1048570 693395 -880128 
329612 -1048570 885348 -1048570 
329612 -880128 352467 -914626 
329612 -880128 352467 -864284 
329612 -880128 352467 -864036 
352467 -995157 352467 -914626 
352467 -995157 428541 -844014 
352467 -995157 693395 -880128 
352467 -914626 352467 -864284 
352467 -914626 428541 -844014 
352467 -864284 352467 -864036 
352467 -864284 428541 -844014 
352467 -864036 428541 -844014 
366513 584293 428541 584293 
366513 1048570 428541 584293 
366513 1048570 824495 933088 
366513 1048570 874647 1048570 
428541 -844014 693395 -880128 
428541 -844014 693395 -844014 
428541 -844014 824495 -357839 
428541 584293 824495 126809 
428541 584293 824495 639541 
428541 584293 824495 933088 
428541 584293 874647 584293 
693395 -880128 693395 -844014 
693395 -880128 885348 -1048570 
693395 -880128 885348 -880128 
693395 -844014 824495 -357839 
693395 -844014 885348 -880128 
824495 -357839 824495 126809 
824495 -357839 885348 -880128 
824495 -357839 1039553 -844014 
824495 -357839 1048575 -357839 
824495 126809 874647 584293 
824495 126809 1039553 584293 
824495 126809 1048575 -357839 
824495 639541 824495 933088 
824495 639541 874647 584293 
824495 639541 1039553 584293 
824495 639541 1048575 933088 
824495 933088 874647 1048570 
824495 933088 1048575 933088 
874647 584293 1039553 584293 
874647 1048570 1048575 933088 
885348 -1048570 885348 -880128 
885348 -1048570 1048575 -914626 
885348 -880128 1039553 -844014 
885348 -880128 1048575 -914626 
885348 -880128 1048575 -864036 
1039553 -844014 1048575 -864036 
1039553 -844014 1048575 -357839 
1039553 584293 1048575 -357839 
1039553 584293 1048575 933088 
1048575 -914626 1048575 -864036 
1048575 -864036 1048575 -357839 
1048575 -357839 1048575 933088 
-1048572 -1029535 -1048572 -773126 
-1048572 -1029535 -1006849 -973710 
-1048572 -1029535 -904535 -1048571 
-1048572 -773126 -1048572 -474008 
-1048572 -773126 -1006849 -973710 
-1048572 -773126 -1006849 -757856 
-1048572 -474008 -1048572 544629 
-1048572 -474008 -1006849 -757856 
-1048572 -474008 -877244 -773126 
-1048572 -474008 -542338 235178 
-1048572 -474008 -376931 -474008 
-1048572 544629 -542338 235178 
-1048572 544629 -542338 1048570 
-1048572 544629 -376931 544629 
-1006849 -973710 -1006849 -757856 
-1006849 -973710 -904535 -1048571 
-1006849 -973710 -904535 -973710 
-1006849 -973710 -877244 -897803 
-1006849 -757856 -877244 -897803 
-1006849 -757856 -877244 -773126 
-904535 -1048571 -904535 -973710 
-904535 -1048571 -877244 -1029775 
-904535 -1048571 -877244 -1029535 
-904535 -1048571 -685316 -1048571 
-904535 -973710 -877244 -1029535 
-904535 -973710 -877244 -897803 
-877244 -1029775 -877244 -1029535 
-877244 -1029775 -685316 -1048571 
-877244 -1029535 -877244 -897803 
-877244 -1029535 -685316 -1048571 
-877244 -1029535 -685316 -973710 
-877244 -897803 -877244 -773126 
-877244 -897803 -685316 -973710 
-877244 -773126 -685316 -973710 
-877244 -773126 -432548 -757856 
-877244 -773126 -376931 -474008 
-685316 -1048571 -685316 -973710 
-685316 -1048571 -415191 -973710 
-685316 -1048571 105445 -1048571 
-685316 -973710 -432548 -757856 
-685316 -973710 -415191 -973710 
-542338 235178 -432548 235178 
-542338 235178 -376931 -474008 
-542338 235178 -376931 544629 
-542338 1048570 -376931 544629 
-542338 1048570 -376931 994893 
-542338 1048570 -6090 1048570 
-432548 -757856 -415191 -973710 
-432548 -757856 -415191 -757856 
-432548 -757856 -376931 -704281 
-432548 -757856 -376931 -474008 
-432548 235178 -376931 -474008 
-432548 235178 -376931 544629 
-432548 235178 -340828 235178 
-415191 -973710 -415191 -757856 
-415191 -973710 -340828 -757856 
-415191 -973710 99016 -1029775 
-415191 -973710 99016 -1002568 
-415191 -973710 99016 -897803 
-415191 -973710 105445 -1048571 
-415191 -757856 -376931 -704281 
-415191 -757856 -340828 -757856 
-376931 -704281 -376931 -474008 
-376931 -704281 -340828 -757856 
-376931 -704281 99016 -619563 
-376931 -474008 -340828 235178 
-376931 -474008 -6090 235178 
-376931 -474008 99016 -619563 
-376931 544629 -376931 994893 
-376931 544629 -340828 235178 
-376931 544629 -6090 235178 
-376931 544629 -6090 1048570 
-376931 544629 99016 284522 
-376931 544629 99016 994893 
-376931 994893 -6090 1048570 
-340828 -757856 99016 -897803 
-340828 -757856 99016 -864106 
-340828 -757856 99016 -704281 
-340828 -757856 99016 -619563 
-340828 235178 -6090 235178 
-6090 235178 99016 -619563 
-6090 235178 99016 284522 
-6090 235178 196975 -606439 
-6090 1048570 99016 994893 
-6090 1048570 452310 1048570 
99016 -1029775 99016 -1002568 
99016 -1029775 105445 -1048571 
99016 -1002568 99016 -897803 
99016 -1002568 105445 -1048571 
99016 -1002568 105445 -912113 
99016 -1002568 528030 -912113 
99016 -897803 99016 -864106 
99016 -897803 105445 -912113 
99016 -864106 99016 -704281 
99016 -864106 105445 -912113 
99016 -864106 196975 -757856 
99016 -704281 99016 -619563 
99016 -704281 196975 -757856 
99016 -704281 196975 -606439 
99016 -619563 196975 -606439 
99016 284522 99016 994893 
99016 284522 196975 -606439 
99016 284522 526829 284522 
99016 994893 452310 1048570 
99016 994893 526829 284522 
105445 -1048571 528030 -912113 
105445 -1048571 639144 -1002568 
105445 -1048571 706965 -1048571 
105445 -912113 196975 -757856 
105445 -912113 528030 -912113 
196975 -757856 196975 -606439 
196975 -757856 452310 -606439 
196975 -757856 528030 -912113 
196975 -757856 528030 -757856 
196975 -606439 452310 -606439 
196975 -606439 526829 284522 
452310 -606439 526829 -690827 
452310 -606439 526829 -619563 
452310 -606439 526829 -598769 
452310 -606439 526829 284522 
452310 -606439 528030 -757856 
452310 1048570 526829 284522 
452310 1048570 1028689 1048570 
526829 -690827 526829 -619563 
526829 -690827 528030 -757856 
526829 -690827 567617 -757856 
526829 -690827 567617 -606439 
526829 -619563 526829 -598769 
526829 -619563 567617 -606439 
526829 -598769 526829 284522 
526829 -598769 567617 -606439 
526829 284522 567617 -606439 
526829 284522 1028689 -606439 
526829 284522 1028689 1048570 
526829 284522 1048570 -598769 
528030 -912113 528030 -757856 
528030 -912113 567617 -757856 
528030 -912113 639144 -1002568 
528030 -912113 639144 -966426 
528030 -912113 639144 -864106 
528030 -757856 567617 -757856 
567617 -757856 567617 -606439 
567617 -757856 639144 -864106 
567617 -757856 639144 -805798 
567617 -606439 639144 -805798 
567617 -606439 906940 -757856 
567617 -606439 1028689 -606439 
639144 -1002568 639144 -966426 
639144 -1002568 706965 -1048571 
639144 -966426 639144 -864106 
639144 -966426 706965 -1048571 
639144 -966426 706965 -912113 
639144 -864106 639144 -805798 
639144 -864106 706965 -912113 
639144 -805798 706965 -912113 
639144 -805798 906940 -757856 
706965 -1048571 706965 -912113 
706965 -1048571 906940 -912113 
706965 -1048571 1048570 -966426 
706965 -912113 906940 -912113 
706965 -912113 906940 -757856 
906940 -912113 906940 -757856 
906940 -912113 1048570 -966426 
906940 -912113 1048570 -805798 
906940 -757856 1028689 -606439 
906940 -757856 1048570 -805798 
906940 -757856 1048570 -690827 
1028689 -606439 1048570 -690827 
1028689 -606439 1048570 -598769 
1028689 1048570 1048570 -598769 
1048570 -966426 1048570 -805798 
1048570 -805798 1048570 -690827 
1048570 -690827 1048570 -598769 
