 200  200 30785
-739514 -569211 92526 777058 
-739443 -773825 92597 572444 
-738640 -781498 93400 564771 
-738437 -573957 93603 772312 
-738260 -732399 93780 613870 
-737616 -627425 94424 718844 
-736893 -560638 95147 785631 
-736462 -683884 95578 662385 
-736272 -690191 95768 656078 
-735699 -681942 96341 664327 
-735653 -582534 96387 763735 
-734590 -709916 97450 636353 
-734382 -615122 97658 731147 
-734286 -585363 97754 760906 
-734167 -717967 97873 628302 
-734141 -551832 97899 794437 
-734126 -764905 97914 581364 
-733607 -783152 98433 563117 
-733152 -554125 98888 792144 
-733023 -640048 99017 706221 
-733002 -705480 99038 640789 
-732861 -729047 99179 617222 
-732585 -766984 99455 579285 
-732059 -610545 99981 735724 
-731875 -642823 100165 703446 
-731333 -586256 100707 760013 
-731283 -733790 100757 612479 
-731074 -648291 100966 697978 
-730275 -766133 101765 580136 
-730033 -595285 102007 750984 
-729429 -601761 102611 744508 
-729212 -563208 102828 783061 
-728331 -542473 103709 803796 
-728035 -658261 104005 688008 
-728013 -624937 104027 721332 
-727973 -655859 104067 690410 
73953 512616 -440276 194805 
79592 456521 -434637 138710 
-430188 -493397 -944417 -811208 
-78632 397013 -592861 79202 
-455485 -360450 -969714 -678261 
-520098 -407780 -1034327 -725591 
-120846 399727 -635075 81916 
-481585 -417403 -995814 -735214 
-435827 -309157 -950056 -626968 
-36095 524832 -550324 207021 
-116979 327363 -631208  9552 
-440820 -416309 -955049 -734120 
-72827 364086 -587056 46275 
22713 497755 -491516 179944 
-104086 530635 -618315 212824 
-13539 381572 -527768 63761 
-33354 319646 -547583  1835 
-493029 -431383 -1007258 -749194 
97478 323883 -416751  6072 
66376 372738 -447853 54927 
-99573 308048 -613802 -9763 
100856 395664 -413373 77853 
-52043 303737 -566272 -14074 
-92808 410243 -607037 92432 
57839 517045 -456390 199234 
 5639 383787 -508590 65976 
-13696 366164 -527925 48353 
121160 537559 -393069 219748 
-40608 390451 -554837 72640 
-22242 531699 -536471 213888 
-374278 -287834 -888507 -605645 
-561666 -274373 -1075895 -592184 
-415689 -311548 -929918 -629359 
-384993 -479455 -899222 -797266 
-518806 -454991 -1033035 -772802 
-67677 490957 -581906 173146 
111331 473376 -402898 155565 
57839 367842 -456390 50031 
-460478 -294775 -974707 -612586 
128811 470435 -385418 152624 
114312 410344 -399917 92533 
-59620 325881 -573849  8070 
39630 292451 -474599 -25360 
70732 461809 -443497 143998 
-416492 -326536 -930721 -644347 
-362520 -447099 -876749 -764910 
-591956 -361257 -1106185 -679068 
15625 480702 -498604 162891 
26903 531264 -487326 213453 
70889 305668 -443340 -12143 
-52043 369817 -566272 52006 
-48499 444112 -562728 126301 
-535723 -344233 -1049952 -662044 
-505110 -485216 -1019339 -803027 
-107473 334658 -621702 16847 
114875 478652 -399354 160841 
 3701 320836 -510528  3025 
35606 362278 -478623 44467 
-468055 -443374 -982284 -761185 
 9506 486004 -504723 168193 
-586317 -500334 -1100546 -818145 
100699 442954 -413530 125143 
-588089 -373714 -1102318 -691525 
-51083 389655 -565312 71844 
-17563 431548 -531792 113737 
134616 386559 -379613 68748 
126679 311773 -387550 -6038 
-585514 -275154 -1099743 -592965 
43820 388910 -470409 71099 
-14665 373480 -528894 55669 
99084 346515 -415145 28704 
-80404 329198 -594633 11387 
-370817 -397920 -885046 -715731 
-108599 464092 -622828 146281 
-71221 393206 -585450 75395 
-34969 416255 -549198 98444 
-8057 473475 -522286 155664 
73141 318596 -441088   785 
-420848 -480695 -935077 -798506 
19492 331175 -494737 13364 
109476 317537 -404753  -274 
-377748 -470808 -891977 -788619 
133324 315761 -380905 -2050 
-96998 411405 -611227 93594 
-590987 -387886 -1105216 -705697 
108913 504629 -405316 186818 
-385076 -294662 -899305 -612473 
-50114 324507 -564343  6696 
128008 347262 -386221 29451 
-603557 -336462 -1117786 -654273 
-29007 457893 -543236 140082 
-522996 -341398 -1037225 -659209 
79029 337620 -435200 19809 
-48665 478895 -562894 161084 
-542654 -320396 -1056883 -638207 
-17083 433065 -531312 115254 
115355 543430 -398874 225619 
 9986 475562 -504243 157751 
52200 477274 -462029 159463 
-441789 -322017 -956018 -639828 
91673 440184 -422556 122373 
-402316 -359107 -916545 -676918 
-539433 -306272 -1053662 -624083 
-529604 -366409 -1043833 -684220 
24808 502016 -489421 184205 
-469181 -297275 -983410 -615086 
89255 388802 -424974 70991 
-404734 -410489 -918963 -728300 
64447 395692 -449782 77881 
-422777 -392653 -937006 -710464 
-111174 357588 -625403 39777 
-39639 296492 -553868 -21319 
-62361 392679 -576590 74868 
-556350 -406612 -1070579 -724423 
-111497 530091 -625726 212280 
65656 285586 -448573 -32225 
-421568 -502759 -935797 -820570 
-67031 418496 -581260 100685 
36732 488797 -477497 170986 
34637 534720 -479592 216909 
16428 463557 -497801 145746 
-607747 -391022 -1121976 -708833 
-86366 436280 -600595 118469 
-573590 -352065 -1087819 -669876 
-107953 348157 -622182 30346 
-595177 -440188 -1109406 -757999 
-8703 296667 -522932 -21144 
-502692 -502624 -1016921 -820435 
-80561 291840 -594790 -25971 
-567785 -496505 -1082014 -814316 
-28204 453043 -542433 135232 
13373 308763 -500856 -9048 
-476435 -483763 -990664 -801574 
132115 503018 -382114 185207 
16105 407763 -498124 89952 
123089 376010 -391140 58199 
-93777 520900 -608006 203089 
-587766 -278391 -1101995 -596202 
-119231 389426 -633460 71615 
70566 511071 -443663 193260 
-423423 -288220 -937652 -606031 
-6285 328023 -520514 10212 
-84594 323718 -598823  5907 
-571818 -464627 -1086047 -782438 
85711 406403 -428518 88592 
-584545 -282392 -1098774 -600203 
-87492 309821 -601721 -7990 
77820 522174 -436409 204363 
-479010 -468782 -993239 -786593 
12727 435250 -501502 117439 
 7411 516379 -506818 198568 
105046 321916 -409183  4105 
-19501 478673 -533730 160862 
-87335 534296 -601564 216485 
19815 360927 -494414 43116 
-474174 -438364 -988403 -756175 
-1615 310519 -515844 -7292 
-65416 530146 -579645 212335 
-559405 -269145 -1073634 -586956 
62029 443192 -452200 125381 
-425195 -345153 -939424 -662964 
-582607 -361983 -1096836 -679794 
13530 313714 -500699 -4097 
-103763 338196 -617992 20385 
-600336 -465276 -1114565 -783087 
-48176 351937 -562405 34126 
49459 545398 -464770 227587 
-78632 415021 -592861 97210 
42694 489007 -471535 171196 
-451295 -310284 -965524 -628095 
-2741 470559 -516970 152748 
-496730 -328732 -1010959 -646543 
122609 529140 -391620 211329 
116730 434457 -397499 116646 
-370494 -353888 -884723 -671699 
106338 432285 -407891 114474 
-387651 -367006 -901880 -684817 
-100219 450458 -614448 132647 
-587443 -337887 -1101672 -655698 
108830 401903 -405399 84092 
-88941 459894 -603170 142083 
127925 511483 -386304 193672 
-366064 -287808 -880293 -605619 
-376373 -446593 -890602 -764404 
19815 374551 -494414 56740 
-42703 401747 -556932 83936 
-536692 -397544 -1050921 -715355 
-519129 -479375 -1033358 -797186 
-33031 322040 -547260  4229 
-529604 -481432 -1043833 -799243 
15625 510560 -498604 192749 
122849 364468 -391380 46657 
59131 374397 -455098 56586 
-36418 402621 -550647 84810 
10632 417715 -503597 99904 
-108276 443788 -622505 125977 
-602265 -355503 -1116494 -673314 
104889 480404 -409340 162593 
-44955 321793 -559184  3982 
-532179 -466552 -1046408 -784363 
