 488  512  449
-696731 -729428 -696540 -980112 
-697174 -640469 -696821 -729428 
-696821 -624853 -696540 -640469 
-696540 -914686 -678309 -729428 
-678309 -1048572 -676322 -914686 
-696540 -702661 -686654 -729428 
-686654 -624853 -676322 -702661 
-697174 -536711 -692978 -499388 
-692978 -624853 -687442 -536711 
-697174 -183880 -695404 -499388 
-695404 -130910 -687442 -183880 
-687442 -597038 -683288 -499388 
-683288 -624853 -676322 -597038 
-687442 -339682 -681635 -499388 
-681635 -130910 -676322 -339682 
-676322 -999510 -665311 -1048572 
-665311 -689542 -660125 -999510 
-676322 -650255 -673085 -689542 
-673085 -624853 -660125 -650255 
-660125 -1046542 -625435 -1048572 
-625435 -689542 -446419 -1046542 
-660125 -662304 -496686 -624853 
-496686 -689542 -446419 -662304 
-676322 -578892 -578205 -538830 
-578205 -624853 -541658 -578892 
-676322 -229548 -552829 -538830 
-552829 -130910 -541658 -229548 
-541658 -609065 -535105 -624853 
-535105 -538830 -446419 -609065 
-541658 -221880 -475304 -538830 
-475304 -130910 -446419 -221880 
-697174 -114306 -649368 -130910 
-649368 -75345 -605869 -114306 
-697174 -59864 -662331 -75345 
-662331 -48074 -605869 -59864 
-605869 -80970 -592897 -130910 
-592897 -75345 -590479 -80970 
-605869 -75307 -593321 -48074 
-593321 -75345 -590479 -75307 
-697174 -42249 -696961 -34337 
-696961 -48074 -687841 -42249 
-697174  1736 -692122  4613 
-692122 -34337 -687841  1736 
-687841 -36269 -654925 -34337 
-654925 -48074 -590479 -36269 
-687841 -14559 -674393 -34337 
-674393  4613 -590479 -14559 
-590479 -104956 -555716 -73283 
-555716 -130910 -535115 -104956 
-590479 -71178 -537901 -48074 
-537901 -73283 -535115 -71178 
-535115 -97051 -495468 -130910 
-495468 -73283 -446419 -97051 
-535115 -62256 -493508 -73283 
-493508 -48074 -446419 -62256 
-590479 -25484 -559033 -2721 
-559033 -48074 -523072 -25484 
-590479 -2093 -575011  4613 
-575011 -2721 -523072 -2093 
-523072 -37499 -454975 -48074 
-454975 -2721 -446419 -37499 
-523072  3679 -468516 -2721 
-468516  4613 -446419  3679 
-446419 -936179 -262859 -815501 
-262859 -1048572 -241645 -936179 
-446419 -785829 -318870 -815501 
-318870 -687105 -241645 -785829 
-241645 -907002 -238702 -1048572 
-238702 -815501 -237584 -907002 
-241645 -784150 -239885 -687105 
-239885 -815501 -237584 -784150 
-446419 -654784 -444384 -348482 
-444384 -687105 -444293 -654784 
-446419 -294754 -444536 -130910 
-444536 -348482 -444293 -294754 
-444293 -639528 -275843 -687105 
-275843 -348482 -237584 -639528 
-444293 -271775 -424577 -348482 
-424577 -130910 -237584 -271775 
-237584 -943981 250144 -807228 
250144 -1048572 515052 -943981 
-237584 -778184 328344 -807228 
328344 -687105 515052 -778184 
515052 -1028209 972480 -1048572 
972480 -807228 1048575 -1028209 
515052 -706878 531837 -807228 
531837 -687105 1048575 -706878 
-237584 -589500 -177105 -687105 
-177105 -383486 -173459 -589500 
-237584 -184048 -199020 -383486 
-199020 -130910 -173459 -184048 
-173459 -601121 -112889 -687105 
-112889 -383486 1048575 -601121 
-173459 -137768 424916 -383486 
424916 -130910 1048575 -137768 
-446419 -101602 -349278 -94991 
-349278 -130910 -229003 -101602 
-446419 -94864 -259531 -94991 
-259531 -90394 -229003 -94864 
-229003 -112085 339307 -94991 
339307 -130910 402499 -112085 
-229003 -91746 -116726 -94991 
-116726 -90394 402499 -91746 
-446419 -65708 -418118 -90394 
-418118 -18395 -416848 -65708 
-446419 -13414 -436276 -18395 
-436276  4613 -416848 -13414 
-416848 -70318 175613 -90394 
175613 -18395 402499 -70318 
-416848 -16276 -71899  4613 
-71899 -18395 402499 -16276 
402499 -127670 510310 -119636 
510310 -130910 719816 -127670 
402499 -99236 529192 -90394 
529192 -119636 719816 -99236 
719816 -125915 938876 -119636 
938876 -130910 1048575 -125915 
719816 -113986 777428 -119636 
777428 -90394 1048575 -113986 
402499 -52404 566702 -90394 
566702 -37221 576300 -52404 
402499 -4787 569239 -37221 
569239  4613 576300 -4787 
576300 -87222 1024016 -37221 
1024016 -90394 1048575 -87222 
576300 -4918 1042283  4613 
1042283 -37221 1048575 -4918 
-697174  5531 -615444  4613 
-615444  7367 -524134  5531 
-697174 83597 -601061 97442 
-601061  7367 -524134 83597 
-524134  6887 -395308  4613 
-395308  7367 -245299  6887 
-524134 90724 -378040  7367 
-378040 97442 -245299 90724 
-697174 415781 -485768 97442 
-485768 429182 -440767 415781 
-697174 434278 -599849 429182 
-599849 439875 -440767 434278 
-440767 149424 -437863 429182 
-437863 97442 -245299 149424 
-440767 429821 -334630 429182 
-334630 439875 -245299 429821 
-245299  7465 41655  4613 
41655 14790 410187  7465 
-245299 35763 153733 97442 
153733 14790 410187 35763 
410187 13036 454505  4613 
454505 14790 491505 13036 
410187 31628 477952 14790 
477952 97442 491505 31628 
-245299 134723 306755 138877 
306755 97442 399361 134723 
-245299 281614 -195673 138877 
-195673 439875 399361 281614 
399361 114586 442612 97442 
442612 138877 491505 114586 
399361 178695 410920 138877 
410920 439875 491505 178695 
-697174 446651 -413452 449259 
-413452 439875 -77359 446651 
-697174 529414 -448492 449259 
-448492 601363 -77359 529414 
-77359 440526 -1938 449259 
-1938 439875 19540 440526 
-77359 580778 -40599 601363 
-40599 449259 19540 580778 
-697174 841521 -614753 601363 
-614753 868638 -525250 841521 
-697174 996192 -556561 868638 
-556561 1048570 -525250 996192 
-525250 618800 -35098 868638 
-35098 601363 19540 618800 
-525250 1017638 -522888 868638 
-522888 1048570 19540 1017638 
19540 450470 111967 476475 
111967 439875 192356 450470 
19540 485010 34225 601363 
34225 476475 192356 485010 
192356 456089 229266 439875 
229266 476475 491505 456089 
192356 491484 298147 476475 
298147 601363 491505 491484 
19540 623552 36853 757248 
36853 601363 432524 623552 
19540 890243 325365 757248 
325365 1048570 432524 890243 
432524 690428 473765 601363 
473765 757248 491505 690428 
432524 950205 484294 757248 
484294 1048570 491505 950205 
491505 34102 496970  4613 
496970 48551 509250 34102 
491505 61122 500928 48551 
500928 66131 509250 61122 
509250 26487 627684  4613 
627684 48551 751944 26487 
509250 50611 603726 66131 
603726 48551 751944 50611 
491505 133622 664554 66131 
664554 379796 669881 133622 
491505 404005 595694 379796 
595694 439875 669881 404005 
669881 270442 710555 66131 
710555 379796 751944 270442 
669881 385180 694660 379796 
694660 439875 751944 385180 
751944  9829 772673  4613 
772673 52307 867507  9829 
751944 66127 853216 52307 
853216 66131 867507 66127 
867507 30590 874185  4613 
874185 52307 1048575 30590 
867507 64381 960034 66131 
960034 52307 1048575 64381 
751944 214923 917234 410988 
917234 66131 1044877 214923 
751944 411383 963067 439875 
963067 410988 1044877 411383 
1044877 254588 1048288 410988 
1048288 66131 1048575 254588 
1044877 419913 1046713 410988 
1046713 439875 1048575 419913 
491505 470258 722838 582373 
722838 439875 1034488 470258 
491505 705977 943675 582373 
943675 752478 1034488 705977 
1034488 512816 1037849 439875 
1037849 582373 1038543 512816 
1034488 682364 1035353 752478 
1035353 582373 1038543 682364 
491505 796919 508890 954799 
508890 752478 520074 796919 
491505 1006870 509500 1048570 
509500 954799 520074 1006870 
520074 752681 607798 954799 
607798 752478 1038543 752681 
520074 969790 773338 954799 
773338 1048570 1038543 969790 
1038543 476381 1038713 477286 
1038713 439875 1038723 476381 
1038543 714699 1038631 752478 
1038631 477286 1038723 714699 
1038723 470311 1046941 439875 
1046941 477286 1048575 470311 
1038723 581783 1038746 477286 
1038746 752478 1048575 581783 
1038543 779765 1042855 752478 
1042855 864644 1045367 779765 
1038543 1020921 1045241 1048570 
1045241 864644 1045367 1020921 
1045367 792647 1047555 752478 
1047555 864644 1048575 792647 
1045367 910682 1045637 864644 
1045637 1048570 1048575 910682 
-1048575 -1025361 -1039555 -1048572 
-1039555 -1007556 -993221 -1025361 
-1048575 -991749 -1005228 -984502 
-1005228 -1007556 -993221 -991749 
-993221 -1025224 -991714 -1007556 
-991714 -1048572 -987431 -1025224 
-993221 -986560 -991372 -1007556 
-991372 -984502 -987431 -986560 
-1048575 -804658 -1039886 -984502 
-1039886 -637003 -999992 -804658 
-1048575 -618514 -1004211 -609155 
-1004211 -637003 -999992 -618514 
-999992 -700376 -990698 -984502 
-990698 -637003 -987431 -700376 
-999992 -611319 -998924 -609155 
-998924 -637003 -987431 -611319 
-987431 -1042383 -978827 -1040957 
-978827 -1048572 -964796 -1042383 
-987431 -1000725 -967413 -984502 
-967413 -1040957 -964796 -1000725 
-964796 -1046647 -959739 -1048572 
-959739 -1040957 -944481 -1046647 
-964796 -1002270 -963783 -1040957 
-963783 -984502 -944481 -1002270 
-987431 -889056 -975120 -984502 
-975120 -617693 -955362 -889056 
-987431 -613756 -961581 -609155 
-961581 -617693 -955362 -613756 
-955362 -915768 -949223 -984502 
-949223 -617693 -944481 -915768 
-955362 -615006 -951499 -617693 
-951499 -609155 -944481 -615006 
-1048575 -403445 -1047998 -609155 
-1047998 -352393 -1037596 -403445 
-1048575 -341233 -1038190 -352393 
-1038190 -230508 -1037596 -341233 
-1037596 -451272 -1015817 -352393 
-1015817 -609155 -994887 -451272 
-1037596 -248717 -1034286 -230508 
-1034286 -352393 -994887 -248717 
-1048575 -198225 -1028735 -230508 
-1028735 -168106 -1028685 -198225 
-1048575 -153037 -1044069 -168106 
-1044069 -130245 -1028685 -153037 
-1028685 -183853 -1026500 -168106 
-1026500 -230508 -994887 -183853 
-1028685 -153734 -1001265 -130245 
-1001265 -168106 -994887 -153734 
-994887 -582334 -974352 -609155 
-974352 -337219 -945186 -582334 
-994887 -329339 -963213 -230508 
-963213 -337219 -945186 -329339 
-945186 -474058 -944495 -337219 
-944495 -609155 -944481 -474058 
-945186 -322186 -945148 -337219 
-945148 -230508 -944481 -322186 
-994887 -226696 -983278 -230508 
-983278 -174275 -971407 -226696 
-994887 -162429 -988112 -174275 
-988112 -130245 -971407 -162429 
-971407 -209797 -958594 -230508 
-958594 -174275 -944481 -209797 
-971407 -146958 -946146 -130245 
-946146 -174275 -944481 -146958 
-944481 -1014151 -943823 -1048572 
-943823 -879502 -943401 -1014151 
-944481 -858903 -944422 -855609 
-944422 -879502 -943401 -858903 
-943401 -952733 -922293 -1048572 
-922293 -879502 -904882 -952733 
-943401 -877633 -929096 -855609 
-929096 -879502 -904882 -877633 
-944481 -681990 -944409 -855609 
-944409 -673664 -942586 -681990 
-944481 -640548 -942706 -609155 
-942706 -673664 -942586 -640548 
-942586 -717518 -932784 -855609 
-932784 -673664 -904882 -717518 
-942586 -625099 -929137 -609155 
-929137 -673664 -904882 -625099 
-904882 -1026871 -837962 -965483 
-837962 -1048572 -813299 -1026871 
-904882 -895156 -863582 -855609 
-863582 -965483 -813299 -895156 
-813299 -994382 -785310 -1048572 
-785310 -965483 -751487 -994382 
-813299 -921274 -794256 -965483 
-794256 -855609 -751487 -921274 
-904882 -838267 -823228 -795999 
-823228 -855609 -797418 -838267 
-904882 -725987 -904225 -609155 
-904225 -795999 -797418 -725987 
-797418 -838271 -783441 -795999 
-783441 -855609 -751487 -838271 
-797418 -635279 -754397 -609155 
-754397 -795999 -751487 -635279 
-944481 -595745 -899645 -609155 
-899645 -536149 -899179 -595745 
-944481 -470562 -943002 -536149 
-943002 -338573 -899179 -470562 
-899179 -596799 -868751 -609155 
-868751 -536149 -851956 -596799 
-899179 -486476 -873525 -536149 
-873525 -338573 -851956 -486476 
-944481 -255968 -903612 -151996 
-903612 -338573 -859778 -255968 
-944481 -135601 -939795 -130245 
-939795 -151996 -859778 -135601 
-859778 -264713 -856994 -338573 
-856994 -151996 -851956 -264713 
-859778 -133638 -859611 -130245 
-859611 -151996 -851956 -133638 
-851956 -582380 -833620 -477009 
-833620 -609155 -826804 -582380 
-851956 -394884 -827401 -338573 
-827401 -477009 -826804 -394884 
-826804 -490757 -753921 -477009 
-753921 -609155 -751487 -490757 
-826804 -378476 -826668 -477009 
-826668 -338573 -751487 -378476 
-851956 -333661 -844846 -338573 
-844846 -330443 -840069 -333661 
-851956 -192521 -851866 -330443 
-851866 -130245 -840069 -192521 
-840069 -337652 -762691 -330443 
-762691 -338573 -751487 -337652 
-840069 -218266 -818638 -330443 
-818638 -130245 -751487 -218266 
-1048575 -90626 -1030884 -90342 
-1030884 -130245 -1023611 -90626 
-1048575 544101 -1045740 604653 
-1045740 -90342 -1023611 544101 
-1023611 -97928 -984311 -90342 
-984311 -130245 -977472 -97928 
-1023611 -52681 -1012205 -90342 
-1012205 604653 -977472 -52681 
-1048575 708899 -1047041 604653 
-1047041 709913 -993312 708899 
-1048575 727424 -1030228 709913 
-1030228 810616 -993312 727424 
-993312 683701 -984203 709913 
-984203 604653 -977472 683701 
-993312 724409 -987661 709913 
-987661 810616 -977472 724409 
-977472 31933 -977434 71996 
-977434 -130245 -971301 31933 
-977472 535892 -974154 71996 
-974154 604653 -971301 535892 
-971301 -94079 -963223 -130245 
-963223 71996 -959208 -94079 
-971301 389470 -959695 71996 
-959695 604653 -959208 389470 
-977472 610972 -973627 787119 
-973627 604653 -959492 610972 
-977472 798249 -977224 787119 
-977224 810616 -959492 798249 
-959492 675162 -959421 787119 
-959421 604653 -959208 675162 
-959492 806495 -959257 810616 
-959257 787119 -959208 806495 
-1048575 893512 -1024720 810616 
-1024720 973126 -1023381 893512 
-1048575 1022212 -1037183 1030930 
-1037183 973126 -1023381 1022212 
-1023381 969296 -1016873 810616 
-1016873 973126 -1014566 969296 
-1023381 985101 -1019592 1030930 
-1019592 973126 -1014566 985101 
-1048575 1033194 -1047331 1030930 
-1047331 1037549 -1044804 1033194 
-1048575 1043292 -1046571 1037549 
-1046571 1048571 -1044804 1043292 
-1044804 1035069 -1041167 1037549 
-1041167 1030930 -1014566 1035069 
-1044804 1043882 -1034686 1037549 
-1034686 1048571 -1014566 1043882 
-1014566 840121 -1004654 958766 
-1004654 810616 -1003574 840121 
-1014566 1022984 -1009109 958766 
-1009109 1030930 -1003574 1022984 
-1003574 889721 -991285 810616 
-991285 958766 -959208 889721 
-1003574 959832 -985260 958766 
-985260 1030930 -959208 959832 
-1014566 1033342 -1012744 1037656 
-1012744 1030930 -986514 1033342 
-1014566 1046537 -1008857 1048571 
-1008857 1037656 -986514 1046537 
-986514 1033452 -985051 1030930 
-985051 1037656 -959208 1033452 
-986514 1047612 -982000 1048571 
-982000 1037656 -959208 1047612 
-959208 -128118 -909280 -116799 
-909280 -130245 -906653 -128118 
-959208 -91574 -923097 -116799 
-923097 61912 -906653 -91574 
-906653 -117757 -895151 -130245 
-895151 -116799 -890706 -117757 
-906653 -44007 -894696 61912 
-894696 -116799 -890706 -44007 
-959208 170648 -929154 61912 
-929154 225936 -923529 170648 
-959208 500212 -930884 810616 
-930884 225936 -923529 500212 
-923529 223778 -900961 61912 
-900961 225936 -890706 223778 
-923529 638769 -896301 225936 
-896301 810616 -890706 638769 
-890706 -123752 -800030 -130245 
-800030 -34797 -785893 -123752 
-890706 18100 -880355 61912 
-880355 -34797 -785893 18100 
-785893 -61126 -782210 -130245 
-782210 -34797 -751487 -61126 
-785893 20000 -758955 -34797 
-758955 61912 -751487 20000 
-890706 420683 -820731 61912 
-820731 768709 -810408 420683 
-890706 803440 -852723 810616 
-852723 768709 -810408 803440 
-810408 258551 -752894 768709 
-752894 61912 -751487 258551 
-810408 803540 -766146 768709 
-766146 810616 -751487 803540 
-959208 894993 -929200 899258 
-929200 810616 -922645 894993 
-959208 923382 -933298 1001947 
-933298 899258 -922645 923382 
-922645 884410 -914235 810616 
-914235 899258 -891278 884410 
-922645 971545 -902265 899258 
-902265 1001947 -891278 971545 
-959208 1018761 -941418 1028445 
-941418 1001947 -912497 1018761 
-959208 1035865 -940168 1048571 
-940168 1028445 -912497 1035865 
-912497 1026073 -901816 1028445 
-901816 1001947 -891278 1026073 
-912497 1039999 -905312 1048571 
-905312 1028445 -891278 1039999 
-891278 817375 -859083 921510 
-859083 810616 -854622 817375 
-891278 966815 -888189 921510 
-888189 1001947 -854622 966815 
-854622 836464 -775409 810616 
-775409 921510 -751487 836464 
-854622 990764 -807286 921510 
-807286 1001947 -751487 990764 
-891278 1017364 -878727 1018134 
-878727 1001947 -841809 1017364 
-891278 1029131 -883442 1018134 
-883442 1048571 -841809 1029131 
-841809 1013291 -778052 1018134 
-778052 1001947 -751487 1013291 
-841809 1045572 -807998 1048571 
-807998 1018134 -751487 1045572 
-751487 -1039837 -656784 -944368 
-656784 -1048572 -641620 -1039837 
-751487 -943732 -725544 -944368 
-725544 -942367 -641620 -943732 
-641620 -970498 -628190 -1048572 
-628190 -944368 -617123 -970498 
-641620 -942562 -637532 -942367 
-637532 -944368 -617123 -942562 
-751487 -926088 -679660 -820367 
-679660 -942367 -651374 -926088 
-751487 -796353 -700551 -820367 
-700551 -775099 -651374 -796353 
-651374 -844056 -628162 -942367 
-628162 -820367 -617123 -844056 
-651374 -817348 -618635 -820367 
-618635 -775099 -617123 -817348 
-617123 -1037935 -435718 -1048572 
-435718 -997498 -352244 -1037935 
-617123 -948937 -530726 -942367 
-530726 -997498 -352244 -948937 
-352244 -999587 -283063 -997498 
-283063 -1048572 323296 -999587 
-352244 -988922 -249198 -942367 
-249198 -997498 323296 -988922 
-617123 -853953 -261868 -942367 
-261868 -830483 -189774 -853953 
-617123 -791239 -415159 -830483 
-415159 -775099 -189774 -791239 
-189774 -908237 69724 -942367 
69724 -830483 323296 -908237 
-189774 -817506 -68491 -775099 
-68491 -830483 323296 -817506 
-751487 -738960 -728266 -725978 
-728266 -775099 -669855 -738960 
-751487 -400863 -683817 -378302 
-683817 -725978 -669855 -400863 
-669855 -747042 -639359 -775099 
-639359 -725978 -85781 -747042 
-669855 -554597 -482809 -378302 
-482809 -725978 -85781 -554597 
-751487 -351855 -413839 -258663 
-413839 -378302 -126208 -351855 
-751487 -153424 -713866 -258663 
-713866 -130245 -126208 -153424 
-126208 -271212 -118297 -378302 
-118297 -258663 -85781 -271212 
-126208 -131482 -99654 -130245 
-99654 -258663 -85781 -131482 
-85781 -758909 15487 -775099 
15487 -580675 87771 -758909 
-85781 -467988 -76703 -580675 
-76703 -378302 87771 -467988 
87771 -655023 202686 -580675 
202686 -775099 323296 -655023 
87771 -503644 239839 -378302 
239839 -580675 323296 -503644 
-85781 -337686 -48519 -378302 
-48519 -313098 68650 -337686 
-85781 -273274 -21965 -313098 
-21965 -130245 68650 -273274 
68650 -359788 287901 -378302 
287901 -313098 323296 -359788 
68650 -138503 267143 -313098 
267143 -130245 323296 -138503 
323296 -1046771 358614 -1048572 
358614 -1043509 545666 -1046771 
323296 -1020405 452888 -1043509 
452888 -1004093 545666 -1020405 
545666 -1048521 578288 -1048572 
578288 -1043509 602393 -1048521 
545666 -1024593 580201 -1004093 
580201 -1043509 602393 -1024593 
323296 -998739 339672 -893945 
339672 -1004093 395330 -998739 
323296 -870424 341913 -893945 
341913 -775099 395330 -870424 
395330 -914807 565887 -1004093 
565887 -893945 602393 -914807 
395330 -791813 541953 -893945 
541953 -775099 602393 -791813 
602393 -1019828 610907 -1004391 
610907 -1048572 693323 -1019828 
602393 -1004290 624568 -1004093 
624568 -1004391 693323 -1004290 
693323 -1006568 873374 -1004391 
873374 -1048572 1048571 -1006568 
693323 -1004211 900952 -1004391 
900952 -1004093 1048571 -1004211 
602393 -856454 767302 -807459 
767302 -1004093 781549 -856454 
602393 -802839 745146 -807459 
745146 -775099 781549 -802839 
781549 -865704 944615 -807459 
944615 -1004093 1048571 -865704 
781549 -778748 976123 -775099 
976123 -807459 1048571 -778748 
323296 -603356 363845 -775099 
363845 -546182 365574 -603356 
323296 -514655 333169 -218549 
333169 -546182 365574 -514655 
365574 -644558 394573 -775099 
394573 -546182 423541 -644558 
365574 -414840 394143 -546182 
394143 -218549 423541 -414840 
323296 -179120 348523 -159799 
348523 -218549 349460 -179120 
323296 -159755 337192 -159799 
337192 -130245 349460 -159755 
349460 -200853 379417 -218549 
379417 -159799 423541 -200853 
349460 -151298 383585 -130245 
383585 -159799 423541 -151298 
423541 -725641 450139 -689908 
450139 -775099 787421 -725641 
