2279 2726 61
93441 41627 92819 41266 
92819 41266 90835 41256 
90835 41256 88892 40928 
88892 40928 87073 40296 
87073 40296 85462 39371 
85462 39371 83509 39414 
83509 39414 81295 39056 
81295 39056 79087 38799 
79087 38799 77151 39147 
77151 39147 76671 39030 
76671 39030 76190 38913 
76190 38913 75498 38169 
75498 38169 74684 37786 
74684 37786 73721 37631 
73721 37631 72583 37573 
41238 54785 42234 54149 
42234 54149 43368 53546 
43368 53546 44482 52931 
44482 52931 45419 52255 
45419 52255 45906 51757 
45906 51757 46280 51331 
46280 51331 46752 50905 
46752 50905 47536 50409 
47536 50409 48001 50215 
48001 50215 48584 50033 
48584 50033 49174 49856 
49174 49856 49658 49677 
49658 49677 50481 49331 
50481 49331 51391 48989 
51391 48989 52303 48652 
52303 48652 53132 48322 
53132 48322 54732 47669 
54732 47669 56378 47048 
56378 47048 58035 46441 
58035 46441 59669 45828 
59669 45828 61554 44719 
61554 44719 64890 41722 
64890 41722 66840 40547 
66840 40547 68314 39914 
68314 39914 69699 39238 
69699 39238 71029 38470 
71029 38470 72583 37573 
72583 37573 73819 36511 
73819 36511 74611 35438 
74611 35438 75179 34278 
75179 34278 75738 32956 
-140143 87112 -141065 85791 
-141065 85791 -143132 84616 
-143132 84616 -144893 83223 
-144893 83223 -145309 80661 
-145309 80661 -147056 78825 
-147056 78825 -149066 77121 
-149066 77121 -150940 75358 
-150940 75358 -152281 73346 
-152281 73346 -151871 72567 
95382 20434 97222 21273 
97222 21273 99557 22183 
99557 22183 101740 23083 
101740 23083 103119 23888 
103119 23888 103663 24678 
103663 24678 104337 25925 
104337 25925 104976 27179 
104976 27179 105415 27990 
105415 27990 106783 29943 
106783 29943 108232 31878 
108232 31878 109575 33786 
109575 33786 110626 35657 
110626 35657 111235 37356 
111235 37356 111727 39130 
111727 39130 112319 40874 
112319 40874 113233 42478 
113233 42478 114728 44215 
114728 44215 116451 46119 
116451 46119 117978 48084 
117978 48084 118883 50009 
94165 19898 94423 20074 
94423 20074 94706 20225 
94706 20225 95025 20347 
95025 20347 95382 20434 
75738 32956 78702 31952 
78702 31952 81735 30077 
81735 30077 84283 27728 
84283 27728 85795 25303 
85795 25303 88595 24827 
88595 24827 90562 23312 
90562 23312 92017 21692 
92017 21692 93276 20903 
93276 20903 93595 20668 
93595 20668 93802 20451 
93802 20451 93968 20210 
93968 20210 94165 19898 
188839 53533 188185 53335 
188185 53335 186503 53325 
186503 53325 184601 53247 
184601 53247 182798 52911 
182798 52911 181411 52123 
181411 52123 180641 52160 
180641 52160 179908 52292 
179908 52292 179165 52367 
179165 52367 178364 52230 
178364 52230 177776 51498 
177776 51498 176865 50953 
176865 50953 175788 50647 
175788 50647 174699 50629 
174699 50629 174209 50396 
174209 50396 174219 50057 
174219 50057 174275 49708 
174275 49708 174533 49047 
174533 49047 174350 48484 
174350 48484 174111 47936 
174111 47936 172659 47219 
172659 47219 171712 46933 
171712 46933 171139 46360 
171139 46360 170809 44781 
170809 44781 170222 44224 
170222 44224 169702 43571 
169702 43571 169204 42897 
169204 42897 168683 42274 
168683 42274 168702 41891 
168702 41891 168722 41507 
168722 41507 168123 41182 
168123 41182 167436 40992 
167436 40992 167579 40300 
167579 40300 167738 39644 
167738 39644 167866 38982 
167866 38982 167913 38272 
167913 38272 167271 37362 
167271 37362 167169 36169 
167169 36169 167294 34936 
167294 34936 167335 33909 
167335 33909 167230 33533 
167230 33533 167057 33148 
167057 33148 166889 32764 
166889 32764 166798 32390 
166798 32390 166909 31825 
166909 31825 167194 30942 
167194 30942 167507 30026 
167507 30026 167706 29358 
167706 29358 167858 28034 
167858 28034 167872 26734 
167872 26734 167914 25423 
167914 25423 168150 24067 
168150 24067 167537 23494 
167537 23494 166964 22928 
166964 22928 166366 22372 
166366 22372 165679 21829 
165679 21829 165504 21204 
165504 21204 165261 20630 
165261 20630 164983 20066 
164983 20066 164704 19473 
164704 19473 164520 18894 
164520 18894 164401 18278 
164401 18278 164292 17653 
164292 17653 164136 17051 
164136 17051 163890 16447 
163890 16447 163601 15881 
163601 15881 163304 15325 
163304 15325 163030 14752 
163030 14752 162895 14376 
162895 14376 162798 13992 
162798 13992 162793 13403 
162793 13403 162823 12842 
162823 12842 162824 11674 
162824 11674 163046 10816 
163046 10816 163432 9987 
163432 9987 163926 8904 
163926 8904 164656 8409 
164656 8409 166007 7321 
166007 7321 167071 6432 
167071 6432 168134 5543 
168134 5543 168587 4204 
168587 4204 169707 1777 
169707 1777 170902 -602 
170902 -602 171581 -1797 
171581 -1797 170665 -2086 
170665 -2086 170563 -2104 
95382 20434 96024 20214 
96024 20214 97452 19753 
97452 19753 98498 19424 
98498 19424 99543 19095 
99543 19095 100572 19476 
100572 19476 101637 19548 
101637 19548 102553 19230 
102553 19230 103134 18437 
103134 18437 104109 18175 
104109 18175 105089 17765 
105089 17765 106104 17360 
106104 17360 107185 17114 
107185 17114 107856 16553 
107856 16553 108942 15894 
108942 15894 110079 15268 
110079 15268 110901 14809 
110901 14809 111997 15246 
111997 15246 113785 14915 
113785 14915 115404 13832 
115404 13832 115993 12013 
115993 12013 118317 10930 
118317 10930 120475 9993 
120475 9993 122667 9177 
122667 9177 125099 8454 
125099 8454 126614 7837 
126614 7837 127180 7308 
127180 7308 128238 6920 
128238 6920 131227 6722 
131227 6722 131640 6702 
131640 6702 132062 6691 
132062 6691 132468 6743 
132468 6743 132828 6909 
132828 6909 133738 6658 
133738 6658 135129 6166 
135129 6166 136425 5627 
136425 5627 137053 5236 
137053 5236 137961 5152 
137961 5152 138838 4856 
138838 4856 139687 4479 
139687 4479 140513 4151 
140513 4151 141257 4087 
141257 4087 142218 4173 
142218 4173 143302 4248 
143302 4248 144414 4150 
169142 -2307 168348 -2348 
168348 -2348 167380 -2213 
167380 -2213 166547 -1324 
166547 -1324 165608 -566 
165608 -566 164511 -4 
164511 -4 163204 298 
163204 298 162912 202 
162912 202 162620 107 
162620 107 162329 11 
162329 11 162037 -84 
162037 -84 158097 928 
158097 928 152373 2413 
152373 2413 147074 3706 
147074 3706 144414 4150 
-29364 38873 -27155 38781 
-27155 38781 -24617 38503 
-24617 38503 -22152 38441 
-22152 38441 -20162 38997 
-20162 38997 -19446 39556 
-19446 39556 -18720 40238 
-18720 40238 -17953 40894 
-17953 40894 -17113 41369 
-17113 41369 -15679 41814 
-15679 41814 -14240 42119 
-14240 42119 -12779 42375 
-12779 42375 -11278 42669 
-11278 42669 -9564 43436 
-9564 43436 -7179 44848 
-7179 44848 -4931 46326 
-4931 46326 -3633 47292 
-3633 47292 -3209 47869 
-3209 47869 -2667 48815 
-2667 48815 -2205 49799 
-2205 49799 -2019 50490 
-2019 50490 -1020 51001 
-1020 51001 216 51719 
216 51719 1416 52477 
1416 52477 2304 53109 
-23143 57040 -23191 55815 
-23191 55815 -23471 54439 
-23471 54439 -23802 53066 
-23802 53066 -24000 51849 
-24000 51849 -24214 50836 
-24214 50836 -24543 49826 
-24543 49826 -24717 48844 
-24717 48844 -24462 47915 
-24462 47915 -24123 46786 
-24123 46786 -24337 45731 
-24337 45731 -24799 44812 
-24799 44812 -25202 44094 
-25202 44094 -25549 43331 
-25549 43331 -25943 42501 
-25943 42501 -26363 41691 
-26363 41691 -26795 40990 
-26795 40990 -27354 40443 
-27354 40443 -28064 39978 
-28064 39978 -28781 39490 
-28781 39490 -29364 38873 
94165 19898 93910 19695 
93910 19695 93658 19478 
93658 19478 93396 19252 
93396 19252 93111 19022 
93111 19022 92560 18704 
92560 18704 91995 18489 
91995 18489 91442 18263 
91442 18263 90931 17910 
90931 17910 90562 17403 
90562 17403 90354 16876 
90354 16876 90116 16378 
90116 16378 89659 15954 
89659 15954 87744 15100 
87744 15100 85893 14556 
85893 14556 84125 13945 
84125 13945 82453 12919 
82453 12919 81983 13418 
81983 13418 81536 13894 
81536 13894 81088 14369 
81088 14369 80641 14844 
80641 14844 80601 14995 
80601 14995 80561 15146 
80561 15146 80522 15297 
80522 15297 80482 15448 
80482 15448 80231 16304 
80231 16304 79965 17174 
79965 17174 79719 18047 
79719 18047 79529 18907 
79529 18907 79509 19329 
79509 19329 79550 19770 
79550 19770 79589 20210 
79589 20210 79562 20630 
79562 20630 79136 21745 
79136 21745 78490 22778 
78490 22778 77855 23817 
77855 23817 77464 24950 
77464 24950 77268 27063 
77268 27063 77156 28992 
77156 28992 76767 30901 
76767 30901 75738 32956 
1390 28147 1254 28277 
1254 28277 1118 28407 
1118 28407 982 28537 
982 28537 846 28667 
846 28667 542 30262 
542 30262 698 31891 
698 31891 974 33528 
974 33528 1031 35148 
1031 35148 954 37387 
954 37387 1089 39599 
1089 39599 1277 41815 
1277 41815 1358 44061 
1358 44061 1337 44947 
1337 44947 1316 45832 
1316 45832 1278 46720 
1278 46720 1240 47608 
1240 47608 1383 48906 
1383 48906 1768 50361 
1768 50361 2155 51815 
2155 51815 2304 53109 
-59870 39810 -58982 39967 
-58982 39967 -58325 40168 
-58325 40168 -57700 40442 
-57700 40442 -56906 40819 
-56906 40819 -56044 41328 
-56044 41328 -55208 41946 
-55208 41946 -54346 42546 
-54346 42546 -53406 43001 
-53406 43001 -51580 43568 
-51580 43568 -49714 44125 
-49714 44125 -47904 44773 
-47904 44773 -46244 45612 
-46244 45612 -44765 46522 
-44765 46522 -43285 47431 
-43285 47431 -41813 48355 
-41813 48355 -40382 49304 
-40382 49304 -39761 49785 
-39761 49785 -39166 50295 
-39166 50295 -38549 50785 
-38549 50785 -37860 51201 
-37860 51201 -37345 51416 
-37345 51416 -36849 51567 
-36849 51567 -36346 51695 
-36346 51695 -35808 51837 
-35808 51837 -34433 52337 
-34433 52337 -32926 53029 
-32926 53029 -31458 53793 
-31458 53793 -30200 54508 
-30200 54508 -29621 54931 
-29621 54931 -29067 55426 
-29067 55426 -28507 55908 
-28507 55908 -27909 56291 
-27909 56291 -26496 56793 
-26496 56793 -25345 56914 
-25345 56914 -24284 56912 
-24284 56912 -23143 57040 
-59870 39810 -59697 40822 
-59697 40822 -59704 41751 
-59704 41751 -59779 42675 
-59779 42675 -59809 43671 
-59809 43671 -59823 44296 
-59823 44296 -59867 44880 
-59867 44880 -59884 45455 
-59884 45455 -59820 46053 
-59820 46053 -59797 46370 
-59797 46370 -59822 46694 
-59822 46694 -59849 47019 
-59849 47019 -59834 47338 
-59834 47338 -59622 48742 
-59622 48742 -59409 50146 
-59409 50146 -59165 51539 
-59165 51539 -58850 52917 
-58850 52917 -58617 54185 
-58617 54185 -58386 55988 
-58386 55988 -58189 57829 
-58189 57829 -58060 59211 
-58060 59211 -58071 60339 
-58071 60339 -58146 61654 
-58146 61654 -58114 62903 
-58114 62903 -57801 63832 
-57801 63832 -58000 64890 
-58000 64890 -58339 65877 
-58339 65877 -58609 66900 
-58609 66900 -58603 68063 
-58603 68063 -58386 68759 
-58386 68759 -58031 69386 
-58031 69386 -57608 69991 
-57608 69991 -57185 70615 
-57185 70615 -56897 71435 
-56897 71435 -56885 72284 
-56885 72284 -56955 73139 
-56955 73139 -56911 73979 
-56911 73979 -56682 74672 
-56682 74672 -56354 75331 
-56354 75331 -56027 75986 
-56027 75986 -55802 76665 
-55802 76665 -55328 78218 
-55328 78218 -54687 79737 
-54687 79737 -54119 81199 
-54119 81199 -53862 82580 
-53862 82580 -53820 84277 
-53820 84277 -53787 84908 
1390 28147 2458 26765 
2458 26765 3541 24907 
3541 24907 4210 22986 
4210 22986 4031 21414 
4031 21414 4081 21127 
4081 21127 4131 20840 
4131 20840 4182 20553 
4182 20553 4232 20266 
4232 20266 4180 20184 
4180 20184 4129 20102 
4129 20102 4078 20020 
4078 20020 4026 19938 
4026 19938 4077 19746 
4077 19746 4127 19555 
4127 19555 4178 19363 
4178 19363 4229 19171 
-151871 72567 -151347 71644 
-151347 71644 -151048 70977 
-151048 70977 -150881 70643 
-150881 70643 -150687 70338 
-150687 70338 -150221 69799 
-150221 69799 -149704 69262 
-149704 69262 -149223 68709 
-149223 68709 -148867 68121 
-148867 68121 -148864 66884 
-148864 66884 -149489 65474 
-149489 65474 -150280 64062 
-150280 64062 -150775 62818 
-150775 62818 -151605 62178 
-151605 62178 -152496 61471 
-152496 61471 -153432 60822 
-153432 60822 -154398 60357 
-154398 60357 -154548 59376 
-154548 59376 -155188 59059 
-155188 59059 -155861 58777 
-155861 58777 -156435 58429 
-156435 58429 -156781 57911 
-156781 57911 -157671 57368 
-157671 57368 -158351 56840 
-158351 56840 -158977 56268 
-158977 56268 -159704 55590 
-159704 55590 -160006 55562 
-160006 55562 -160310 55579 
-160310 55579 -160612 55590 
-160612 55590 -160907 55543 
-160907 55543 -161048 55319 
-161048 55319 -161330 54971 
-161330 54971 -161855 54340 
-161855 54340 -162157 54211 
-162157 54211 -162358 54024 
-162358 54024 -162530 53809 
-162530 53809 -162746 53600 
-162746 53600 -162781 52835 
-162781 52835 -163254 52247 
-163254 52247 -163021 51290 
-163021 51290 -162991 50402 
-162991 50402 -163081 49518 
-163081 49518 -163213 48576 
-145059 87157 -145367 87005 
-145367 87005 -147815 85476 
-147815 85476 -149819 83959 
-149819 83959 -151153 83798 
-151153 83798 -152589 83435 
-152589 83435 -153888 82866 
-153888 82866 -154812 82086 
-154812 82086 -156431 81503 
-156431 81503 -158980 80114 
-158980 80114 -161525 78569 
-161525 78569 -163134 77517 
-163134 77517 -163667 77076 
-163667 77076 -164153 76611 
-164153 76611 -164682 76164 
-164682 76164 -165351 75775 
-165351 75775 -166042 75565 
-166042 75565 -166862 75463 
-166862 75463 -167696 75463 
-167696 75463 -168429 75562 
-168429 75562 -169252 75001 
-169252 75001 -169989 74314 
-169989 74314 -170681 73588 
-170681 73588 -171372 72908 
-171372 72908 -172346 72774 
-172346 72774 -173362 72684 
-173362 72684 -174385 72652 
-174385 72652 -175377 72690 
-175377 72690 -178822 70980 
-178822 70980 -182166 69261 
-182166 69261 -185580 67645 
-185580 67645 -189238 66243 
-189238 66243 -190734 65766 
-190734 65766 -192337 65282 
-192337 65282 -193942 64827 
-193942 64827 -195442 64438 
-195442 64438 -197718 64009 
-197718 64009 -199312 63815 
-199312 63815 -200825 63442 
-200825 63442 -202857 62478 
-202857 62478 -203574 62056 
-203574 62056 -204329 61606 
-204329 61606 -205102 61186 
-205102 61186 -205871 60852 
-205871 60852 -206738 60442 
-206738 60442 -207611 59886 
-207611 59886 -208475 59284 
-208475 59284 -209318 58735 
-209318 58735 -210264 58019 
-210264 58019 -211172 57125 
-211172 57125 -212075 56202 
-212075 56202 -213004 55399 
-161620 39134 -161691 39235 
-161691 39235 -161763 39336 
-161763 39336 -161835 39437 
-161835 39437 -161906 39538 
-161906 39538 -161802 39897 
-161802 39897 -161724 40237 
-161724 40237 -161611 40572 
-161611 40572 -161405 40916 
-161405 40916 -161321 40959 
-161321 40959 -161237 41002 
-161237 41002 -161153 41045 
-161153 41045 -161069 41088 
-161069 41088 -161045 41143 
-161045 41143 -161021 41198 
-161021 41198 -160997 41253 
-160997 41253 -160974 41308 
-160974 41308 -161203 42506 
-161203 42506 -160884 43138 
-160884 43138 -160391 43715 
-160391 43715 -160095 44746 
-160095 44746 -160159 44854 
-160159 44854 -160222 44962 
-160222 44962 -160286 45070 
-160286 45070 -160349 45178 
-160349 45178 -161040 45430 
-161040 45430 -161783 45568 
-161783 45568 -162448 45703 
-162448 45703 -162908 45944 
-162908 45944 -162894 46591 
-162894 46591 -163020 47248 
-163020 47248 -163167 47911 
-163167 47911 -163213 48576 
4229 19171 5036 16665 
5036 16665 6363 12155 
6363 12155 7426 7684 
7426 7684 7445 5297 
-213004 55399 -214324 54562 
-214324 54562 -215773 53724 
-215773 53724 -217277 52975 
-217277 52975 -218765 52405 
-218765 52405 -219592 52252 
-219592 52252 -220450 52203 
-220450 52203 -221292 52128 
-221292 52128 -222073 51900 
-222073 51900 -223562 51162 
-223562 51162 -224678 50669 
-224678 50669 -225918 50397 
-225918 50397 -227778 50320 
-227778 50320 -227949 50351 
-227949 50351 -228119 50382 
-228119 50382 -228843 50629 
-228843 50629 -229617 50902 
-229617 50902 -230397 51149 
-230397 51149 -231141 51316 
-231141 51316 -231421 51326 
-231421 51326 -231700 51336 
-231700 51336 -231980 51346 
-231980 51346 -232260 51356 
-232260 51356 -233252 51358 
-233252 51358 -234258 51326 
-234258 51326 -235261 51310 
-235261 51310 -236247 51359 
-236247 51359 -237550 51534 
-237550 51534 -238896 51748 
-238896 51748 -240242 51924 
-240242 51924 -241551 51982 
-241551 51982 -242361 51553 
-242361 51553 -243263 51145 
-243263 51145 -244183 50739 
-244183 50739 -245050 50315 
-245050 50315 -245080 50092 
-245080 50092 -245138 49813 
-245138 49813 -245245 49555 
-245245 49555 -245418 49392 
-245418 49392 -245623 49409 
-245623 49409 -245828 49427 
-245828 49427 -246757 49224 
-192111 38365 -191989 38350 
-191989 38350 -191958 38347 
-213004 55399 -211572 54554 
-211572 54554 -210223 53818 
-210223 53818 -209311 53378 
-209311 53378 -208940 53128 
-208940 53128 -208650 52774 
-208650 52774 -208392 52204 
-208392 52204 -208275 51667 
-208275 51667 -208211 51116 
-208211 51116 -208112 50503 
-208112 50503 -208000 50030 
-208000 50030 -207829 49593 
-207829 49593 -207539 49250 
-207539 49250 -207065 49059 
-207065 49059 -205357 48780 
-205357 48780 -202994 48136 
-202994 48136 -201083 47048 
-201083 47048 -199743 45539 
-199743 45539 -199093 43629 
-199093 43629 -198834 42543 
-198834 42543 -198337 41630 
-198337 41630 -197570 40851 
-197570 40851 -196498 40168 
-196498 40168 -195491 39608 
-195491 39608 -194589 39108 
-194589 39108 -193641 38700 
-193641 38700 -192497 38415 
-192497 38415 -192111 38365 
-191958 38347 -191092 38284 
-191092 38284 -190585 38219 
-190585 38219 -189637 37865 
-189637 37865 -189358 37594 
-29364 38873 -31663 37748 
-31663 37748 -33938 36958 
-33938 36958 -35758 35920 
-35758 35920 -36823 34206 
-36823 34206 -36968 32928 
-36968 32928 -36935 31729 
-36935 31729 -37068 30654 
-37068 30654 -37711 29745 
-37711 29745 -37898 29523 
-37898 29523 -39423 28381 
-39423 28381 -40876 27088 
-40876 27088 -42142 25646 
-42142 25646 -43106 24053 
-43106 24053 -43408 23167 
-43408 23167 -43402 22589 
-43402 22589 -43294 22037 
-43294 22037 -43289 21235 
-43289 21235 -43529 20643 
-43529 20643 -44029 19679 
-44029 19679 -44865 18164 
-44865 18164 -45400 17944 
-45400 17944 -45945 17787 
-45945 17787 -46493 17644 
-46493 17644 -47036 17469 
-47036 17469 -47851 17350 
-47851 17350 -49053 16756 
-49053 16756 -50262 16027 
-50262 16027 -51101 15504 
-51101 15504 -51942 13980 
-51942 13980 -53457 11673 
-53457 11673 -55067 9489 
-55067 9489 -56196 8333 
-56196 8333 -57099 7980 
-57099 7980 -58205 7682 
-58205 7682 -59347 7483 
-59347 7483 -60361 7428 
-60361 7428 -60534 7404 
-59870 39810 -59906 38516 
-59906 38516 -59841 37353 
-59841 37353 -59665 36205 
-59665 36205 -59370 34951 
-59370 34951 -58915 33047 
-58915 33047 -58684 31543 
-58684 31543 -58552 30035 
-58552 30035 -58398 28120 
-58398 28120 -58265 26769 
-58265 26769 -58153 25358 
-58153 25358 -58154 23951 
-58154 23951 -58357 22612 
-58357 22612 -58512 22017 
-58512 22017 -58667 21422 
-58667 21422 -58822 20827 
-58822 20827 -58977 20232 
-58977 20232 -59153 19011 
-59153 19011 -59221 17553 
-59221 17553 -59288 16095 
-59288 16095 -59464 14874 
-59464 14874 -59745 12917 
-59745 12917 -60025 10961 
-60025 10961 -60305 9004 
-60305 9004 -60534 7404 
-166246 24508 -165535 24482 
-165535 24482 -164858 24573 
-164858 24573 -164186 24687 
-164186 24687 -163493 24732 
-163493 24732 -162751 24658 
-162751 24658 -162005 24540 
-162005 24540 -161259 24465 
-161259 24465 -160521 24522 
