100 100 269
120743 -310582 -202482 -230048
-520514 -353812 -227235 -307706
507365 515545 616397 412489
-63652 -829524 -182004 -943605
-919955 -571785 -907939 -481960
561561 -549935 587472 -573352
-406670 767512 -118724 736763
-280749 -439533 -815861 -850622
391366 -330003 47199 -559674
710527 338541 727250 461591
-45696 -223558 -719777 584539
-214316 -825447 56960 -382300
1033709 538172 301060 -542307
-99907 -470474 588354 166748
-900350 553047 -1011691 659556
562994 660755 183484 257796
462497 695960 281512 515412
-727690 -12587 -973667 -474768
-987921 889705 -903955 680261
964904 -980419 560734 -308794
842738 489284 -313935 -651512
-487653 276581 -672998 -956778
-175210 -908082 -996602 -996441
186753 765984 -862779 572916
819907 815592 319314 672946
669686 -768091 560549 -987696
-994246 478729 -1034188 -207726
540547 -410916 560801 -924406
598462 823395 -541977 396889
988776 -891761 1030141 -149649
278334 -152368 79537 -507269
792200 879312 -488385 843627
412545 1032049 809263 918327
525105 206395 -94490 -350344
-264035 -451496 199994 29972
-938938 47523 -1010346 155129
-640743 -840884 13162 -235246
-588288 -923833 562749 177108
620199 929724 281668 905740
33427 9015 638633 407689
281743 1007082 -616086 849089
255779 -490641 315179 -642454
-116886 -74006 124828 374216
253231 -1030098 522613 -230622
9451 856282 503914 796693
-268856 -951011 207346 -962463
362441 -571998 341580 -640293
66852 -732711 504824 -99643
632748 564559 1026610 872463
-395905 -516377 -106487 -181130
-714928 -755363 -583450 402751
-646523 969223 -628469 839276
223962 1016626 -241290 947190
-62270 -913161 -83604 -905661
301416 -888580 471211 -989973
-114734 -826074 22441 -867279
245356 650772 -43147 328773
-707825 564029 -995807 -408592
174658 -935501 251354 -614739
1040383 -102108 1025308 494766
-831652 -544389 -640047 53756
-1043542 -510084 -929884 -646305
656438 -166147 771030 -622445
559991 504258 616149 578999
949879 -163544 940962 -73854
-956613 -830268 -711198 -551186
-139023 838634 -135469 781762
-113031 -807912 341291 -296626
-56568 542490 -472796 422227
978565 -430553 983441 -443511
-13866 -231589 37193 -164794
-1017475 1043305 -833587 876564
-846581 877770 -902815 -27239
-551353 -694704 -370723 -224804
-11946 -500054 212404 -226994
731256 -236319 985627 -975918
143257 632131 -227643 276363
124969 487683 124739 152558
509423 557850 368890 389673
714440 282897 632659 6062
-878870 75789 -934439 -167817
-410891 -988651 -4623 -969186
-170308 538693 -477271 568626
248790 -263210 76327 -586064
628300 -387639 866584 -801480
-854297 -298878 -740838 -85672
-94163 59602 -21461 316530
-369446 -749433 -87179 -499750
-373566 39080 -429546 -189419
-331034 839447 -38105 744105
-687487 648945 -576338 650539
352545 1037140 173781 888219
-555465 873356 -487371 908504
-719316 -640608 -797196 -919387
691439 540986 706462 570805
367891 -925899 518788 -328038
632564 -116887 933429 -62906
955653 357788 983063 -771553
-167226 447784 -188186 326810
395958 133162 116215 44282
-777357 -367215 -661804 124205
584456 -631615 890750 -926414
-776746 -40508 -809173 53341
-361408 344957 -311855 141574
659340 228200 -209563 -574934
-634070 420362 -724389 -77409
-514305 -277387 -469915 232669
-164788 906919 -63431 934918
247914 218474 893844 871693
975200 -574434 816523 -459212
