10000 10000 74799
-933270 159437 -919302 182090
-1003601 248373 -1003196 375900
-1048377 -652092 -1036589 303061
-285338 18927 -15376 -14898
640647 -817133 474919 -751526
457242 -119565 712314 -124574
-882461 477531 -385494 332620
67781 304334 -10249 246231
-507136 -307966 -622741 -397857
-482077 -805471 -357939 -891798
901684 739071 882857 768662
-744132 -12804 -812369 -71222
-1021848 -1020804 -514117 -1028265
597388 615216 621578 851305
126934 645244 82303 606666
-96884 788920 288711 700908
593422 46539 580456 79548
-294406 -809903 -277490 -876363
-513983 -787310 292703 -855568
-853246 67876 -851774 151372
996979 495817 889355 599147
-887228 -501391 -827094 -84906
-724922 -284005 -744333 -525960
-660834 593721 -966242 792687
-197843 -631674 323310 -314259
184019 -222676 -207203 -401819
-879743 462845 -679793 393968
59519 -635611 672197 -606231
829561 562167 781089 825999
612483 839975 414713 882481
-896669 537108 -908897 521887
327196 909879 205283 893035
324920 26134 868558 -174210
-615575 848553 -965228 890497
754773 389658 620773 547781
487448 -1905 942845 -121023
576984 923227 807515 971175
-334360 269160 -366236 325447
-896248 -665629 -958315 -716749
-953604 -776659 -830568 -654136
963450 303069 1035952 335676
751250 -847278 669257 -777313
556546 -332060 437269 -447719
786105 678475 712138 558020
-318499 963419 -94532 1034630
889173 830735 1035600 716398
139186 948083 282732 986467
-893471 978083 -515955 852645
-240517 -293530 -347306 -231487
1028000 -116119 1024087 -79658
-427761 -76830 -669735 -14254
-799153 -682765 -745469 -725095
-988796 163950 -1026746 -630718
-459227 581075 -486339 551594
166030 791541 14290 1028917
-448394 -19387 -36908 -142509
-898971 -758735 -694381 -816737
-960512 112907 -903823 381313
-265766 -105855 -304990 -165146
461703 -641565 574499 -615608
135269 449512 87389 320130
-521595 -336677 -586153 -556511
-428669 -327488 -438252 -416224
867340 -492070 923066 -414940
855398 -505809 1013063 -455512
-227463 -492635 -202335 -497542
-579936 388935 -361143 197279
-994282 300895 -981880 27966
-285542 959096 -60587 950529
128523 -636574 269875 -645843
574622 -874216 851792 -894136
-818281 504505 -563728 472639
585475 -357204 673735 -235489
-549578 175909 -825579 337837
642274 739111 732994 685480
-941362 -146619 -971258 -959816
-40457 680254 335829 650012
1043082 236071 1048495 163282
-517136 518665 -40203 464367
229948 249636 224545 138177
-109212 -580744 -38673 -592970
-646602 759058 -222609 610882
-21958 -39618 126693 60595
480168 -947255 -450560 -947443
-152538 153646 -125027 101448
-388686 523400 -227678 581807
129387 496569 -15686 521620
316765 -13759 413262 -28861
747824 93260 888065 104240
432467 356920 648956 282610
1008470 -101127 977540 -44124
-440852 871017 -491517 868120
-468771 -487867 -251425 -307018
749139 -676834 108455 -636996
-247222 902043 -333153 940186
231124 480273 656069 162570
623303 -23107 807468 -72392
612946 1001122 277321 1043393
831290 -690600 -270427 -656732
-213116 281825 -139072 285041
-540107 5947 -377340 13222
651523 -260369 497539 -259022
-727220 -426683 -736673 -609911
-922391 489062 -84252 340166
346502 -722717 79044 -703219
390057 -235679 74556 -435468
644065 -393308 766281 -261715
689081 -451745 868848 -444229
-423861 -542577 -605248 -656646
509020 218267 465732 275358
-170243 9254 36729 213581
-355073 -814927 -284962 -864479
275349 537659 305115 559801
807441 -310581 919061 -218658
867280 -411273 672578 -439744
-79849 -973707 -515714 -944871
945162 -39133 910727 -20284
-969794 74958 -977560 549305
-606381 -856610 -509947 -709826
-289626 807133 -480341 771064
-182436 915301 -331670 951116
-349692 -387358 -412171 -408369
177092 441439 290788 405956
-802224 941309 -798161 919963
-149823 -990072 372737 -1005154
-301403 565768 -637265 536521
125477 -355317 278958 -246753
223941 46932 255273 -151859
-716591 -282868 -665173 -495331
-45018 -326994 14010 -212007
930739 -617614 1016453 -624469
-453977 -332410 -627824 -190864
739848 208269 813988 214637
895707 60490 1009860 98061
-268748 48805 -447838 38656
108845 -442733 465560 -219689
-303407 -623073 -224179 -533799
357472 -361674 517640 -361101
140851 -559673 211922 -547263
-40689 234924 -66864 180344
1036541 -195084 759357 -348296
-511766 51990 -611144 31476
898947 -761561 816837 -601942
616907 -855468 109865 -777428
461419 585996 454358 620921
-160465 -774843 -189127 -760304
-693313 -304495 -752208 -224784
-45442 757748 -51001 665876
554963 -88098 320365 -34196
294784 382747 430681 247155
-672236 -991599 -637064 -987774
-701581 813824 -477123 727224
-344122 -129448 -482746 -118764
-1033872 -827125 -996468 -900463
-335868 -855034 -380859 -842166
-256840 610122 -320232 591896
268835 307967 47057 239709
585879 -735011 105819 -697342
879031 -847617 768022 -855009
189595 -764006 709982 -838229
118182 -829253 -373273 -787122
379777 -99993 454133 -75687
-532418 661620 -563771 636021
843048 -881129 626718 -810582
347550 738400 279480 809589
-157831 126782 -185300 49670
-669076 702903 -616840 661410
462790 -782542 481154 -791067
818061 -695268 422981 -689941
-23044 595896 80586 519779
-585680 949391 -323960 893132
-1041306 -932821 -1045520 -430876
316544 -700855 -224186 -678250
854134 -939318 14334 -936362
-773095 833553 -937091 827871
-509104 -482037 -508548 -533707
-954013 -753109 -770119 -571935
424135 -573992 889799 -556839
161900 1028328 145067 973476
-655245 224647 -815003 306667
70292 -417196 430188 -208129
-352659 -692783 269669 -335454
663696 436674 593468 511800
-343717 879451 -730706 969318
-359764 -228387 -80055 -196575
-486022 -906080 -418807 -904914
-961524 -889917 -960627 -830864
-661281 508297 -867948 519560
-880525 -2288 -820931 133925
-452075 709398 -653960 764739
125292 -301796 -501483 -684656
-447408 825669 -228179 812185
728364 66974 567070 220629
-469867 961570 -623583 995716
-544527 397569 -695188 428553
-527133 320665 -509458 265363
-181007 620090 -508727 715693
-89371 -634203 678280 -592515
667803 -866367 613844 -838937
-259959 -303999 -384540 -391635
-667344 782135 -656319 752877
-138379 32344 -26820 -9895
362502 -200050 311518 -234718
-439505 -488860 -170274 -289953
607803 590782 464695 669131
-915774 -753379 -682761 -815684
-638903 -663699 -632719 -815537
-559275 96214 -597125 106436
-358983 786682 -196368 761531
-942379 237706 -946189 602014
-388970 446158 -424193 420008
-864970 183125 -902992 8173
993782 1030278 995580 852195
-1021527 -123163 -1001312 132351
-797932 1019198 -323482 988149
-875812 -733998 -766111 -715840
912207 98065 969560 240504
523341 245519 588958 192738
482835 694474 272537 1031321
-295666 -204399 -283334 -211301
-806155 106061 -780544 236848
-1042794 -578290 -1008997 393303
-967241 858772 -686757 854694
1048232 652501 907002 669122
729504 -963563 537234 -965137
748240 -507285 611039 -476135
702457 -285747 541637 -418112
-953966 -77054 -921305 -85677
735899 -600997 799318 -649664
257810 246073 363278 120276
229378 -336875 221083 -330498
-866707 -497119 -885869 -512652
546251 -180981 293687 -114561
332790 50744 368872 51591
221483 1047814 -700030 1046833
-331663 446988 -235902 449779
869411 -937754 430667 -920568
-887244 996637 -846632 968896
681173 554840 406730 699741
-354694 357475 -273723 373168
-505995 350868 -257586 160027
-155182 860446 -157666 844755
-661605 -602881 -728977 -586506
-41650 -1024966 -981218 -1012599
-846853 -66907 -896054 -98042
-452564 -997851 -435405 -1012807
-720627 291751 -613238 214989
426033 570810 442367 650285
916937 -335781 840019 -389060
988185 819630 902416 993220
-581515 -929129 -273620 -921703
420468 116 694498 -81108
-647880 -131994 -712186 4159
946682 459086 952518 368492
-447388 -1021635 794496 -1047224
4772 64234 -7833 74950
256340 -565106 469844 -585210
446342 -661269 232585 -653812
-727770 -651968 -776563 -664025
1014576 271981 946040 170039
-184541 86571 -426526 281194
-82477 -666878 740198 -706232
-18994 -109402 85372 -22102
-6235 -530176 301726 -375413
854052 838748 931180 783658
377271 -283736 404043 -274940
-438523 40148 -457951 50747
-553342 -361732 -552410 -355828
-160341 382304 -281739 399748
4028 902529 -58410 938443
796096 715156 779176 761092
318997 823062 327725 771033
-920220 665731 -769831 583654
-441302 -422455 -522001 -384345
632024 -840214 354182 -792951
471003 642200 609670 566433
-132625 650404 -537905 758182
468048 822112 596399 832266
786508 755306 735075 818527
-24093 -251993 -59501 -327219
-810336 -125926 -813238 -127974
638650 690492 673888 708197
632168 91089 758825 20155
-821126 861568 -908957 868766
141660 179001 214384 142855
-332088 918960 -278787 900069
198989 -852529 329296 -859786
-703988 210063 -744382 175369
449901 -438127 590807 -374131
-908667 -988066 -323831 -976913
-833002 -59672 -870520 -179559
193722 -63310 158947 -199152
-699226 -752325 -685288 -688451
876560 -894081 874838 -852861
511169 755261 284404 1023851
270571 -205588 51183 -233820
409811 187181 310891 306249
-1045618 388504 -1028397 296236
-921735 480103 -887262 362822
690293 53658 633066 6245
352197 -751370 445379 -776740
-827904 -549489 -809340 -568464
-74574 1010825 -171803 959015
-183725 246436 -219882 275418
564041 932092 721386 996632
-117343 -274525 -548454 -587014
-533490 83315 -849940 5249
-591 -93153 -15888 -76002
1006732 -229548 1018511 -566680
-117796 424916 -32834 448471
-615148 275667 -654759 278615
-99373 -201889 -132234 -236872
182515 560930 448799 475969
-185277 -118038 -374265 -200258
428200 884219 825891 852989
885387 -205550 860638 -107168
-403775 592748 -404157 581733
260947 578580 327278 645956
850816 75829 831875 25949
811502 171092 413079 362331
-243098 -984579 -387362 -1000229
-841985 392115 -895006 116326
1039157 304655 896410 71914
547624 -888154 193152 -892279
19858 -977595 661399 -977246
132200 -639637 -241870 -655595
-64669 1013508 -118147 953081
-983979 882648 -1039611 993486
-74091 -447494 63441 -375603
66803 902736 25338 920928
128154 1041770 220104 1016702
365603 -400691 448633 -431683
452292 -250709 506445 -196560
-329499 1024483 -1029028 1043190
472747 -649738 572916 -640167
881737 -345626 758392 -369648
387675 963614 491149 938452
386227 -433642 309670 -379905
453663 413059 809798 228369
857125 13656 941150 6867
1029265 -506869 990405 -926448
-190725 469805 -52870 464960
-214306 676064 -605413 787887
-564516 -638884 -372741 -509526
-97170 495422 -185683 496806
308315 749588 356423 731379
64175 43991 -25902 21066
-417748 -792562 733297 -889221
433485 298329 541738 27299
-243371 968268 -369737 956575
-690148 734148 -709913 807459
-799881 -864228 -730927 -890982
-523423 178830 -794151 86863
-1007219 -969398 -1042258 -818815
495642 910978 674388 1011822
566584 6145 864721 -67864
-858161 893608 -932944 893726
-510516 -106146 -479728 -123523
-370721 33905 -319526 14590
630634 -519726 603539 -488655
1018435 1001870 1001698 834550
-735050 637722 -892263 680422
537692 -799788 292671 -725196
36877 781131 72389 768516
-772619 -118144 -805913 -222690
-169757 592702 -305675 627781
-891250 1020954 -421585 1020443
-357174 -101926 -400526 -76854
-902973 192929 -899047 59719
332443 -568273 516639 -509700
428228 -287355 467323 -332221
510228 -844326 577773 -855195
899603 -765711 813102 -767084
860762 -298951 999659 -365431
706057 1007537 748943 995997
735634 -521222 914453 -482563
258673 676224 296806 662789
688191 -174086 745688 -147750
121786 576999 216074 610464
667458 -191695 674752 -195336
-272983 -868912 30962 -855272
560467 131207 540460 198552
172953 454820 158760 381095
-513938 -544564 -244430 -350788
-192373 -486459 -89692 -402824
-810891 -825278 -916338 -796461
-168150 855208 -522229 959505
209019 -861937 116530 -867286
-37006 764874 -219726 815507
-372633 -661668 -343302 -638198
548998 528741 568412 483818
-140182 -409600 -233260 -449130
-389121 766953 -205821 703813
-447140 145967 -632017 254907
-545507 -688644 -549719 -678076
971891 -370642 823342 -413619
-803399 909054 -628842 851729
-431623 -732421 -458281 -763101
-769326 349391 -917349 468932
-787571 797032 -741050 723432
-586853 177279 -665699 183141
290909 296444 224864 363287
-320436 -438984 -566703 -599659
866899 -209232 609462 -435391
138103 15671 109588 -32159
76102 161339 56556 199839
-952030 -1003492 -941824 -872097
887290 805543 945404 716543
375905 679866 321287 560763
664605 -878438 108458 -834089
351045 26808 529593 -16630
647437 -85504 857896 -121223
897750 937496 960177 874035
-630858 -617503 -630089 -595277
-681274 306872 -898061 465785
32945 165014 41842 56919
-849956 67282 -613644 127018
-884938 213276 -865661 411387
701770 493092 725496 466807
-172430 243311 -222824 198681
-1038203 108933 -1031024 264123
-109953 285461 -175548 124578
-377912 139468 -266067 150849
-415856 -648171 172534 -294635
-768831 16512 -862682 -11995
-837705 265435 -718414 208215
407352 -696851 -158160 -664230
-590121 -771916 -532910 -687145
1044095 985360 1044944 706110
-530662 1019765 -324384 1004689
8584 6884 33235 16375
958154 704112 890165 812223
-677073 -303906 -585661 -799108
-617636 -79324 -622365 -62510
976353 -151562 1037690 -136930
-314063 73811 -173092 12601
900780 -1039292 881444 -929925
-332625 -947032 -250799 -915089
411736 -606693 402437 -580935
849843 76764 791757 79620
251918 -121451 389506 -153594
601034 -172668 647168 -136593
665178 -444330 809208 -423268
-69168 25083 -453 18289
733741 -1046262 -446987 -1045606
-1024258 463653 -1035807 -90502
-466617 629997 -559393 620119
-1001844 623456 -1045561 1039397
-857066 928464 -668978 898691
61982 -607643 363495 -597337
-984559 -849900 -1000518 -830834
865116 454667 855803 444749
21680 -837369 -276872 -840347
-100139 43090 -41412 113505
-519348 -149064 -390604 -305773
6532 926153 -51813 1033874
-697670 936266 -778049 989715
-677572 1045232 1006880 1043082
224629 -173161 245126 -166101
452117 355685 413356 380017
-473895 -798242 -344328 -867271
-920765 -359413 -869698 -107620
758697 -859073 688581 -839658
632822 -649980 774946 -650691
-41331 -570752 219696 -419970
475525 203284 486189 206196
241787 -971571 -126029 -981097
-261809 -602275 -107217 -510864
-969152 974891 -996908 993201
-707613 685658 -751091 695365
609354 766725 564150 635530
-948452 -389122 -946904 -345311
456576 -630019 508596 -625174
693332 -270056 611649 -333464
-244523 -407717 -62138 -292993
-568068 897526 -351125 871805
-514836 -469426 -484838 -457559
-420231 416575 -184889 389042
-332865 -994280 -567793 -994096
339177 507004 690075 389609
-611835 -237717 -628759 -262182
-393315 261652 -468654 306223
370187 584631 375727 670709
473042 89388 366603 222538
-33149 199855 8070 336492
94400 247918 -76310 80503
-671529 588399 -792818 572177
-408327 -138581 -362057 -238516
-778009 760886 -786472 711608
114424 -95571 180382 -36129
637557 -189078 842441 -184854
-591179 -449634 -617415 -589328
-190937 1012445 -292628 1022180
-172627 -106107 -200735 -97448
-582047 401626 -242210 303358
-374635 -483774 -28635 -371187
-341824 -648916 157751 -345416
-876144 -493730 -809359 -22907
553928 82688 577172 118064
151472 -761097 253380 -784722
-380118 -417468 -405601 -443425
540290 -54732 637641 -107734
134228 -702558 -69714 -688634
-26005 689201 -14483 709107
-60172 -917655 279861 -928089
246885 530354 329606 510237
683511 371532 716918 279525
-540546 -934488 -420023 -929847
-844818 830917 -788614 814838
-177384 141875 -172844 176614
545579 982218 533319 1009092
934580 -506776 945574 -585436
-889835 -293400 -888823 -547935
-118416 -77939 -244962 -32568
-821178 -641996 -826145 -678224
-628487 -489106 -633430 -367242
-556539 679227 -559646 701161
-367621 -193381 -371323 -172516
-619263 -924163 -561934 -951804
-521768 -616177 -494600 -596102
841654 -69719 792773 -57151
843769 531821 873895 614028
81030 200323 96329 178779
329367 892484 182960 798123
-113025 364719 -904628 495076
-286729 -32593 -281615 -44090
-201374 916683 -129741 892941
51245 267593 -25257 197839
-325992 275806 -327037 231467
860940 -247365 919623 -209881
506951 905834 760784 933282
986974 -4487 944559 -10923
731218 1011718 517973 1021350
9505 -421692 103607 -351641
-653162 -874030 -759175 -878865
1031860 354194 988333 601630
838115 -403301 448619 -459811
-1564 529478 -134614 636359
-440002 -912289 -394870 -909487
941139 923407 1041453 734374
-798819 -961596 -326063 -959471
791629 184810 837685 198109
-689307 -133829 -526467 -304772
-839291 -465897 -747740 -65854
-258656 -914239 51477 -909389
-352805 -448936 -310119 -421014
855471 -676705 912841 -747346
-116144 398169 -279803 426286
191001 -272602 82803 -304614
638652 -422145 896477 -211017
722870 48996 426600 314908
980162 -1046062 438430 -1027440
855294 137009 880009 218910
-839770 132873 -856674 166275
489941 298586 426195 339081
-344569 -723159 7808 -776694
-764890 -348982 -756080 -402534
-850789 580248 -881650 544264
782294 -674606 828291 -648282
-585272 -82940 -556783 -85139
489708 686895 405092 850905
1007575 -376478 1006431 -429872
833653 -777606 721925 -776635
682906 908840 736632 912483
412420 985364 497539 966048
636200 733106 651982 787685
461695 993786 388059 1009318
-841204 686417 -974891 682596
638908 562536 492133 566860
53532 -531610 -39287 -570137
-177662 -688214 -357485 -695624
40903 802382 -618111 844560
-950120 -838477 -866303 -879927
152194 -868806 -4606 -887665
851133 467970 891877 249259
-906234 65640 -912362 -160567
619307 882226 775169 903064
748233 -787830 810576 -844022
841530 923331 849594 965185
-228496 -1015803 79010 -1011371
-833339 799830 -816577 778426
843970 -47478 952657 -96667
-29864 773381 197789 670746
-544586 483756 -241865 464850
39123 -447133 -48851 -514924
38117 -45227 -169251 -101097
-808332 588024 -792839 532354
-538926 63018 -461420 105177
-1028035 -215006 -991979 432308
-441839 -217325 -317151 -321088
946993 -891366 1045833 -1010583
467988 -967460 691751 -967738
-589858 -783632 -609428 -729979
-869476 -583013 -851585 -360811
805796 -566999 855464 -578859
-376125 -904507 -604594 -868186
-586479 -359867 -592758 -271755
852259 -824157 823374 -799181
-498116 155 -54712 -12859
-744436 -920238 -934148 -957245
819911 857173 769971 929589
-912714 -142964 -939380 182003
879189 42828 884694 35936
-694598 15018 -502078 -15820
1039915 -167749 1039717 -217667
539131 -501750 609788 -499591
-460334 -1014273 7636 -1010662
409957 -841146 -118295 -729417
-171148 -339363 150650 -90447
905735 190951 914237 396782
-680993 -489605 -696836 -395630
720993 -99 699746 6244
444490 -272555 580874 -199658
589950 132069 586417 169211
-995556 192573 -1030166 -258786
200018 -736190 11078 -718743
694161 -322765 660140 -341994
681370 -786607 750129 -779277
1018099 -69972 1009885 -69249
662200 471703 669051 456917
853981 -523696 440491 -533927
-826961 467541 -691832 422350
-674218 -785275 -609695 -849538
-475490 473569 -639822 460258
687433 570717 739764 668375
442640 530653 688496 404440
-972649 37543 -959943 143099
739306 304458 768478 261067
-222573 -92445 -445392 -39040
459345 823092 482267 790798
-301608 905822 -541317 997766
-781328 752925 -914627 827325
377991 -777752 327457 -771374
-977496 -55715 -977460 -810121
343968 -776379 -12183 -721645
344480 782571 372169 704481
401194 1035341 731627 1035208
-726998 140914 -643572 222162
-583906 54967 -626182 46231
-640381 -342041 -659962 -285665
648517 -811511 674845 -801386
-478885 -82635 -665387 -143738
922732 345116 900370 498942
-188177 547795 -240777 547586
-260983 562661 -74274 532669
673770 -724217 94301 -681508
693701 711588 630313 860919
353170 -11665 304829 -2898
-131455 -37255 -143930 -17362
295752 465364 756256 227174
831658 -968557 404724 -1014843
-103745 -846871 78491 -847100
-601731 1030832 -586209 1029002
-244496 -450495 -589142 -658605
-1004587 -1007913 -1017215 -975464
157561 250507 72093 202974
71296 -174730 175397 -134055
581546 -1034669 217377 -1033316
230857 239545 261496 293858
-354745 -723110 -217004 -752873
-370873 -559777 -409106 -598578
-741553 -817050 -655389 -837284
231114 -59701 238222 -86771
204143 841723 119843 950102
-51527 551928 -74548 566666
838383 971417 844368 946092
-548178 -770534 -506019 -859870
2477 1024311 21501 890633
610880 676920 718624 651761
-718591 -51081 -726207 -146620
534451 811153 589262 745335
-702525 343569 -717181 356278
445467 -885587 629771 -888759
956909 -69374 986238 -71351
-412811 -308130 -413671 -416510
968894 553797 980855 558865
-967193 812182 -790960 682640
-927139 -174783 -948394 -471966
244397 -154542 280380 -152201
506777 34606 458013 107888
-199321 -757150 -39028 -785623
667033 -779961 650721 -766823
-450280 -8217 -493146 -12896
-446513 -1002536 -181124 -999795
312035 -569288 430184 -515478
-877750 494338 -833983 517652
74758 -135520 -14024 -203602
-293038 -217989 -322190 -193785
199089 -217661 70680 -282165
306095 -867656 -261234 -905518
-237760 -956393 258385 -957769
80457 -582763 110796 -571078
762061 855958 799694 799033
-204241 683206 -471691 765477
-940041 873452 -950893 863815
267563 519293 501982 391460
-65661 -801428 455573 -852647
500413 33175 297477 319864
-588767 526318 -446282 551232
64128 -1026579 16814 -1020369
-237969 283762 -149960 271499
-408617 596051 -475634 656300
808967 359311 191769 560351
-1030884 -298207 -1021933 -282519
-185331 619153 -273873 629694
373636 -477025 296503 -394814
-111571 391187 -343635 424926
-216168 -909573 146722 -907083
833472 -125350 850428 -121562
1029714 140909 1048229 135682
-480984 -102570 -358631 -121395
307578 994004 359115 895005
30069 300222 61170 398525
385970 -187341 478243 -194181
-701669 783416 -662798 797803
767351 596249 796096 561103
901554 996101 845882 929619
776621 -930766 781400 -929828
-649948 -775565 -758457 -787266
-292803 -61552 -372760 -11929
61807 457650 93460 369100
332755 -174507 285791 -210901
992310 697838 1032141 698723
-564633 191970 -728591 310724
-155603 435251 -8019 472202
373366 989153 409853 895226
810058 -118124 825222 -117518
-1028449 -807562 -1018708 -736141
-89534 106360 -11656 189469
843130 910939 881222 625758
293724 374778 494490 133109
-697467 379879 -566484 359634
23532 640961 55540 612743
873391 -396099 677776 -403615
-757502 378927 -421359 148633
200040 370010 144540 322158
144893 -356282 -216999 -575393
40576 -806440 -52146 -788232
-454295 -859695 -499504 -860605
970687 -858728 979536 -632103
-470400 459001 -656719 456228
-352115 -823348 -437924 -801398
420178 145548 376528 153523
206150 -112034 152290 -213738
1026428 15199 1029084 -27701
486091 902102 726988 920068
-985353 2107 -998831 -730428
363704 -465573 557887 -426982
-710256 697064 -601651 623869
-163114 754845 -374871 773945
-997411 -227261 -991407 86785
919097 -925113 943181 -1032795
230875 -15120 -265551 -378378
-907267 487483 -348967 399987
835790 -19086 972474 -45282
-160841 -593568 -62927 -533448
-131397 687091 -170249 752693
-566310 -372715 -606796 -386925
-345680 962016 -320702 963259
-411806 139905 -539173 217350
-476604 -672681 -336144 -754414
-552536 -149690 -413809 -301029
-955460 -424098 -967313 -441547
-595194 281014 -405902 177538
-1044749 612007 -1034380 874051
725444 17010 660172 19589
-441207 150211 -437079 131935
791473 -907879 449815 -914607
412133 554517 587594 551678
67162 -212739 -22365 -296471
-704073 -79795 -631271 -549880
871022 -321593 875200 -327064
31259 -208455 27470 -209296
-1017917 -381064 -1016907 -349182
350106 125162 520020 17235
560355 892927 597603 909595
-674978 613444 -690393 650885
388951 -168154 -112224 -466305
534991 -833330 149488 -767282
1015025 593977 1014115 580398
-549127 -30279 -700530 -8730
722987 425325 656040 449228
82272 809287 161915 755540
-326930 318927 -220582 225984
-201918 921453 -99281 909152
735904 172850 852889 117276
776424 -886327 386649 -827634
254599 255761 372246 163722
101085 712785 39673 709908
-442310 782953 -318555 810792
-677787 544498 -605258 548128
-932435 334799 -934477 358148
-472490 -531243 -175842 -301335
-5714 -150374 39275 -126182
719550 85167 687898 117507
386232 740367 367205 760575
340252 -756788 394784 -763334
-1000615 289573 -1025675 -148572
-140319 823798 -301761 838072
-196277 532071 -95610 530946
-140439 508021 -217784 497091
-208747 418851 -86693 433731
639028 -727401 869678 -714566
-397453 -150679 -417379 -124998
914188 -545652 667072 -557026
-365334 466481 -566465 484157
-956915 -706836 -939016 -127066
123230 -1045638 -1027313 -1029173
979431 1021181 990415 874722
-944730 -921836 -886130 -892449
1020751 -341730 1026280 -303258
168086 559961 267954 607687
873470 -242575 822729 -292769
327251 86154 230197 229538
856710 568680 836433 521032
628162 867928 727436 765254
354248 15107 503589 -61260
-758423 819922 -826183 827933
-858088 195881 -818613 136553
396719 1008194 405808 1022674
873048 710812 910277 580160
-508314 -1022760 -149981 -1037519
258218 -479532 174400 -552302
324717 961608 337797 960028
-896468 585924 -924755 588874
-295299 643334 -410518 679369
48849 477100 37863 467011
-63960 -600126 2840 -602950
165451 456449 181595 468563
414910 1030697 368264 1041509
-1026575 940883 -1027783 917015
953317 1022890 980875 974253
684436 177646 558102 290027
799411 -662929 817773 -640763
-698750 -94970 -622919 -570439
-1044164 944975 -1046689 219259
1006145 146785 1041259 221651
544271 56885 534661 48029
835203 -469220 556834 -463492
-606999 -361913 -670833 -260556
629566 -30924 326193 48804
258826 466207 152349 528315
680459 514563 771344 461502
-714893 529109 -680353 512643
-585030 294632 -611319 289468
-659204 394061 -649835 398860
-422034 576900 -312030 586523
-776383 -233380 -747327 -269152
-1033779 871994 -1035125 446817
-754526 -178313 -697679 -274135
-324009 307780 -289842 261987
-434997 -553190 -480607 -590706
-334582 239310 -432244 322129
572799 -306430 536822 -349427
-807447 -277911 -820859 -348797
-308658 878037 -729384 975318
-704881 -648933 -667314 -630138
-81649 509298 -47975 503716
313231 -980926 234064 -987793
-508927 -373013 -489706 -364621
613619 504135 640312 498519
-944135 -827910 -687436 -865773
388757 164627 365169 179815
398630 1035078 522464 1031293
-328223 -124101 -276740 -103279
