2890 3033 5273
-1032838 -44777 -1016912 -18862 
-1032465 50937 -1025266 33771 
-1032465 50937 -1025266 48796 
-1032465 50937 -1019236 50937 
-1032465 50937 -996140 116157 
-1032465 547063 -1019236 547063 
-1032465 547063 -996140 517881 
-1032043 -1032287 -1032043 -1022856 
-1032043 -1032287 -963132 -1048572 
-1032043 -1022856 -1032043 -973769 
-1032043 -1022856 -963132 -1048572 
-1032043 -1022856 -963132 -994521 
-1032043 -973769 -1032043 -972197 
-1032043 -973769 -963132 -994521 
-1032043 -972197 -963132 -994521 
-1032043 -972197 -935363 -968597 
-1032043 -900651 -1032043 -872833 
-1032043 -900651 -935363 -968597 
-1032043 -872833 -935363 -968597 
-1032043 -872833 -935363 -745527 
-1032043 -684974 -1032043 -675371 
-1032043 -684974 -1026687 -674263 
-1032043 -684974 -1019855 -674263 
-1032043 -675371 -1026687 -674263 
-1028642 -44777 -1019337 -60108 
-1028642 -44777 -1016912 -50421 
-1028642 -44777 -1016912 -18862 
-1028642  4613 -1025266 33771 
-1028642  4613 -1016912 -18862 
-1028642  4613 -1016912  1332 
-1028642  4613 -1016912  4518 
-1028427 592818 -1028016 592818 
-1028427 592818 -1026124 586467 
-1028427 592818 -1026124 597726 
-1028427 745819 -1026124 669264 
-1028427 745819 -999640 745819 
-1028427 745819 -975952 788972 
-1028427 745819 -975947 790571 
-1028427 745819 -975715 779585 
-1028016 571773 -1026124 574624 
-1028016 571773 -1019236 547063 
-1028016 571773 -1007543 559345 
-1028016 592818 -1026124 586467 
-1028016 592818 -1026124 597726 
-1026687 -674263 -1020574 -634236 
-1026687 -674263 -1019855 -674263 
-1026687 -404656 -1020574 -592343 
-1026687 -404656 -1020574 -251106 
-1026687 -404656 -1019855 -404656 
-1026124 574624 -1026124 586467 
-1026124 574624 -1007543 559345 
-1026124 574624 -1001023 571773 
-1026124 586467 -1026124 597726 
-1026124 586467 -1001023 571773 
-1026124 586467 -999640 592818 
-1026124 597726 -1026124 669264 
-1026124 597726 -999640 592818 
-1026124 597726 -975952 611208 
-1026124 597726 -975812 644525 
-1026124 669264 -999640 745819 
-1026124 669264 -991220 745819 
-1026124 669264 -975947 745819 
-1026124 669264 -975812 644525 
-1026124 669264 -952363 654532 
-1025266 33771 -1025266 48796 
-1025266 33771 -1019236 50937 
-1025266 33771 -1016912  4518 
-1025266 33771 -1010115  4613 
-1025266 33771 -1010115 50937 
-1025266 33771 -996140 48796 
-1025266 48796 -1019236 50937 
-1025266 222253 -996140 116157 
-1025266 222253 -988252 244153 
-1025266 222253 -978461 281563 
-1025266 222253 -973936 211297 
-1025266 435447 -996140 435447 
-1025266 435447 -996140 517881 
-1025266 435447 -978461 281563 
-1025266 435447 -973936 398644 
-1023884 894878 -1023884 899271 
-1023884 894878 -975952 899271 
-1023884 894878 -975715 859507 
-1023884 894878 -973936 888954 
-1023884 899271 -1023884 1004665 
-1023884 899271 -975952 899271 
-1023884 899271 -975952 911162 
-1023884 899271 -973936 958612 
-1023884 1004665 -1023884 1030834 
-1023884 1004665 -991220 1002160 
-1023884 1004665 -973936 958612 
-1023884 1030834 -991220 1002160 
-1023884 1030834 -985719 1048570 
-1023884 1030834 -975952 1030834 
-1020574 -634236 -1019855 -674263 
-1020574 -634236 -1016912 -596266 
-1020574 -634236 -889687 -674263 
-1020574 -592343 -1019855 -404656 
-1020574 -592343 -1019337 -404656 
-1020574 -592343 -1016912 -596266 
-1020574 -592343 -1016912 -592343 
-1020574 -251106 -1019855 -404656 
-1020574 -251106 -1019337 -404656 
-1020574 -251106 -1016912 -192602 
-1020574 -251106 -879640 -281800 
-1020574 -129540 -1019337 -60108 
-1020574 -129540 -1016912 -192602 
-1020574 -129540 -1016912 -129540 
-1019855 -674263 -935363 -745527 
-1019855 -674263 -889687 -674263 
-1019855 -404656 -1019337 -404656 
-1019337 -404656 -1016912 -592343 
-1019337 -404656 -879640 -281800 
-1019337 -404656 -862262 -596266 
-1019337 -404656 -862262 -283614 
-1019337 -60108 -1016912 -129540 
-1019337 -60108 -1016912 -50421 
-1019337 -60108 -881716 -60108 
-1019236 50937 -1010115 50937 
-1019236 50937 -996140 116157 
-1019236 547063 -1007543 553066 
-1019236 547063 -1007543 553254 
-1019236 547063 -1007543 558332 
-1019236 547063 -1007543 559345 
-1019236 547063 -998085 547063 
-1019236 547063 -996140 517881 
-1016912 -596266 -1016912 -592343 
-1016912 -596266 -889687 -674263 
-1016912 -596266 -862262 -596266 
-1016912 -592343 -862262 -596266 
-1016912 -192602 -1016912 -129540 
-1016912 -192602 -879640 -281800 
-1016912 -192602 -862262 -192602 
-1016912 -129540 -881716 -60108 
-1016912 -129540 -862262 -192602 
-1016912 -50421 -1016912 -18862 
-1016912 -50421 -969818  2150 
-1016912 -50421 -948099  4613 
-1016912 -50421 -881716 -60108 
-1016912 -18862 -1016912  1332 
-1016912 -18862 -1010115  4613 
-1016912 -18862 -988252  4613 
-1016912 -18862 -969818  2150 
-1016912  1332 -1016912  4518 
-1016912  1332 -1010115  4613 
-1016912  4518 -1010115  4613 
-1010115  4613 -996140 48796 
-1010115  4613 -988252  4613 
-1010115 50937 -996140 48796 
-1010115 50937 -996140 116157 
-1010115 50937 -978461 67016 
-1007543 553066 -1007543 553254 
-1007543 553066 -1001023 554366 
-1007543 553066 -998085 547063 
-1007543 553254 -1007543 558332 
-1007543 553254 -1001023 554366 
-1007543 558332 -1007543 559345 
-1007543 558332 -1001023 554366 
-1007543 559345 -1001023 554366 
-1007543 559345 -1001023 571773 
-1007543 559345 -996140 559345 
-1007543 559345 -996140 566570 
-1007543 559345 -995902 561519 
-1001023 554366 -998085 547063 
-1001023 554366 -998085 554366 
-1001023 554366 -996140 558949 
-1001023 554366 -996140 559345 
-1001023 571773 -999640 592818 
-1001023 571773 -996868 571773 
-1001023 571773 -996140 566570 
-999640 592818 -996868 571773 
-999640 592818 -996868 592818 
-999640 592818 -975952 611208 
-999640 745819 -991220 745819 
-999640 745819 -975715 779585 
-998085 547063 -998085 554366 
-998085 547063 -996140 517881 
-998085 547063 -996140 553066 
-998085 547063 -995902 547063 
-998085 554366 -996140 553066 
-998085 554366 -996140 558949 
-998085 554366 -992904 554847 
-996868 571773 -996868 592818 
-996868 571773 -996140 566570 
-996868 571773 -993145 571773 
-996868 592818 -993145 571773 
-996868 592818 -975952 586467 
-996868 592818 -975952 597726 
-996868 592818 -975952 611208 
-996868 592818 -975918 595445 
-996868 592818 -975812 589141 
-996140 48796 -988252  4613 
-996140 48796 -978461 67016 
-996140 48796 -975081  4613 
-996140 48796 -973936 67016 
-996140 48796 -969818  4613 
-996140 116157 -978461 67016 
-996140 116157 -978461 116157 
-996140 116157 -973936 211297 
-996140 435447 -996140 517881 
-996140 435447 -973936 398644 
-996140 435447 -973936 441148 
-996140 517881 -995902 547063 
-996140 517881 -984201 547063 
-996140 517881 -978461 517881 
-996140 517881 -973936 441148 
-996140 553066 -995902 547063 
-996140 553066 -992904 554847 
-996140 558949 -996140 559345 
-996140 558949 -992904 554847 
-996140 558949 -992904 558949 
-996140 559345 -995902 561519 
-996140 559345 -993145 561519 
-996140 559345 -992904 558949 
-996140 566570 -995902 561519 
-996140 566570 -993145 571773 
-996140 566570 -992904 561893 
-996140 566570 -992904 566570 
-995902 547063 -992904 554847 
-995902 547063 -984201 547063 
-995902 561519 -993145 561519 
-995902 561519 -992904 561893 
-993145 561519 -992904 558949 
-993145 561519 -992904 561893 
-993145 571773 -992904 566570 
-993145 571773 -975952 573961 
-993145 571773 -975952 586467 
-993145 571773 -975843 571773 
-992904 554847 -992904 558949 
-992904 554847 -984201 547063 
-992904 554847 -976021 561519 
-992904 558949 -992904 561893 
-992904 558949 -976021 561519 
-992904 561893 -992904 566570 
-992904 561893 -976021 561519 
-992904 566570 -976021 561519 
-992904 566570 -975843 571773 
-991220 745819 -975947 745819 
-991220 745819 -975715 779585 
-991220 1002160 -985719 1002160 
-991220 1002160 -975952 1030834 
-991220 1002160 -973936 958612 
-988252  4613 -975081  4613 
-988252  4613 -969818  2150 
-988252 244153 -984201 244153 
-988252 244153 -978461 281563 
-988252 244153 -973936 211297 
-985719 1002160 -975952 1030834 
-985719 1002160 -973936 958612 
-985719 1002160 -932823 1001812 
-985719 1048570 -975952 1030834 
-985719 1048570 -975922 1048570 
-984201 244153 -978461 281563 
-984201 244153 -977864 244153 
-984201 244153 -973936 211297 
-984201 547063 -978461 517881 
-984201 547063 -977864 547063 
-984201 547063 -976021 561519 
-984201 547063 -973936 554847 
-978461 67016 -978461 116157 
-978461 67016 -973936 67016 
-978461 116157 -973936 67016 
-978461 116157 -973936 211297 
-978461 116157 -872784 120678 
-978461 281563 -977864 244153 
-978461 281563 -975081 244153 
-978461 281563 -973936 281563 
-978461 281563 -973936 398644 
-978461 517881 -977864 547063 
-978461 517881 -973936 441148 
-978461 517881 -973936 545729 
-978461 517881 -959907 517991 
-977864 244153 -975081 244153 
-977864 244153 -973936 211297 
-977864 547063 -976021 547063 
-977864 547063 -973936 545729 
-977864 547063 -973936 554847 
-976021 547063 -973936 545729 
-976021 547063 -973936 554847 
-976021 561519 -975843 571773 
-976021 561519 -974393 561519 
-976021 561519 -973936 554847 
-976021 561519 -973936 561893 
-975952 573961 -975952 586467 
-975952 573961 -975843 571773 
-975952 573961 -975812 573961 
-975952 586467 -975812 573961 
-975952 586467 -975812 589141 
-975952 586467 -973936 589141 
-975952 586467 -960112 571773 
-975952 597726 -975952 611208 
-975952 597726 -975918 595445 
-975952 597726 -975843 595445 
-975952 597726 -975812 611208 
-975952 597726 -974844 595445 
-975952 597726 -973936 597857 
-975952 611208 -975812 611208 
-975952 611208 -975812 644525 
-975952 788972 -975947 790571 
-975952 788972 -975922 790571 
-975952 788972 -975715 779585 
-975952 788972 -975715 788972 
-975952 899271 -975952 911162 
-975952 899271 -975715 911162 
-975952 899271 -973936 888954 
-975952 899271 -932823 888954 
-975952 911162 -975715 911162 
-975952 911162 -973936 958612 
-975952 911162 -966146 945914 
-975952 1030834 -975922 1048570 
-975952 1030834 -974954 1048570 
-975952 1030834 -966146 1048570 
-975952 1030834 -932823 1001812 
-975947 745819 -975918 745819 
-975947 745819 -975715 779585 
-975947 745819 -952363 654532 
-975947 790571 -975922 790571 
-975947 790571 -975715 859507 
-975922 790571 -975715 788972 
-975922 790571 -975715 859507 
-975922 790571 -975199 790571 
-975922 1048570 -974954 1048570 
-975918 595445 -975843 595445 
-975918 595445 -975812 589141 
-975918 745819 -975715 779585 
-975918 745819 -975199 745819 
-975918 745819 -952363 654532 
-975843 571773 -975812 573961 
-975843 571773 -974503 571773 
-975843 571773 -973936 561893 
-975843 595445 -975812 589141 
-975843 595445 -974844 595445 
-975812 573961 -974503 571773 
-975812 573961 -974393 571773 
-975812 573961 -960112 571773 
-975812 589141 -974844 595445 
-975812 589141 -973936 589141 
-975812 611208 -975812 644525 
-975812 611208 -973936 597857 
-975812 611208 -960112 621942 
-975812 644525 -973936 644525 
-975812 644525 -973936 644587 
-975812 644525 -960112 621942 
-975812 644525 -952363 654532 
-975715 779585 -975715 788972 
-975715 779585 -975199 745819 
-975715 779585 -974844 745819 
-975715 779585 -973936 779585 
-975715 788972 -975199 790571 
-975715 788972 -974954 790571 
-975715 788972 -973936 779585 
-975715 859507 -975199 790571 
-975715 859507 -974954 790571 
-975715 859507 -973936 859507 
-975715 859507 -973936 888954 
-975715 911162 -966146 945914 
-975715 911162 -952363 945914 
-975715 911162 -932823 888954 
-975199 745819 -974844 745819 
-975199 745819 -952363 654532 
-975199 790571 -974954 790571 
-975081  4613 -969818  2150 
-975081  4613 -969818  4613 
-975081 244153 -973936 211297 
-975081 244153 -973936 281563 
-975081 244153 -872784 211297 
-974954 790571 -973936 779585 
-974954 790571 -973936 859507 
-974954 790571 -861859 823288 
-974954 1048570 -966146 1048570 
-974844 595445 -974503 595445 
-974844 595445 -973936 589141 
-974844 595445 -973936 597857 
-974844 745819 -973936 779585 
-974844 745819 -952363 654532 
-974844 745819 -932823 659229 
-974844 745819 -892974 654532 
-974844 745819 -887556 654532 
-974844 745819 -861859 659229 
-974844 745819 -861859 823288 
-974503 571773 -974393 571773 
-974503 571773 -973936 561893 
-974503 595445 -973936 589141 
-974503 595445 -973936 597857 
-974393 561519 -973936 554847 
-974393 561519 -973936 561893 
-974393 571773 -973936 561893 
-974393 571773 -960112 571773 
-973936 67016 -969818  4613 
-973936 67016 -948099  4613 
-973936 67016 -881716  2150 
-973936 67016 -872784 120678 
-973936 211297 -872784 120678 
-973936 211297 -872784 211297 
-973936 281563 -973936 398644 
-973936 281563 -948099 392270 
-973936 281563 -946853 392270 
-973936 281563 -872784 211297 
-973936 281563 -862669 392270 
-973936 398644 -973936 441148 
-973936 398644 -948099 392270 
-973936 398644 -946853 417756 
-973936 441148 -959907 517991 
-973936 441148 -946853 417756 
-973936 545729 -973936 554847 
-973936 545729 -959907 517991 
-973936 545729 -959907 571773 
-973936 554847 -973936 561893 
-973936 554847 -960112 571773 
-973936 554847 -959907 571773 
-973936 561893 -960112 571773 
-973936 589141 -973936 597857 
-973936 589141 -960112 571773 
-973936 589141 -959907 571773 
-973936 597857 -960112 621942 
-973936 597857 -959907 571773 
-973936 597857 -942355 621942 
-973936 644525 -973936 644587 
-973936 644525 -960112 621942 
-973936 644525 -952363 654532 
-973936 644587 -952363 654532 
-973936 779585 -861859 823288 
-973936 859507 -973936 888954 
-973936 859507 -932823 888954 
-973936 859507 -861859 823288 
-973936 888954 -932823 888954 
-973936 958612 -966146 945914 
-973936 958612 -952363 945914 
-973936 958612 -932823 958612 
-973936 958612 -932823 1001812 
-969818  2150 -969818  4613 
-969818  2150 -948099  4613 
-969818  4613 -948099  4613 
-966146 945914 -952363 945914 
-966146 1048570 -932823 1001812 
-966146 1048570 -896250 1048570 
-963132 -1048572 -963132 -994521 
-963132 -1048572 -866114 -994521 
-963132 -1048572 -755234 -1022856 
-785310 -1048572 -707737 -1048572 
-963132 -994521 -935363 -968597 
-963132 -994521 -866114 -994521 
-960112 571773 -959907 571773 
-960112 621942 -952363 654532 
-960112 621942 -942355 621942 
-959907 517991 -959907 571773 
-959907 517991 -946853 417756 
-959907 517991 -907816 571773 
-959907 517991 -874650 517991 
-959907 571773 -942355 621942 
-959907 571773 -909472 586464 
-959907 571773 -909472 597857 
-959907 571773 -907816 571773 
-952363 654532 -942355 621942 
-952363 654532 -942355 654532 
-952363 654532 -932823 659229 
-952363 945914 -932823 888954 
-952363 945914 -932823 958612 
-952363 945914 -896250 945914 
-948099  4613 -881716 -60108 
-948099  4613 -881716  2150 
-948099 392270 -946853 392270 
-948099 392270 -946853 417756 
-946853 392270 -946853 417756 
-946853 392270 -872784 398644 
-946853 392270 -872784 408475 
-946853 392270 -862669 392270 
-946853 417756 -874650 417756 
-946853 417756 -874650 517991 
-946853 417756 -872784 408475 
-946853 417756 -849196 467695 
-942355 621942 -942355 654532 
-942355 621942 -909472 597857 
-942355 621942 -909472 624658 
-942355 621942 -909472 644587 
-942355 621942 -907816 621942 
-942355 654532 -932823 659229 
-942355 654532 -909472 644587 
-935363 -968597 -935363 -745527 
-935363 -968597 -889687 -745527 
-935363 -968597 -866114 -994521 
-935363 -968597 -866114 -968597 
-935363 -745527 -889687 -745527 
-935363 -745527 -889687 -674263 
-932823 659229 -909472 644587 
-932823 659229 -892974 654532 
-932823 888954 -896250 945914 
-932823 888954 -887556 945914 
-932823 888954 -861859 823288 
-932823 888954 -861859 861570 
-932823 958612 -932823 1001812 
-932823 958612 -896250 945914 
-932823 1001812 -896250 945914 
-932823 1001812 -896250 1048570 
-932823 1001812 -861859 1001812 
-909472 586464 -909472 597857 
-909472 586464 -907816 571773 
-909472 586464 -861859 577765 
-909472 586464 -861859 586464 
-909472 597857 -907816 621942 
-909472 597857 -892974 621942 
-909472 597857 -861859 586464 
-909472 624658 -909472 644587 
-909472 624658 -907816 621942 
-909472 624658 -892974 621942 
-909472 644587 -892974 621942 
-909472 644587 -892974 654532 
-907816 571773 -874650 517991 
-907816 571773 -861859 577765 
-907816 571773 -849196 545729 
-907816 621942 -892974 621942 
-896250 945914 -887556 945914 
-896250 945914 -861859 1001812 
-896250 1048570 -861859 1001812 
-896250 1048570 -808667 1048570 
-892974 621942 -892974 654532 
-892974 621942 -887556 654532 
-892974 621942 -861859 586464 
-892974 621942 -861859 624658 
-892974 654532 -887556 654532 
-889687 -745527 -889687 -674263 
-889687 -745527 -879640 -674263 
-889687 -745527 -866114 -968597 
-889687 -745527 -783590 -872833 
-889687 -745527 -783590 -837352 
-889687 -745527 -783590 -709860 
-889687 -745527 -776187 -745527 
-889687 -674263 -879640 -674263 
-889687 -674263 -862262 -596266 
-887556 654532 -861859 624658 
-887556 654532 -861859 652612 
-887556 654532 -861859 659229 
-887556 945914 -861859 861570 
-887556 945914 -861859 1001812 
-887556 945914 -741019 917471 
-881716 -60108 -881716  2150 
-881716 -60108 -863474 -60108 
-881716 -60108 -862262 -192602 
-881716  2150 -872784 120678 
-881716  2150 -863474 -60108 
-881716  2150 -862669  4613 
-879640 -674263 -862262 -596266 
-879640 -674263 -783590 -709860 
-879640 -674263 -783590 -684974 
-879640 -674263 -776187 -674263 
-879640 -281800 -863474 -281800 
-879640 -281800 -862262 -283614 
-879640 -281800 -862262 -273793 
-879640 -281800 -862262 -192602 
-874650 417756 -872784 408475 
-874650 417756 -849196 441148 
-874650 417756 -849196 467695 
-874650 417756 -842801 417756 
-874650 517991 -849196 467695 
-874650 517991 -849196 545729 
-872784 120678 -872784 211297 
-872784 120678 -862669  4613 
-872784 120678 -835709  4518 
-872784 120678 -827545  4613 
-872784 120678 -725301 120678 
-872784 120678 -725301 189415 
-872784 120678 -722254 86118 
-872784 211297 -862669 392270 
-872784 211297 -842801 392270 
-872784 211297 -725301 189415 
-872784 398644 -872784 408475 
-872784 398644 -862669 392270 
-872784 408475 -862669 392270 
-872784 408475 -842801 417756 
-866114 -994521 -866114 -968597 
-866114 -994521 -755234 -1022856 
-866114 -994521 -755234 -1003112 
-866114 -994521 -755234 -979687 
-866114 -968597 -783590 -872833 
-866114 -968597 -755234 -979687 
-866114 -968597 -755234 -973769 
-863474 -281800 -862262 -283614 
-863474 -281800 -862262 -273793 
-863474 -60108 -862669  4613 
-863474 -60108 -862262 -192602 
-863474 -60108 -844386 -60108 
-863474 -60108 -835709 -18862 
-862669  4613 -835709 -18862 
-862669  4613 -835709 -16758 
-862669  4613 -835709  4341 
-862669  4613 -835709  4518 
-862669 392270 -842801 392270 
-862669 392270 -842801 417756 
-862262 -596266 -862262 -283614 
-862262 -596266 -776187 -674263 
-862262 -596266 -697325 -611878 
-862262 -596266 -697266 -430472 
-862262 -596266 -697174 -536711 
-862262 -596266 -695404 -499388 
-862262 -283614 -862262 -273793 
-862262 -283614 -844386 -281800 
-862262 -283614 -697411 -427738 
-862262 -283614 -697266 -430472 
-862262 -273793 -862262 -192602 
-862262 -273793 -844386 -281800 
-862262 -192602 -844386 -281800 
-862262 -192602 -844386 -60108 
-862262 -192602 -831522 -60108 
-862262 -192602 -713675 -281800 
-862262 -192602 -697359 -146851 
-862262 -192602 -697198 -165714 
-862262 -192602 -697174 -183880 
-861859 577765 -861859 586464 
-861859 577765 -849196 545729 
-861859 577765 -849196 567324 
-861859 586464 -861859 624658 
-861859 586464 -849196 567324 
-861859 586464 -813912 571773 
-861859 624658 -861859 652612 
-861859 624658 -820284 642559 
-861859 624658 -813912 571773 
-861859 652612 -861859 659229 
-861859 652612 -820284 642559 
-861859 652612 -820284 654532 
-861859 659229 -861859 823288 
-861859 659229 -820284 654532 
-861859 659229 -815960 826794 
-861859 823288 -861859 861570 
-861859 823288 -815960 826794 
-861859 861570 -815960 826794 
-861859 861570 -808667 826794 
-861859 861570 -741019 917471 
-861859 1001812 -808667 1048570 
-861859 1001812 -741019 917471 
-849196 441148 -849196 467695 
-849196 441148 -842801 417756 
-849196 441148 -735116 417756 
