512 512 468
-694943 1048570 -553845 1019924 
-553845 952865 -396673 971331 
-396673 881998 -307618 952865 
-553845 987443 -543192 971331 
-543192 1048570 -307618 987443 
-307618 135049 -157735 158469 
-157735 107369 -119112 135049 
-307618 167466 -276287 176593 
-276287 158469 -119112 167466 
-119112 155890 -93952 107369 
-93952 158469 -62758 155890 
-119112 170263 -113385 158469 
-113385 176593 -62758 170263 
-307618 193166 -289954 544930 
-289954 176593 -94022 193166 
-307618 548463 -128228 544930 
-128228 733239 -94022 548463 
-94022 326885 -66476 544930 
-66476 176593 -62758 326885 
-94022 581410 -71901 544930 
-71901 733239 -62758 581410 
-62758 108685 45738 107369 
45738 153939 55476 108685 
-62758 174130 -47354 153939 
-47354 176593 55476 174130 
55476 142739 68880 153939 
68880 107369 187253 142739 
55476 159403 135223 176593 
135223 153939 187253 159403 
-62758 244782 -47872 176593 
-47872 644031 -41870 244782 
-62758 647994 -48510 644031 
-48510 733239 -41870 647994 
-41870 393470 106921 644031 
106921 176593 187253 393470 
-41870 671593 -3161 644031 
-3161 733239 187253 671593 
-307618 772386 -278700 733239 
-278700 895328 -274350 772386 
-307618 989594 -279109 895328 
-279109 1008281 -274350 989594 
-274350 816474 -221985 895328 
-221985 733239 -119702 816474 
-274350 943150 -173452 1008281 
-173452 895328 -119702 943150 
-307618 1031960 -307360 1032800 
-307360 1008281 -307312 1031960 
-307618 1037648 -307544 1048570 
-307544 1032800 -307312 1037648 
-307312 1025895 -192958 1008281 
-192958 1032800 -119702 1025895 
-307312 1039380 -158878 1048570 
-158878 1032800 -119702 1039380 
-119702 739849 -24170 733239 
-24170 760364 -8245 739849 
-119702 898193 -112202 1008281 
-112202 760364 -8245 898193 
-8245 752927 128676 733239 
128676 760364 187253 752927 
-8245 773231 97217 760364 
97217 1008281 187253 773231 
-119702 1032846 -95851 1008281 
-95851 1033209 124164 1032846 
-119702 1036719 -101663 1048570 
-101663 1033209 124164 1036719 
124164 1020387 174657 1033209 
174657 1008281 187253 1020387 
124164 1040280 135866 1048570 
135866 1033209 187253 1040280 
187253 -1012240 238432 -1000163 
238432 -1048570 279956 -1012240 
187253 -957129 210606 -1000163 
210606 -924979 279956 -957129 
279956 -1014468 329314 -1048570 
329314 -1000163 363686 -1014468 
279956 -958569 283167 -1000163 
283167 -924979 363686 -958569 
187253 -916098 208094 -643794 
208094 -924979 344366 -916098 
187253 -607990 257453 -643794 
257453 -380871 344366 -607990 
344366 -701074 348709 -643794 
348709 -924979 363686 -701074 
344366 -583511 350180 -380871 
350180 -643794 363686 -583511 
363686 -997106 577611 -996185 
577611 -1048570 620301 -997106 
363686 -933566 474430 -996185 
474430 -924979 620301 -933566 
620301 -1015071 673335 -1048570 
673335 -996185 932388 -1015071 
620301 -961065 698935 -924979 
698935 -996185 932388 -961065 
363686 -657297 368266 -924979 
368266 -429974 539381 -657297 
363686 -393856 464812 -380871 
464812 -429974 539381 -393856 
539381 -614122 854175 -924979 
854175 -429974 932388 -614122 
539381 -381925 925083 -380871 
925083 -429974 932388 -381925 
187253 -344595 231613 -335951 
231613 -380871 303645 -344595 
187253 5479 215652 -335951 
215652 47549 303645 5479 
303645 -376359 453429 -335951 
453429 -380871 491769 -376359 
303645 -135052 475748 -335951 
475748 47549 491769 -135052 
187253 50298 223777 47549 
223777 52319 325029 50298 
187253 66190 266355 52319 
266355 107369 325029 66190 
325029 51342 334874 47549 
334874 52319 491769 51342 
325029 87438 415801 52319 
415801 107369 491769 87438 
491769 -362278 560551 -380871 
560551 -327168 829733 -362278 
491769 -199493 649466 -327168 
649466 47549 829733 -199493 
829733 -332549 844334 -380871 
844334 -327168 932388 -332549 
829733 -78089 857068 -327168 
857068 47549 932388 -78089 
491769 51031 637110 69892 
637110 47549 738329 51031 
491769 95840 656273 107369 
656273 69892 738329 95840 
738329 66411 745775 47549 
745775 69892 932388 66411 
738329 94227 757169 107369 
757169 69892 932388 94227 
932388 -1046830 937356 -891790 
937356 -1048570 945595 -1046830 
932388 -794062 939768 -733333 
939768 -891790 945595 -794062 
945595 -955515 952989 -891790 
952989 -1048570 955983 -955515 
945595 -828286 954725 -891790 
954725 -733333 955983 -828286 
932388 -689738 935771 -526295 
935771 -733333 943924 -689738 
932388 -435745 932967 -380871 
932967 -526295 943924 -435745 
943924 -553646 947904 -526295 
947904 -733333 955983 -553646 
943924 -394236 953476 -526295 
953476 -380871 955983 -394236 
955983 -953155 966354 -944936 
966354 -1048570 985424 -953155 
955983 -768664 960345 -944936 
960345 -733333 985424 -768664 
985424 -967439 1026459 -1048570 
1026459 -944936 1048575 -967439 
985424 -896448 1041591 -733333 
1041591 -944936 1048575 -896448 
955983 -722955 1002287 -714814 
1002287 -733333 1042254 -722955 
955983 -467560 1009015 -380871 
1009015 -714814 1042254 -467560 
1042254 -732830 1047362 -733333 
1047362 -714814 1048575 -732830 
1042254 -581279 1042388 -714814 
1042388 -380871 1048575 -581279 
932388 -378672 935514 -380871 
935514 -376759 935791 -378672 
932388 -340605 932731 -302086 
932731 -376759 935791 -340605 
935791 -379104 937072 -376759 
937072 -380871 938169 -379104 
935791 -348119 936911 -302086 
936911 -376759 938169 -348119 
932388 -281583 933377 -302086 
933377 -268963 934272 -281583 
932388 -67451 932802 -268963 
932802 107369 934272 -67451 
934272 -286391 937226 -302086 
937226 -268963 938169 -286391 
934272 -133275 936349 -268963 
936349 107369 938169 -133275 
938169 -334741 948505 -323310 
948505 -380871 1028276 -334741 
938169 -309695 1010396 -302086 
1010396 -323310 1028276 -309695 
1028276 -326378 1031145 -323310 
1031145 -380871 1048575 -326378 
1028276 -310810 1039404 -323310 
1039404 -302086 1048575 -310810 
938169 -281367 940713 -11729 
940713 -302086 1010909 -281367 
938169 19874 994868 107369 
994868 -11729 1010909 19874 
1010909 -19089 1014327 -302086 
1014327 -11729 1048575 -19089 
1010909 24630 1020166 107369 
1020166 -11729 1048575 24630 
187253 111155 390507 107369 
390507 114990 603150 111155 
187253 185475 456509 114990 
456509 239347 603150 185475 
603150 110444 667232 114990 
667232 107369 669861 110444 
603150 176807 653490 239347 
653490 114990 669861 176807 
187253 285770 475361 239347 
475361 297020 612091 285770 
187253 298418 427682 305316 
427682 297020 612091 298418 
612091 280719 628212 297020 
628212 239347 669861 280719 
612091 303473 647251 297020 
647251 305316 669861 303473 
669861 118069 713458 132050 
713458 107369 795314 118069 
669861 196691 676557 239347 
676557 132050 795314 196691 
795314 114472 926910 132050 
926910 107369 1010283 114472 
795314 219467 988246 239347 
988246 132050 1010283 219467 
669861 289139 705624 239347 
705624 296614 716822 289139 
669861 296704 702299 296614 
702299 305316 716822 296704 
716822 268420 971603 239347 
971603 296614 1010283 268420 
716822 296697 901173 305316 
901173 296614 1010283 296697 
187253 398571 192436 305316 
192436 483150 212830 398571 
187253 504228 211021 728701 
211021 483150 212830 504228 
212830 462826 222583 305316 
222583 483150 222607 462826 
212830 727260 221907 483150 
221907 728701 222607 727260 
187253 978162 187375 989461 
187375 728701 194706 978162 
187253 989736 187479 989461 
187479 1048570 194706 989736 
194706 740234 199265 989461 
199265 728701 222607 740234 
194706 997482 203812 989461 
203812 1048570 222607 997482 
222607 620697 225600 305316 
225600 649599 718287 620697 
222607 690568 627840 728701 
627840 649599 718287 690568 
718287 492260 819411 649599 
819411 305316 1010283 492260 
718287 723054 917472 728701 
917472 649599 1010283 723054 
222607 733125 227547 768179 
227547 728701 265721 733125 
222607 1001490 237917 768179 
237917 1048570 265721 1001490 
265721 728828 991007 768179 
991007 728701 1010283 728828 
265721 924671 627706 1048570 
627706 768179 1010283 924671 
1010283 109021 1014362 107369 
1014362 117696 1018089 109021 
1010283 134291 1012116 117696 
1012116 149694 1018089 134291 
1018089 115916 1020223 107369 
1020223 117696 1021039 115916 
1018089 147042 1018192 149694 
1018192 117696 1021039 147042 
1010283 157917 1010954 174877 
1010954 149694 1012891 157917 
1010283 257266 1011128 305316 
1011128 174877 1012891 257266 
1012891 165690 1019566 174877 
1019566 149694 1021039 165690 
1012891 181340 1020653 174877 
1020653 305316 1021039 181340 
1021039 112818 1027580 130050 
1027580 107369 1035817 112818 
1021039 142416 1026343 130050 
1026343 149694 1035817 142416 
1035817 124421 1040572 107369 
1040572 130050 1048575 124421 
1035817 131133 1039866 130050 
1039866 149694 1048575 131133 
1021039 196460 1025806 243800 
1025806 149694 1031099 196460 
1021039 300102 1028291 305316 
1028291 243800 1031099 300102 
1031099 169527 1034853 243800 
1034853 149694 1048575 169527 
1031099 253652 1033042 305316 
1033042 243800 1048575 253652 
1010283 306969 1012075 305316 
1012075 307600 1032884 306969 
1010283 347879 1028280 407132 
1028280 307600 1032884 347879 
1032884 306890 1035330 305316 
1035330 307600 1042628 306890 
1032884 357519 1042318 407132 
1042318 307600 1042628 357519 
1010283 648722 1010477 658093 
1010477 407132 1011681 648722 
1010283 829108 1011565 1048570 
1011565 658093 1011681 829108 
1011681 534036 1035788 658093 
1035788 407132 1042628 534036 
1011681 1041082 1013776 1048570 
1013776 658093 1042628 1041082 
1042628 332894 1043070 345352 
1043070 305316 1043074 332894 
1042628 350618 1042866 407132 
1042866 345352 1043074 350618 
1043074 309075 1045823 345352 
1045823 305316 1048575 309075 
1043074 402683 1048424 407132 
1048424 345352 1048575 402683 
1042628 416712 1045208 453872 
1045208 407132 1046206 416712 
1042628 962390 1044813 453872 
1044813 1048570 1046206 962390 
1046206 436110 1047993 453872 
1047993 407132 1048575 436110 
1046206 921470 1047215 1048570 
1047215 453872 1048575 921470 
-1048575 -943217 -935672 -934663 
-935672 -1048570 -921275 -943217 
-1048575 -934182 -929322 -932727 
-929322 -934663 -921275 -934182 
-921275 -1002984 -909700 -934663 
-909700 -1048570 -862648 -1002984 
-921275 -932981 -875912 -932727 
-875912 -934663 -862648 -932981 
-1048575 -733073 -986680 416672 
-986680 -932727 -964881 -733073 
-1048575 505180 -990114 542700 
-990114 416672 -964881 505180 
-964881 283326 -944299 416672 
-944299 -932727 -862648 283326 
-964881 434113 -871879 542700 
-871879 416672 -862648 434113 
-862648 -949510 -847381 -1048570 
-847381 -942993 -840908 -949510 
-862648 -938924 -857942 -942993 
-857942 -932727 -840908 -938924 
-840908 -1009042 -567055 -1048570 
-567055 -942993 -283818 -1009042 
-840908 -941812 -697658 -942993 
-697658 -932727 -283818 -941812 
-862648 -297396 -775225 289781 
-775225 -932727 -710471 -297396 
-862648 349482 -825806 289781 
-825806 542700 -710471 349482 
-710471 -398901 -570084 289781 
-570084 -932727 -283818 -398901 
-710471 311158 -321147 542700 
-321147 289781 -283818 311158 
-1048575 545669 -1030671 548605 
-1030671 542700 -984147 545669 
-1048575 572786 -990196 548605 
-990196 595542 -984147 572786 
-984147 546306 -978983 542700 
-978983 548605 -972762 546306 
-984147 588957 -977288 595542 
-977288 548605 -972762 588957 
-1048575 662739 -1008152 741193 
-1008152 595542 -1007296 662739 
-1048575 750898 -1008440 741193 
-1008440 769013 -1007296 750898 
-1007296 732527 -985129 595542 
-985129 741193 -972762 732527 
-1007296 760552 -998579 769013 
-998579 741193 -972762 760552 
-972762 567910 -780067 542700 
-780067 589875 -546710 567910 
-972762 592881 -835369 589875 
-835369 595542 -546710 592881 
-546710 588765 -472334 589875 
-472334 542700 -283818 588765 
-546710 594939 -379647 589875 
-379647 595542 -283818 594939 
-972762 620169 -971826 762210 
-971826 595542 -894858 620169 
-972762 763483 -953120 762210 
-953120 769013 -894858 763483 
-894858 624513 -583677 595542 
-583677 762210 -283818 624513 
-894858 762617 -496693 762210 
-496693 769013 -283818 762617 
-283818 -887995 -224457 -1048570 
-224457 475497 -159408 -887995 
-283818 484044 -192599 505871 
-192599 475497 -159408 484044 
-159408 -1037974 -16947 -1048570 
-16947 475497 214416 -1037974 
-159408 479635 35794 475497 
35794 505871 214416 479635 
-283818 527130 -246427 537252 
-246427 505871 -230763 527130 
-283818 541665 -266825 537252 
-266825 542700 -230763 541665 
-230763 516072 -146362 537252 
-146362 505871 214416 516072 
-230763 542101 -80116 542700 
-80116 537252 214416 542101 
214416 -870339 242219 -1048570 
242219 -821062 266862 -870339 
214416 -398952 240168 -821062 
240168 505871 266862 -398952 
266862 -994871 308160 -821062 
308160 -1048570 343697 -994871 
266862 -256974 319271 505871 
319271 -821062 343697 -256974 
214416 512224 266718 505871 
266718 517927 287175 512224 
214416 521801 276527 517927 
276527 542700 287175 521801 
287175 513333 324703 517927 
324703 505871 343697 513333 
287175 518587 313365 517927 
313365 542700 343697 518587 
-283818 558797 -283313 542700 
-283313 579522 -283062 558797 
-283818 582796 -283751 579522 
-283751 584541 -283062 582796 
-283062 572680 -144729 579522 
-144729 542700 167397 572680 
-283062 584319 167204 584541 
167204 579522 167397 584319 
-283818 613385 -103591 619734 
-103591 584541 7178 613385 
-283818 621905 -98709 769013 
-98709 619734 7178 621905 
7178 587032 105011 584541 
105011 619734 167397 587032 
7178 679074 166703 619734 
166703 769013 167397 679074 
167397 559387 178329 561154 
178329 542700 341121 559387 
167397 582084 313612 561154 
313612 584541 341121 582084 
341121 556671 343069 542700 
343069 561154 343697 556671 
341121 565245 343534 561154 
343534 584541 343697 565245 
167397 593680 191412 627188 
191412 584541 224224 593680 
167397 738956 175879 769013 
175879 627188 224224 738956 
224224 614529 333966 584541 
333966 627188 343697 614529 
224224 738489 249711 627188 
249711 769013 343697 738489 
-1048575 772845 -1041312 769013 
-1041312 775586 -1035011 772845 
-1048575 777115 -1047488 777830 
-1047488 775586 -1035011 777115 
-1035011 772968 -999244 769013 
-999244 775586 -979840 772968 
-1035011 776840 -992946 777830 
-992946 775586 -979840 776840 
-1048575 794503 -1030237 777830 
-1030237 872366 -1028870 794503 
-1048575 880282 -1047354 872366 
-1047354 901543 -1028870 880282 
-1028870 832130 -1027527 872366 
-1027527 777830 -979840 832130 
-1028870 884286 -984279 872366 
-984279 901543 -979840 884286 
-979840 769777 -910101 769013 
-910101 769902 -869534 769777 
-979840 775751 -947712 769902 
-947712 777830 -869534 775751 
-869534 769372 -869145 769013 
-869145 769902 -852942 769372 
-869534 773995 -853119 777830 
-853119 769902 -852942 773995 
-979840 781517 -938452 811141 
-938452 777830 -915944 781517 
-979840 848848 -962922 811141 
-962922 901543 -915944 848848 
-915944 800099 -866256 777830 
-866256 811141 -852942 800099 
-915944 821883 -856665 811141 
-856665 901543 -852942 821883 
-1048575 931701 -1022996 901543 
-1022996 952668 -1016738 931701 
-1048575 968637 -1048480 1007324 
-1048480 952668 -1016738 968637 
-1016738 918909 -1007683 901543 
-1007683 952668 -1000998 918909 
-1016738 975882 -1004080 1007324 
-1004080 952668 -1000998 975882 
-1048575 1025746 -1038710 1033646 
-1038710 1007324 -1007637 1025746 
-1048575 1038812 -1021449 1048570 
-1021449 1033646 -1007637 1038812 
-1007637 1031599 -1006492 1033646 
-1006492 1007324 -1000998 1031599 
-1007637 1043589 -1006941 1033646 
-1006941 1048570 -1000998 1043589 
-1000998 902018 -996335 922453 
-996335 901543 -952607 902018 
-1000998 1006369 -961480 1007324 
-961480 922453 -952607 1006369 
-952607 913253 -874443 901543 
-874443 922453 -852942 913253 
-952607 947541 -945434 922453 
-945434 1007324 -852942 947541 
-1000998 1017932 -963983 1031597 
-963983 1007324 -920823 1017932 
-1000998 1047643 -979004 1048570 
-979004 1031597 -920823 1047643 
-920823 1022529 -877379 1031597 
-877379 1007324 -852942 1022529 
-920823 1032495 -916095 1031597 
-916095 1048570 -852942 1032495 
-852942 769752 -381155 771578 
-381155 769013 17320 769752 
-852942 772386 -589418 771578 
-589418 773236 17320 772386 
17320 770004 182769 771578 
182769 769013 233608 770004 
17320 772771 61971 773236 
61971 771578 233608 772771 
-852942 792221 -820310 773236 
-820310 801099 -249249 792221 
-852942 849116 -599183 901543 
-599183 801099 -249249 849116 
-249249 776301 38975 801099 
38975 773236 233608 776301 
-249249 885350 173061 901543 
173061 801099 233608 885350 
233608 769499 261400 771343 
261400 769013 321686 769499 
233608 772737 295890 773236 
295890 771343 321686 772737 
321686 769659 335827 769013 
335827 771343 343697 769659 
321686 772996 333539 773236 
333539 771343 343697 772996 
233608 789281 234084 773236 
234084 825034 281163 789281 
233608 897611 253501 901543 
253501 825034 281163 897611 
281163 782917 331101 773236 
331101 825034 343697 782917 
281163 870616 290981 901543 
290981 825034 343697 870616 
-852942 905270 -568945 907550 
-568945 901543 -295080 905270 
-852942 910016 -795867 911085 
-795867 907550 -295080 910016 
-295080 905664 -181842 901543 
-181842 907550 186871 905664 
-295080 907722 39808 911085 
39808 907550 186871 907722 
-852942 963531 -800132 979759 
-800132 911085 -320700 963531 
-852942 991655 -847381 979759 
-847381 1048570 -320700 991655 
-320700 968859 -198457 979759 
-198457 911085 186871 968859 
-320700 985759 -59110 979759 
-59110 1048570 186871 985759 
186871 903213 219487 904688 
219487 901543 271432 903213 
186871 906729 271211 904688 
271211 911085 271432 906729 
271432 903150 276111 901543 
276111 904688 343697 903150 
271432 908224 318157 911085 
318157 904688 343697 908224 
186871 915318 187078 911085 
187078 915359 190837 915318 
186871 917591 188410 1048570 
188410 915359 190837 917591 
190837 912085 338907 911085 
338907 915359 343697 912085 
190837 1028331 275375 915359 
275375 1048570 343697 1028331 
343697 -1028441 417546 -1048570 
417546 -1020591 512846 -1028441 
343697 -1020029 477644 -1020591 
477644 -1016636 512846 -1020029 
512846 -1023275 517691 -1048570 
517691 -1020591 634654 -1023275 
512846 -1018911 561192 -1020591 
561192 -1016636 634654 -1018911 
343697 -1016531 386015 -1016636 
386015 -1015275 559745 -1016531 
343697 -1011016 422133 -1008482 
422133 -1015275 559745 -1011016 
559745 -1016320 629980 -1016636 
629980 -1015275 634654 -1016320 
559745 -1014386 603004 -1015275 
603004 -1008482 634654 -1014386 
634654 -1047219 648554 -1048570 
648554 -1034904 672477 -1047219 
634654 -1024664 658179 -1034904 
658179 -1016636 672477 -1024664 
672477 -1046092 690296 -1034904 
690296 -1048570 692565 -1046092 
672477 -1017471 689841 -1034904 
689841 -1016636 692565 -1017471 
634654 -1015949 646981 -1015903 
646981 -1016636 648421 -1015949 
634654 -1010119 641282 -1008482 
641282 -1015903 648421 -1010119 
648421 -1016165 656274 -1016636 
656274 -1015903 692565 -1016165 
648421 -1010219 675612 -1008482 
675612 -1015903 692565 -1010219 
343697 -861497 344577 -407045 
344577 -1008482 367677 -861497 
343697 526908 360981 -407045 
360981 534905 367677 526908 
367677 -744391 396598 -407045 
396598 -1008482 445962 -744391 
367677 93537 371093 534905 
371093 -407045 445962 93537 
343697 713566 343844 534905 
343844 714819 344021 713566 
343697 732713 343975 714819 
343975 769013 344021 732713 
344021 617080 395009 714819 
395009 534905 445962 617080 
344021 752025 378154 769013 
378154 714819 445962 752025 
445962 -371115 552080 -148465 
552080 -1008482 665637 -371115 
445962 249523 596053 -148465 
596053 534905 665637 249523 
665637 -666883 686573 -1008482 
686573 -148465 692565 -666883 
665637 260208 676326 -148465 
676326 534905 692565 260208 
445962 543876 449256 590817 
449256 534905 485979 543876 
445962 746141 472506 769013 
472506 590817 485979 746141 
485979 563581 621156 534905 
621156 590817 692565 563581 
485979 640359 657922 769013 
657922 590817 692565 640359 
692565 -1047271 749169 -1048570 
749169 -1046974 754266 -1047271 
692565 -1046567 742269 -1046150 
742269 -1046974 754266 -1046567 
754266 -1048351 758458 -1048570 
758458 -1046974 776937 -1048351 
754266 -1046239 762501 -1046974 
762501 -1046150 776937 -1046239 
692565 -1036867 726767 -1019781 
726767 -1046150 764925 -1036867 
692565 -1013647 717406 -1019781 
717406 -1008482 764925 -1013647 
764925 -1046041 767044 -1019781 
767044 -1046150 776937 -1046041 
764925 -1018106 767613 -1019781 
767613 -1008482 776937 -1018106 
776937 -1047753 889179 -1046778 
889179 -1048570 1023463 -1047753 
776937 -1046661 822917 -1046150 
822917 -1046778 1023463 -1046661 
1023463 -1048255 1047805 -1048570 
1047805 -1046778 1048571 -1048255 
1023463 -1046245 1038273 -1046150 
1038273 -1046778 1048571 -1046245 
776937 -1036607 857799 -1032934 
857799 -1046150 1042288 -1036607 
776937 -1017874 842182 -1032934 
842182 -1008482 1042288 -1017874 
1042288 -1034900 1046567 -1032934 
1046567 -1046150 1048571 -1034900 
1042288 -1012495 1042503 -1032934 
1042503 -1008482 1048571 -1012495 
692565 -793771 837728 -1008482 
837728 -600747 884495 -793771 
692565 -506561 757363 635628 
757363 -600747 884495 -506561 
884495 -761202 886382 -600747 
886382 -1008482 886973 -761202 
884495 360666 884742 -600747 
884742 635628 886973 360666 
692565 676007 777299 741526 
777299 635628 843778 676007 
692565 760731 795305 769013 
795305 741526 843778 760731 
843778 699642 881072 635628 
881072 741526 886973 699642 
843778 768407 859218 741526 
859218 769013 886973 768407 
886973 -942499 897380 -1008482 
897380 -175836 928241 -942499 
886973 583933 888291 635628 
888291 -175836 928241 583933 
928241 -694680 938276 -1008482 
938276 -175836 1048571 -694680 
928241 50409 937847 -175836 
937847 635628 1048571 50409 
886973 702955 898778 635628 
898778 730316 1043758 702955 
886973 766647 931634 769013 
931634 730316 1043758 766647 
1043758 688279 1047578 635628 
1047578 730316 1048571 688279 
1043758 734906 1045607 730316 
1045607 769013 1048571 734906 
343697 802284 349175 850218 
349175 769013 428454 802284 
343697 857264 345454 850218 
345454 901032 428454 857264 
428454 802800 428701 769013 
428701 850218 431651 802800 
428454 851017 429465 850218 
429465 901032 431651 851017 
343697 921477 354558 929636 
354558 901032 359009 921477 
343697 967761 346724 975442 
346724 929636 359009 967761 
359009 926002 410025 929636 
410025 901032 431651 926002 
359009 949161 396418 929636 
396418 975442 431651 949161 
431651 798198 502726 862933 
502726 769013 629432 798198 
431651 871735 540377 901032 
540377 862933 629432 871735 
629432 810413 744366 862933 
744366 769013 755363 810413 
629432 867478 668159 862933 
668159 901032 755363 867478 
