8073 8036 7741
-951455 -1021143 -930097 -1012674 
-930097 -1027585 -830768 -1021143 
-951455 -1007545 -915134 -1005546 
-915134 -1012674 -830768 -1007545 
-979092 -1005533 -967873 -1005546 
-967873 -1005390 -914068 -1005533 
-979092 -994532 -950813 -1005390 
-950813 -988489 -914068 -994532 
-914068 -1005479 -903104 -1005546 
-903104 -1005390 -830768 -1005479 
-914068 -991212 -882360 -988489 
-882360 -1005390 -830768 -991212 
-830768 -1021026 -830101 -1027585 
-830101 -1012088 -828528 -1021026 
-830768 -1010531 -829041 -1012088 
-829041 -1005546 -828528 -1010531 
-828528 -1024193 -821194 -1012088 
-821194 -1027585 -818312 -1024193 
-828528 -1005550 -819479 -1012088 
-819479 -1005546 -818312 -1005550 
-830768 -999136 -830106 -1005546 
-830106 -994853 -828740 -999136 
-830768 -994461 -829020 -994853 
-829020 -988489 -828740 -994461 
-828740 -1001119 -824412 -994853 
-824412 -1005546 -818312 -1001119 
-828740 -991623 -826210 -994853 
-826210 -988489 -818312 -991623 
-1048574 -963202 -1048321 -945917 
-1048321 -988489 -1044553 -963202 
-1048574 -922475 -1047385 -945917 
-1047385 -846333 -1044553 -922475 
-1044553 -969371 -1044531 -945917 
-1044531 -988489 -1043979 -969371 
-1044553 -942564 -1044331 -945917 
-1044331 -846333 -1043979 -942564 
-1048574 -777018 -1048348 -846333 
-1048348 -755185 -1046464 -777018 
-1048574 -746110 -1048379 -755185 
-1048379 -731029 -1046464 -746110 
-1046464 -759982 -1046454 -755185 
-1046454 -846333 -1043979 -759982 
-1046464 -749554 -1044022 -731029 
-1044022 -755185 -1043979 -749554 
-1043979 -987777 -1042113 -988489 
-1042113 -986605 -1017475 -987777 
-1043979 -903723 -1037723 -986605 
-1037723 -846333 -1017475 -903723 
-1017475 -987540 -969086 -988489 
-969086 -986605 -943141 -987540 
-1017475 -940466 -961037 -986605 
-961037 -846333 -943141 -940466 
-1043979 -833474 -973665 -846333 
-973665 -828867 -967176 -833474 
-1043979 -767661 -997216 -731029 
-997216 -828867 -967176 -767661 
-967176 -841724 -945893 -828867 
-945893 -846333 -943141 -841724 
-967176 -777474 -959369 -731029 
-959369 -828867 -943141 -777474 
-1048574 -730487 -1024726 -730386 
-1024726 -731029 -993534 -730487 
-1048574 -729759 -1012710 -729197 
-1012710 -730386 -993534 -729759 
-993534 -730712 -992929 -731029 
-992929 -730386 -991535 -730712 
-993534 -729631 -991544 -730386 
-991544 -729197 -991535 -729631 
-1048574 -728741 -1045055 -729197 
-1045055 -728318 -1033827 -728741 
-1048574 -726881 -1047101 -728318 
-1047101 -724779 -1033827 -726881 
-1033827 -728510 -1006315 -728318 
-1006315 -729197 -991535 -728510 
-1033827 -728082 -1013504 -724779 
-1013504 -728318 -991535 -728082 
-991535 -729729 -981169 -729460 
-981169 -731029 -965106 -729729 
-991535 -729221 -990196 -729460 
-990196 -729197 -965106 -729221 
-965106 -729837 -950091 -729460 
-950091 -731029 -943141 -729837 
-965106 -729325 -951486 -729460 
-951486 -729197 -943141 -729325 
-991535 -728902 -968326 -728269 
-968326 -729197 -963470 -728902 
-991535 -727347 -986374 -724779 
-986374 -728269 -963470 -727347 
-963470 -728834 -948234 -729197 
-948234 -728269 -943141 -728834 
-963470 -726970 -960499 -724779 
-960499 -728269 -943141 -726970 
-943141 -930690 -922979 -988489 
-922979 -917762 -917978 -930690 
-943141 -880063 -930482 -917762 
-930482 -864372 -917978 -880063 
-917978 -921365 -900512 -988489 
-900512 -917762 -898711 -921365 
-917978 -894950 -903983 -864372 
-903983 -917762 -898711 -894950 
-943141 -837066 -938817 -864372 
-938817 -835734 -919551 -837066 
-943141 -824624 -937352 -835734 
-937352 -731029 -919551 -824624 
-919551 -850925 -905719 -835734 
-905719 -864372 -898711 -850925 
-919551 -777845 -908937 -731029 
-908937 -835734 -898711 -777845 
-898711 -932630 -875356 -895497 
-875356 -988489 -869578 -932630 
-898711 -883041 -878978 -895497 
-878978 -864372 -869578 -883041 
-869578 -924425 -836469 -988489 
-836469 -895497 -818312 -924425 
-869578 -865788 -858847 -864372 
-858847 -895497 -818312 -865788 
-898711 -856914 -893153 -864372 
-893153 -800213 -861605 -856914 
-898711 -790205 -866967 -731029 
-866967 -800213 -861605 -790205 
-861605 -858498 -860849 -864372 
-860849 -800213 -818312 -858498 
-861605 -768122 -820798 -800213 
-820798 -731029 -818312 -768122 
-943141 -729842 -940321 -729193 
-940321 -731029 -901546 -729842 
-943141 -728971 -936897 -729193 
-936897 -726133 -901546 -728971 
-901546 -730634 -897874 -731029 
-897874 -729193 -880892 -730634 
-901546 -728521 -888401 -726133 
-888401 -729193 -880892 -728521 
-943141 -726120 -918532 -726108 
-918532 -726133 -898996 -726120 
-943141 -725661 -923176 -724779 
-923176 -726108 -898996 -725661 
-898996 -726124 -891098 -726133 
-891098 -726108 -880892 -726124 
-898996 -725789 -886199 -726108 
-886199 -724779 -880892 -725789 
-880892 -730610 -872905 -731029 
-872905 -728886 -868684 -730610 
-880892 -728802 -880101 -728886 
-880101 -726133 -868684 -728802 
-868684 -728998 -833737 -731029 
-833737 -728886 -818312 -728998 
-868684 -728609 -820209 -728886 
-820209 -726133 -818312 -728609 
-880892 -725150 -855997 -726133 
-855997 -725025 -847728 -725150 
-880892 -724987 -873504 -725025 
-873504 -724779 -847728 -724987 
-847728 -725131 -819266 -725025 
-819266 -726133 -818312 -725131 
-847728 -724910 -843269 -725025 
-843269 -724779 -818312 -724910 
-818312 -1035783 -817539 -1048571 
-817539 -1034932 -816641 -1035783 
-818312 -1018621 -817301 -1016383 
-817301 -1034932 -816641 -1018621 
-816641 -1043770 -815818 -1034932 
-815818 -1048571 -815574 -1043770 
-816641 -1025196 -815779 -1016383 
-815779 -1034932 -815574 -1025196 
-818312 -1015975 -817033 -1014832 
-817033 -1016383 -816563 -1015975 
-818312 -1009617 -817399 -1008388 
-817399 -1014832 -816563 -1009617 
-816563 -1016103 -815944 -1016383 
-815944 -1014832 -815574 -1016103 
-816563 -1008459 -816270 -1008388 
-816270 -1014832 -815574 -1008459 
-815574 -1033277 -814535 -1048571 
-814535 -1029743 -814397 -1033277 
-815574 -1026797 -814405 -1029743 
-814405 -1016383 -814397 -1026797 
-814397 -1031798 -812454 -1029743 
-812454 -1048571 -812225 -1031798 
-814397 -1022848 -813718 -1029743 
-813718 -1016383 -812225 -1022848 
-815574 -1013089 -815373 -1010951 
-815373 -1016383 -813786 -1013089 
-815574 -1008714 -815368 -1010951 
-815368 -1008388 -813786 -1008714 
-813786 -1012146 -813561 -1010951 
-813561 -1016383 -812225 -1012146 
-813786 -1008745 -813295 -1010951 
-813295 -1008388 -812225 -1008745 
-818312 -1007129 -818217 -1008388 
-818217 -997606 -818202 -1007129 
-818312 -997325 -818246 -991387 
-818246 -997606 -818202 -997325 
-818202 -999059 -818005 -1008388 
-818005 -997606 -816654 -999059 
-818202 -997087 -817911 -991387 
-817911 -997606 -816654 -997087 
-818312 -990643 -818169 -988805 
-818169 -991387 -818145 -990643 
-818312 -988729 -818191 -988489 
-818191 -988805 -818145 -988729 
-818145 -990295 -817617 -988805 
-817617 -991387 -816654 -990295 
-818145 -988515 -817066 -988805 
-817066 -988489 -816654 -988515 
-816654 -996199 -816488 -994155 
-816488 -1008388 -813128 -996199 
-816654 -994119 -814669 -994155 
-814669 -991387 -813128 -994119 
-813128 -1003665 -812690 -1008388 
-812690 -994155 -812225 -1003665 
-813128 -992305 -812410 -994155 
-812410 -991387 -812225 -992305 
-816654 -990093 -814823 -989637 
-814823 -991387 -812494 -990093 
-816654 -988739 -814990 -989637 
-814990 -988489 -812494 -988739 
-812494 -990745 -812316 -989637 
-812316 -991387 -812225 -990745 
-812494 -988704 -812375 -988489 
-812375 -989637 -812225 -988704 
-812225 -1047821 -812073 -1041386 
-812073 -1048571 -812036 -1047821 
-812225 -1033674 -812074 -1041386 
-812074 -1016079 -812036 -1033674 
-812036 -1046550 -811801 -1041386 
-811801 -1048571 -811688 -1046550 
-812036 -1037353 -811942 -1016079 
-811942 -1041386 -811688 -1037353 
-812225 -1014220 -812185 -1011866 
-812185 -1016079 -812163 -1014220 
-812225 -1011178 -812167 -1011866 
-812167 -1008388 -812163 -1011178 
-812163 -1013371 -812021 -1011866 
-812021 -1016079 -811688 -1013371 
-812163 -1010186 -812134 -1011866 
-812134 -1008388 -811688 -1010186 
-811688 -1045022 -805747 -1040058 
-805747 -1048571 -801912 -1045022 
-811688 -1027954 -811198 -1040058 
-811198 -1016079 -801912 -1027954 
-801912 -1042217 -787138 -1048571 
-787138 -1040058 -786305 -1042217 
-801912 -1026215 -794883 -1040058 
-794883 -1016079 -786305 -1026215 
-811688 -1015846 -810147 -1015078 
-810147 -1016079 -805611 -1015846 
-811688 -1009800 -810442 -1008388 
-810442 -1015078 -805611 -1009800 
-805611 -1016022 -804070 -1016079 
-804070 -1015078 -786305 -1016022 
-805611 -1011744 -803315 -1015078 
-803315 -1008388 -786305 -1011744 
-812225 -1001710 -810928 -1000952 
-810928 -1008388 -807814 -1001710 
-812225 -999387 -812171 -1000952 
-812171 -989242 -807814 -999387 
-807814 -1006508 -807003 -1000952 
-807003 -1008388 -806342 -1006508 
-807814 -992024 -807557 -1000952 
-807557 -989242 -806342 -992024 
-812225 -989180 -810486 -989242 
-810486 -989177 -809411 -989180 
-812225 -988491 -810887 -989177 
-810887 -988489 -809411 -988491 
-809411 -989240 -807970 -989242 
-807970 -989177 -806342 -989240 
-809411 -989125 -807272 -988489 
-807272 -989177 -806342 -989125 
-806342 -1004117 -801111 -1000480 
-801111 -1008388 -793848 -1004117 
-806342 -991143 -799216 -989242 
-799216 -1000480 -793848 -991143 
-793848 -1007298 -788991 -1008388 
-788991 -1000480 -786305 -1007298 
-793848 -992023 -787633 -1000480 
-787633 -989242 -786305 -992023 
-806342 -989026 -800226 -989242 
-800226 -988711 -797298 -989026 
-806342 -988659 -798552 -988711 
-798552 -988489 -797298 -988659 
-797298 -988740 -791798 -988711 
-791798 -989242 -786305 -988740 
-797298 -988498 -793894 -988711 
-793894 -988489 -786305 -988498 
-818312 -988118 -817048 -986588 
-817048 -988489 -815880 -988118 
-818312 -984366 -816011 -982425 
-816011 -986588 -815880 -984366 
-815880 -987067 -815674 -988489 
-815674 -986588 -815423 -987067 
-815880 -984944 -815457 -982425 
-815457 -986588 -815423 -984944 
-818312 -981752 -816226 -981625 
-816226 -982425 -815868 -981752 
-818312 -978172 -816422 -977539 
-816422 -981625 -815868 -978172 
-815868 -982012 -815619 -981625 
-815619 -982425 -815423 -982012 
-815868 -979979 -815459 -981625 
-815459 -977539 -815423 -979979 
-815423 -986406 -815326 -986008 
-815326 -988489 -815283 -986406 
-815423 -983799 -815303 -982425 
-815303 -986008 -815283 -983799 
-815283 -988195 -815186 -988489 
-815186 -986008 -815133 -988195 
-815283 -983976 -815267 -986008 
-815267 -982425 -815133 -983976 
-815423 -979379 -815325 -978128 
-815325 -982425 -815158 -979379 
-815423 -977991 -815305 -978128 
-815305 -977539 -815158 -977991 
-815158 -980670 -815157 -978128 
-815157 -982425 -815133 -980670 
-815158 -977693 -815154 -977539 
-815154 -978128 -815133 -977693 
-818312 -880022 -818136 -876549 
-818136 -977539 -817555 -880022 
-818312 -797274 -818009 -727549 
-818009 -876549 -817555 -797274 
-817555 -966987 -817289 -977539 
-817289 -876549 -817095 -966987 
-817555 -754923 -817336 -876549 
-817336 -727549 -817095 -754923 
-818312 -726510 -818202 -727549 
-818202 -726355 -818056 -726510 
-818312 -726092 -818211 -726355 
-818211 -724779 -818056 -726092 
-818056 -727405 -818036 -727549 
-818036 -726355 -817095 -727405 
-818056 -724789 -817591 -726355 
-817591 -724779 -817095 -724789 
-817095 -959186 -815753 -757373 
-815753 -977539 -815189 -959186 
-817095 -737135 -817094 -757373 
-817094 -727549 -815189 -737135 
-815189 -899546 -815139 -977539 
-815139 -757373 -815133 -899546 
-815189 -752078 -815153 -757373 
-815153 -727549 -815133 -752078 
-817095 -727248 -817093 -727007 
-817093 -727549 -817089 -727248 
-817095 -726012 -817091 -724779 
-817091 -727007 -817089 -726012 
-817089 -727420 -815728 -727007 
-815728 -727549 -815133 -727420 
-817089 -726813 -816588 -727007 
-816588 -724779 -815133 -726813 
-815133 -988345 -814195 -988279 
-814195 -988489 -810223 -988345 
-815133 -988225 -813039 -988279 
-813039 -988138 -810223 -988225 
-810223 -988365 -808057 -988489 
-808057 -988279 -807461 -988365 
-810223 -988256 -808596 -988138 
-808596 -988279 -807461 -988256 
-815133 -986895 -814338 -985142 
-814338 -988138 -814082 -986895 
-815133 -980053 -814363 -985142 
-814363 -977539 -814082 -980053 
-814082 -987383 -810488 -985142 
-810488 -988138 -807461 -987383 
-814082 -977885 -811519 -977539 
-811519 -985142 -807461 -977885 
-807461 -988269 -800182 -988489 
-800182 -988180 -794951 -988269 
-807461 -988173 -802718 -988138 
-802718 -988180 -794951 -988173 
-794951 -988478 -790952 -988489 
-790952 -988180 -786305 -988478 
-794951 -988161 -788451 -988138 
-788451 -988180 -786305 -988161 
-807461 -984054 -806362 -982906 
-806362 -988138 -804450 -984054 
-807461 -979576 -805215 -982906 
-805215 -977539 -804450 -979576 
-804450 -987523 -791425 -988138 
-791425 -982906 -786305 -987523 
-804450 -982898 -803253 -977539 
-803253 -982906 -786305 -982898 
-815133 -964885 -807823 -977539 
-807823 -958733 -807718 -964885 
-815133 -955022 -809281 -905271 
-809281 -958733 -807718 -955022 
-807718 -961259 -805674 -977539 
-805674 -958733 -803708 -961259 
-807718 -957493 -805273 -958733 
-805273 -905271 -803708 -957493 
-815133 -849188 -808346 -813482 
-808346 -905271 -806138 -849188 
-815133 -795182 -812915 -724779 
-812915 -813482 -806138 -795182 
-806138 -867821 -805271 -905271 
-805271 -813482 -803708 -867821 
-806138 -803109 -803931 -724779 
-803931 -813482 -803708 -803109 
-803708 -957740 -796101 -977539 
-796101 -954981 -795544 -957740 
-803708 -914249 -802121 -954981 
-802121 -905271 -795544 -914249 
-795544 -959672 -793371 -954981 
-793371 -977539 -786305 -959672 
-795544 -926635 -794346 -905271 
-794346 -954981 -786305 -926635 
-803708 -888938 -801851 -820845 
-801851 -905271 -799915 -888938 
-803708 -725726 -801146 -820845 
-801146 -724779 -799915 -725726 
-799915 -835368 -796833 -820845 
-796833 -905271 -786305 -835368 
-799915 -758888 -790423 -724779 
-790423 -820845 -786305 -758888 
-1048574 -724683 -1043617 -724779 
-1043617 -724613 -1043527 -724683 
-1048574 -721160 -1047161 -720784 
-1047161 -724613 -1043527 -721160 
-1043527 -724771 -1037507 -724613 
-1037507 -724779 -1018721 -724771 
-1043527 -721930 -1031190 -720784 
-1031190 -724613 -1018721 -721930 
-1048574 -718489 -1048501 -720784 
-1048501 -716371 -1048189 -718489 
-1048574 -714315 -1048394 -714001 
-1048394 -716371 -1048189 -714315 
-1048189 -719145 -1022034 -716371 
-1022034 -720784 -1018721 -719145 
-1048189 -715447 -1035537 -716371 
-1035537 -714001 -1018721 -715447 
-1018721 -723798 -999057 -724779 
-999057 -723551 -997618 -723798 
-1018721 -722534 -1005653 -720784 
-1005653 -723551 -997618 -722534 
-997618 -724002 -997301 -724779 
-997301 -723551 -997176 -724002 
-997618 -723146 -997259 -720784 
-997259 -723551 -997176 -723146 
-1018721 -720556 -1012757 -720784 
-1012757 -720085 -1010653 -720556 
-1018721 -718334 -1011527 -720085 
-1011527 -714001 -1010653 -718334 
-1010653 -720494 -1004231 -720784 
-1004231 -720085 -997176 -720494 
-1010653 -717188 -1003586 -720085 
-1003586 -714001 -997176 -717188 
-1048574 -712810 -1047707 -711976 
-1047707 -714001 -1047686 -712810 
-1048574 -711011 -1048566 -711976 
-1048566 -710897 -1047686 -711011 
-1047686 -712135 -1041910 -711976 
-1041910 -714001 -1041858 -712135 
-1047686 -711437 -1044411 -711976 
-1044411 -710897 -1041858 -711437 
-1048574 -695685 -1047052 -710897 
-1047052 -691194 -1046099 -695685 
-1048574 -689529 -1046166 -689089 
-1046166 -691194 -1046099 -689529 
-1046099 -691745 -1042856 -691194 
-1042856 -710897 -1041858 -691745 
-1046099 -690490 -1042217 -689089 
-1042217 -691194 -1041858 -690490 
-1041858 -712817 -1024076 -711641 
-1024076 -714001 -1022451 -712817 
-1041858 -711500 -1026885 -710897 
-1026885 -711641 -1022451 -711500 
-1022451 -711979 -1007763 -714001 
-1007763 -711641 -997176 -711979 
-1022451 -710948 -1017561 -711641 
-1017561 -710897 -997176 -710948 
-1041858 -710634 -1032273 -702710 
-1032273 -710897 -1012641 -710634 
-1041858 -693826 -1017869 -702710 
-1017869 -689089 -1012641 -693826 
-1012641 -706651 -1003365 -702710 
-1003365 -710897 -997176 -706651 
-1012641 -697124 -1002389 -689089 
-1002389 -702710 -997176 -697124 
-997176 -724421 -986727 -720495 
-986727 -724779 -986002 -724421 
-997176 -720255 -996805 -720495 
-996805 -715288 -986002 -720255 
-986002 -722373 -981306 -720495 
-981306 -724779 -976797 -722373 
-986002 -717232 -979755 -720495 
-979755 -715288 -976797 -717232 
-997176 -714720 -988054 -715288 
-988054 -714710 -984636 -714720 
-997176 -714008 -987397 -714710 
-987397 -714001 -984636 -714008 
-984636 -714940 -982494 -715288 
-982494 -714710 -976797 -714940 
-984636 -714274 -977495 -714710 
-977495 -714001 -976797 -714274 
-976797 -723130 -976081 -722898 
-976081 -724779 -975184 -723130 
-976797 -717079 -976623 -722898 
-976623 -715288 -975184 -717079 
-975184 -723513 -974298 -724779 
-974298 -722898 -970488 -723513 
-975184 -720629 -971137 -715288 
-971137 -722898 -970488 -720629 
-976797 -715166 -975461 -715288 
-975461 -715108 -975402 -715166 
-976797 -714200 -976050 -714001 
-976050 -715108 -975402 -714200 
-975402 -715136 -971984 -715108 
-971984 -715288 -970488 -715136 
-975402 -714333 -970658 -714001 
-970658 -715108 -970488 -714333 
-997176 -712942 -989184 -714001 
-989184 -700169 -987395 -712942 
-997176 -691704 -995402 -700169 
-995402 -690026 -987395 -691704 
-987395 -706809 -979573 -700169 
-979573 -714001 -972015 -706809 
-987395 -693067 -973191 -700169 
-973191 -690026 -972015 -693067 
-997176 -689980 -988141 -689939 
-988141 -690026 -972797 -689980 
-997176 -689644 -980007 -689089 
-980007 -689939 -972797 -689644 
-972797 -690008 -972062 -689939 
-972062 -690026 -972015 -690008 
-972797 -689363 -972119 -689089 
-972119 -689939 -972015 -689363 
-972015 -712458 -971993 -692524 
-971993 -714001 -971745 -712458 
-972015 -691711 -971861 -692524 
-971861 -690026 -971745 -691711 
-971745 -700488 -971240 -714001 
-971240 -692524 -970488 -700488 
-971745 -690136 -971314 -690026 
-971314 -692524 -970488 -690136 
-972015 -690018 -971134 -690026 
-971134 -690001 -970991 -690018 
-972015 -689930 -971763 -689089 
-971763 -690001 -970991 -689930 
-970991 -690011 -970839 -690026 
-970839 -690001 -970488 -690011 
-970991 -689870 -970644 -689089 
-970644 -690001 -970488 -689870 
-1048574 -689077 -1046798 -688962 
-1046798 -689089 -1046421 -689077 
-1048574 -687546 -1046867 -686883 
-1046867 -688962 -1046421 -687546 
-1046421 -689037 -1027747 -689089 
-1027747 -688962 -1025619 -689037 
-1046421 -688335 -1026485 -688962 
-1026485 -686883 -1025619 -688335 
-1048574 -686871 -1038765 -686883 
-1038765 -686699 -1031315 -686871 
-1048574 -686591 -1037033 -686699 
-1037033 -685894 -1031315 -686591 
-1031315 -686783 -1030348 -686699 
-1030348 -686883 -1025619 -686783 
-1031315 -686221 -1026676 -685894 
-1026676 -686699 -1025619 -686221 
-1025619 -688519 -1009055 -688281 
-1009055 -689089 -1009053 -688519 
-1025619 -687858 -1011877 -688281 
-1011877 -686883 -1009053 -687858 
-1009053 -689085 -1003332 -689089 
-1003332 -688281 -999896 -689085 
-1009053 -687996 -1007108 -688281 
-1007108 -686883 -999896 -687996 
-1025619 -686559 -1018697 -686883 
-1018697 -686063 -1018676 -686559 
-1025619 -686049 -1021934 -685894 
-1021934 -686063 -1018676 -686049 
-1018676 -686145 -1018321 -686063 
-1018321 -686883 -999896 -686145 
-1018676 -685979 -1018453 -685894 
-1018453 -686063 -999896 -685979 
-1048574 -685718 -1044223 -685687 
-1044223 -685894 -1043918 -685718 
-1048574 -685653 -1048195 -685631 
-1048195 -685687 -1043918 -685653 
-1043918 -685827 -1042686 -685894 
-1042686 -685687 -1007080 -685827 
-1043918 -685650 -1022395 -685687 
-1022395 -685631 -1007080 -685650 
-1048574 -685616 -1041725 -685610 
-1041725 -685631 -1032798 -685616 
-1048574 -685585 -1036995 -685368 
-1036995 -685610 -1032798 -685585 
-1032798 -685616 -1009007 -685631 
-1009007 -685610 -1007080 -685616 
-1032798 -685391 -1010237 -685610 
-1010237 -685368 -1007080 -685391 
-1007080 -685824 -1004850 -685818 
-1004850 -685894 -1004178 -685824 
-1007080 -685767 -1006003 -685631 
-1006003 -685818 -1004178 -685767 
-1004178 -685886 -1000066 -685894 
-1000066 -685818 -999896 -685886 
-1004178 -685789 -1002861 -685631 
-1002861 -685818 -999896 -685789 
-1007080 -685600 -1006650 -685631 
-1006650 -685485 -1004751 -685600 
-1007080 -685404 -1004965 -685485 
-1004965 -685368 -1004751 -685404 
-1004751 -685566 -1001144 -685485 
-1001144 -685631 -999896 -685566 
-1004751 -685416 -1000192 -685368 
-1000192 -685485 -999896 -685416 
-999896 -688262 -993724 -689089 
-993724 -687568 -992619 -688262 
-999896 -687513 -996067 -687479 
-996067 -687568 -992619 -687513 
-992619 -688587 -991921 -687568 
-991921 -689089 -991280 -688587 
-992619 -687482 -992120 -687568 
-992120 -687479 -991280 -687482 
-999896 -686741 -997970 -687479 
-997970 -686140 -996054 -686741 
-999896 -686045 -998849 -686140 
-998849 -685894 -996054 -686045 
-996054 -686589 -993699 -687479 
-993699 -686140 -991280 -686589 
-996054 -686067 -994458 -686140 
-994458 -685894 -991280 -686067 
-991280 -689052 -988222 -689089 
-988222 -688747 -987486 -689052 
-991280 -688276 -990540 -688747 
-990540 -687479 -987486 -688276 
-987486 -688844 -983217 -688747 
-983217 -689089 -970488 -688844 
-987486 -687719 -986846 -687479 
-986846 -688747 -970488 -687719 
-991280 -687421 -987962 -687479 
-987962 -686997 -985094 -687421 
-991280 -686745 -988172 -686997 
-988172 -685894 -985094 -686745 
-985094 -686999 -983437 -687479 
-983437 -686997 -970488 -686999 
-985094 -686472 -977522 -685894 
-977522 -686997 -970488 -686472 
-999896 -685858 -989847 -685894 
-989847 -685805 -987067 -685858 
-999896 -685737 -998348 -685805 
-998348 -685726 -987067 -685737 
-987067 -685882 -980382 -685805 
-980382 -685894 -971573 -685882 
-987067 -685803 -981400 -685726 
-981400 -685805 -971573 -685803 
-999896 -685667 -996327 -685726 
-996327 -685425 -996167 -685667 
-999896 -685396 -999688 -685368 
-999688 -685425 -996167 -685396 
-996167 -685677 -980362 -685425 
-980362 -685726 -971573 -685677 
-996167 -685417 -982432 -685368 
-982432 -685425 -971573 -685417 
-971573 -685894 -971398 -685893 
-971398 -685894 -971355 -685894 
-971573 -685832 -971493 -685726 
-971493 -685893 -971355 -685832 
-971355 -685894 -970632 -685893 
-970632 -685894 -970488 -685894 
-971355 -685820 -970778 -685726 
-970778 -685893 -970488 -685820 
-971573 -685599 -971363 -685547 
-971363 -685726 -970656 -685599 
-971573 -685382 -971192 -685368 
-971192 -685547 -970656 -685382 
-970656 -685650 -970652 -685726 
-970652 -685547 -970488 -685650 
-970656 -685491 -970534 -685368 
-970534 -685547 -970488 -685491 
-970488 -723866 -875946 -722599 
-875946 -724779 -859736 -723866 
-970488 -717639 -866886 -722599 
-866886 -716575 -859736 -717639 
-859736 -722630 -852118 -724779 
-852118 -722599 -847776 -722630 
-859736 -720930 -854604 -722599 
-854604 -716575 -847776 -720930 
-970488 -712747 -951450 -716575 
-951450 -695351 -856433 -712747 
