 881 1112 440766
-739514 -569211 92526 777058 
-739443 -773825 92597 572444 
-738640 -781498 93400 564771 
-738437 -573957 93603 772312 
-738260 -732399 93780 613870 
-737616 -627425 94424 718844 
-736893 -560638 95147 785631 
-736462 -683884 95578 662385 
-736272 -690191 95768 656078 
-735699 -681942 96341 664327 
-735653 -582534 96387 763735 
-734590 -709916 97450 636353 
-734382 -615122 97658 731147 
-734286 -585363 97754 760906 
-734167 -717967 97873 628302 
-734141 -551832 97899 794437 
-734126 -764905 97914 581364 
-733607 -783152 98433 563117 
-733152 -554125 98888 792144 
-733023 -640048 99017 706221 
-733002 -705480 99038 640789 
-732861 -729047 99179 617222 
-732585 -766984 99455 579285 
-732059 -610545 99981 735724 
-731875 -642823 100165 703446 
-731333 -586256 100707 760013 
-731283 -733790 100757 612479 
-731074 -648291 100966 697978 
-730275 -766133 101765 580136 
-730033 -595285 102007 750984 
-729429 -601761 102611 744508 
-729212 -563208 102828 783061 
-728331 -542473 103709 803796 
-728035 -658261 104005 688008 
-728013 -624937 104027 721332 
-727973 -655859 104067 690410 
-727538 -683600 104502 662669 
-727466 -586365 104574 759904 
-727457 -763937 104583 582332 
-727449 -567620 104591 778649 
-726836 -719341 105204 626928 
-726718 -648900 105322 697369 
-726529 -724773 105511 621496 
-726122 -741758 105918 604511 
-725703 -655662 106337 690607 
-725679 -685646 106361 660623 
-725630 -585392 106410 760877 
-725409 -542632 106631 803637 
-725169 -721238 106871 625031 
-724434 -537101 107606 809168 
-723632 -748513 108408 597756 
-723608 -677408 108432 668861 
-723474 -600553 108566 745716 
-723045 -756818 108995 589451 
-722447 -682439 109593 663830 
-721890 -558878 110150 787391 
-721646 -553137 110394 793132 
-721363 -576490 110677 769779 
-721341 -620849 110699 725420 
-720286 -608238 111754 738031 
-720162 -592580 111878 753689 
-720027 -780470 112013 565799 
-719896 -555088 112144 791181 
-719876 -697963 112164 648306 
-719610 -715489 112430 630780 
-719551 -758191 112489 588078 
-719247 -603444 112793 742825 
-718897 -770035 113143 576234 
-718669 -641696 113371 704573 
-718496 -717655 113544 628614 
-717849 -780256 114191 566013 
-717508 -706928 114532 639341 
-716849 -691355 115191 654914 
-716669 -611318 115371 734951 
-716643 -638891 115397 707378 
-716205 -720857 115835 625412 
-715842 -592754 116198 753515 
-715476 -749692 116564 596577 
-715439 -770064 116601 576205 
-715401 -577403 116639 768866 
-715289 -664350 116751 681919 
-714772 -663158 117268 683111 
-714770 -549058 117270 797211 
-714586 -708137 117454 638132 
-714341 -683519 117699 662750 
-714297 -749290 117743 596979 
-713842 -597384 118198 748885 
-713793 -766997 118247 579272 
-713380 -767780 118660 578489 
-713101 -702226 118939 644043 
-712369 -559267 119671 787002 
-711750 -656622 120290 689647 
-711105 -623418 120935 722851 
-710873 -751758 121167 594511 
-710819 -650362 121221 695907 
-710316 -771839 121724 574430 
-710276 -563252 121764 783017 
-710125 -719119 121915 627150 
-710071 -784579 121969 561690 
-710041 -775438 121999 570831 
-709390 -742224 122650 604045 
-709384 -680352 122656 665917 
-709336 -708023 122704 638246 
-708830 -624326 123210 721943 
-708826 -768686 123214 577583 
-708577 -721985 123463 624284 
-708450 -775012 123590 571257 
-708376 -622716 123664 723553 
-708350 -719238 123690 627031 
-707941 -587694 124099 758575 
-707848 -628046 124192 718223 
-707800 -580522 124240 765747 
-707592 -674066 124448 672203 
-707317 -716635 124723 629634 
-707173 -577681 124867 768588 
-706445 -632140 125595 714129 
-705617 -755095 126423 591174 
-705073 -558847 126967 787422 
-704888 -772282 127152 573987 
-704749 -691948 127291 654321 
-704552 -673279 127488 672990 
-704533 -782986 127507 563283 
-704037 -646505 128003 699764 
-703933 -686891 128107 659378 
-703833 -744294 128207 601975 
-703382 -776501 128658 569768 
-703191 -618169 128849 728100 
-702934 -681215 129106 665054 
-702650 -621643 129390 724626 
-702639 -623595 129401 722674 
-702521 -670379 129519 675890 
-702515 -560111 129525 786158 
-702342 -775784 129698 570485 
-702171 -772279 129869 573990 
-701950 -735534 130090 610735 
-701322 -719470 130718 626799 
-701286 -681843 130754 664426 
-699423 -571167 132617 775102 
-698962 -640436 133078 705833 
-698344 -626313 133696 719956 
-697920 -753773 134120 592496 
-696810 -690483 135230 655786 
-696175 -667538 135865 678731 
-696153 -770232 135887 576037 
-696145 -532765 135895 813504 
-695911 -531143 136129 815126 
-695710 -696708 136330 649561 
-695588 -652649 136452 693620 
-695511 -552714 136529 793555 
-695317 -663500 136723 682769 
-695206 -541632 136834 804637 
-695015 -750944 137025 595325 
-694821 -659626 137219 686643 
-694165 -637894 137875 708375 
-693724 -623791 138316 722478 
-693390 -597419 138650 748850 
-693205 -568653 138835 777616 
-693030 -749758 139010 596511 
-692606 -551682 139434 794587 
-692304 -736261 139736 610008 
-692207 -696982 139833 649287 
-692080 -558902 139960 787367 
-691600 -614205 140440 732064 
-691510 -528514 140530 817755 
-690981 -733576 141059 612693 
-690561 -681694 141479 664575 
-690345 -782788 141695 563481 
-689952 -588060 142088 758209 
-689589 -782620 142451 563649 
-689170 -524875 142870 821394 
-688890 -642355 143150 703914 
-688654 -763674 143386 582595 
-688641 -571629 143399 774640 
-686929 -598433 145111 747836 
-686770 -592609 145270 753660 
-686657 -685593 145383 660676 
-686254 -542695 145786 803574 
-685610 -728627 146430 617642 
-685162 -729539 146878 616730 
-684377 -708785 147663 637484 
-684221 -577659 147819 768610 
-683819 -581870 148221 764399 
-683714 -609794 148326 736475 
-683499 -666644 148541 679625 
-683289 -711628 148751 634641 
-682749 -771991 149291 574278 
-682402 -681543 149638 664726 
-682348 -593836 149692 752433 
-681795 -553770 150245 792499 
-681665 -546570 150375 799699 
-681102 -682706 150938 663563 
-680810 -602354 151230 743915 
-680800 -637166 151240 709103 
-680532 -736250 151508 610019 
-679887 -755923 152153 590346 
-679802 -604086 152238 742183 
-679369 -577582 152671 768687 
-678525 -637911 153515 708358 
-678273 -562511 153767 783758 
-678262 -644606 153778 701663 
-677951 -766991 154089 579278 
-677690 -699317 154350 646952 
-677251 -546117 154789 800152 
-677153 -707332 154887 638937 
-676969 -634653 155071 711616 
-676904 -564415 155136 781854 
-676619 -691314 155421 654955 
-675069 -683205 156971 663064 
-675057 -721155 156983 625114 
-675042 -526904 156998 819365 
-674921 -750765 157119 595504 
-674825 -632503 157215 713766 
-674577 -567166 157463 779103 
-674298 -708005 157742 638264 
-674081 -781643 157959 564626 
-673868 -671844 158172 674425 
-673145 -602660 158895 743609 
-673104 -757036 158936 589233 
-673037 -778248 159003 568021 
-672962 -776462 159078 569807 
-672825 -736971 159215 609298 
-672417 -740247 159623 606022 
-672206 -637394 159834 708875 
-671938 -665666 160102 680603 
-671177 -684911 160863 661358 
-670921 -646088 161119 700181 
-670596 -636432 161444 709837 
-670320 -712980 161720 633289 
-670258 -710942 161782 635327 
-669859 -557733 162181 788536 
-668982 -580200 163058 766069 
-668680 -752590 163360 593679 
-668598 -775914 163442 570355 
-668067 -567615 163973 778654 
-668009 -720700 164031 625569 
-667756 -669381 164284 676888 
-667675 -629925 164365 716344 
-667501 -691163 164539 655106 
-667158 -741292 164882 604977 
-667032 -683264 165008 663005 
-666815 -606764 165225 739505 
-665845 -582237 166195 764032 
-665518 -694815 166522 651454 
-665388 -645738 166652 700531 
-664491 -600175 167549 746094 
-664011 -609950 168029 736319 
-663668 -617358 168372 728911 
-663551 -774871 168489 571398 
-663429 -583877 168611 762392 
-663353 -749658 168687 596611 
-662942 -706308 169098 639961 
-662861 -763924 169179 582345 
-662445 -555445 169595 790824 
-662433 -758707 169607 587562 
-661846 -735189 170194 611080 
-661545 -602621 170495 743648 
-661472 -592418 170568 753851 
-661371 -632616 170669 713653 
-661210 -628453 170830 717816 
-660898 -727269 171142 619000 
-660826 -581718 171214 764551 
-660582 -538398 171458 807871 
-660529 -539763 171511 806506 
-660043 -588689 171997 757580 
-659884 -761023 172156 585246 
-659668 -526257 172372 820012 
-659493 -743923 172547 602346 
-658864 -587440 173176 758829 
-658681 -742619 173359 603650 
-657970 -685482 174070 660787 
-657726 -568547 174314 777722 
-657405 -748856 174635 597413 
-657152 -773524 174888 572745 
-657142 -576698 174898 769571 
-657129 -624235 174911 722034 
-656875 -604256 175165 742013 
-656694 -622680 175346 723589 
-656080 -557172 175960 789097 
-655806 -694895 176234 651374 
-655607 -611320 176433 734949 
-655491 -661020 176549 685249 
-655432 -673778 176608 672491 
-655268 -685583 176772 660686 
-654681 -665281 177359 680988 
-654219 -695041 177821 651228 
-653907 -542058 178133 804211 
-653508 -582393 178532 763876 
-653438 -617251 178602 729018 
-653431 -695962 178609 650307 
-653345 -742920 178695 603349 
-653039 -597235 179001 749034 
-652215 -654794 179825 691475 
-652191 -686189 179849 660080 
-652066 -584442 179974 761827 
-650981 -612844 181059 733425 
-650818 -557912 181222 788357 
-650775 -640350 181265 705919 
-650215 -614052 181825 732217 
-650095 -594658 181945 751611 
-649965 -672399 182075 673870 
-649961 -759837 182079 586432 
-649220 -763335 182820 582934 
-649202 -554773 182838 791496 
-648869 -735398 183171 610871 
-648601 -743186 183439 603083 
-648515 -654453 183525 691816 
-648469 -773639 183571 572630 
-647907 -666631 184133 679638 
-647337 -632756 184703 713513 
-647262 -605429 184778 740840 
-646948 -749949 185092 596320 
-646845 -561339 185195 784930 
-646582 -654864 185458 691405 
-646400 -671314 185640 674955 
-645900 -673854 186140 672415 
-645404 -740900 186636 605369 
-645169 -548134 186871 798135 
-644584 -676934 187456 669335 
-643964 -699466 188076 646803 
-643413 -699635 188627 646634 
-642993 -695259 189047 651010 
-642745 -611695 189295 734574 
-642548 -527905 189492 818364 
-642485 -668767 189555 677502 
-641841 -533575 190199 812694 
-641261 -646359 190779 699910 
-641149 -657664 190891 688605 
-641115 -745538 190925 600731 
-639862 -546376 192178 799893 
-639612 -681979 192428 664290 
-639101 -770792 192939 575477 
-639048 -597749 192992 748520 
-638955 -719896 193085 626373 
-638780 -674302 193260 671967 
-637908 -718617 194132 627652 
-637874 -570226 194166 776043 
-637386 -742100 194654 604169 
-637330 -708453 194710 637816 
-637089 -727184 194951 619085 
-636275 -568510 195765 777759 
-635973 -580181 196067 766088 
-635830 -684521 196210 661748 
-635562 -683477 196478 662792 
-635519 -685126 196521 661143 
-635504 -652735 196536 693534 
-634847 -632112 197193 714157 
-634669 -539182 197371 807087 
-634494 -736970 197546 609299 
-633907 -652342 198133 693927 
-632602 -550144 199438 796125 
-632110 -741601 199930 604668 
-631065 -587070 200975 759199 
-630937 -770262 201103 576007 
-630792 -689415 201248 656854 
-630446 -569789 201594 776480 
-630295 -603248 201745 743021 
-629920 -657993 202120 688276 
-629766 -756084 202274 590185 
-629763 -697004 202277 649265 
-629757 -571957 202283 774312 
-629640 -689945 202400 656324 
-629549 -749389 202491 596880 
-629378 -785119 202662 561150 
-629223 -553628 202817 792641 
-628904 -681428 203136 664841 
-628882 -639681 203158 706588 
-628623 -706890 203417 639379 
-628580 -611758 203460 734511 
-628207 -634587 203833 711682 
-627931 -784381 204109 561888 
-627732 -677502 204308 668767 
-626296 -636828 205744 709441 
-625241 -590219 206799 756050 
-625166 -566924 206874 779345 
-625034 -706660 207006 639609 
-624929 -592500 207111 753769 
-624779 -715308 207261 630961 
-624750 -750082 207290 596187 
-624689 -602412 207351 743857 
-624673 -532066 207367 814203 
-624655 -546479 207385 799790 
-624438 -731786 207602 614483 
-624125 -690640 207915 655629 
-624072 -551476 207968 794793 
-623941 -737368 208099 608901 
-623831 -761373 208209 584896 
-623800 -607930 208240 738339 
-623251 -593196 208789 753073 
-623035 -656494 209005 689775 
-622517 -638828 209523 707441 
-622220 -582404 209820 763865 
-621409 -687445 210631 658824 
-620941 -647076 211099 699193 
-620452 -718139 211588 628130 
-620276 -583701 211764 762568 
-619507 -631143 212533 715126 
-619000 -718702 213040 627567 
-618783 -741581 213257 604688 
-618170 -652474 213870 693795 
-617591 -628064 214449 718205 
-617237 -587711 214803 758558 
-617220 -637029 214820 709240 
-617109 -594082 214931 752187 
-617056 -615301 214984 730968 
-616710 -679850 215330 666419 
-616327 -538522 215713 807747 
-616139 -649724 215901 696545 
-615493 -776404 216547 569865 
-615160 -612007 216880 734262 
-615071 -619814 216969 726455 
-614809 -772491 217231 573778 
-613697 -666201 218343 680068 
-613543 -560496 218497 785773 
-613414 -746249 218626 600020 
-613354 -599615 218686 746654 
-613336 -576157 218704 770112 
-613179 -569017 218861 777252 
-613155 -629466 218885 716803 
-613033 -676494 219007 669775 
-612915 -749596 219125 596673 
-612859 -596430 219181 749839 
-612852 -713222 219188 633047 
-612818 -586188 219222 760081 
-612346 -525425 219694 820844 
-612217 -775197 219823 571072 
-611351 -759557 220689 586712 
-611309 -720568 220731 625701 
-610790 -777643 221250 568626 
-610738 -577828 221302 768441 
-609849 -697769 222191 648500 
-609657 -689493 222383 656776 
-609370 -546199 222670 800070 
-607599 -782356 224441 563913 
-607145 -544601 224895 801668 
-606807 -714799 225233 631470 
-606618 -758776 225422 587493 
-606013 -538789 226027 807480 
-605795 -584171 226245 762098 
-605330 -555985 226710 790284 
-605283 -773545 226757 572724 
-605025 -700230 227015 646039 
-604059 -600536 227981 745733 
-603144 -733517 228896 612752 
-602482 -654448 229558 691821 
-602460 -565814 229580 780455 
-602301 -661933 229739 684336 
-602278 -694806 229762 651463 
-601438 -571452 230602 774817 
-600703 -573674 231337 772595 
-600431 -629816 231609 716453 
-600359 -722086 231681 624183 
-599694 -546473 232346 799796 
-599546 -767424 232494 578845 
-599528 -619164 232512 727105 
-599379 -704415 232661 641854 
-599266 -707562 232774 638707 
-599155 -733169 232885 613100 
-598858 -717156 233182 629113 
-598404 -564979 233636 781290 
-598267 -780130 233773 566139 
-598124 -650354 233916 695915 
-597437 -701334 234603 644935 
-597370 -623738 234670 722531 
-597063 -695343 234977 650926 
-597017 -525890 235023 820379 
-596901 -664262 235139 682007 
-596491 -598166 235549 748103 
-596242 -751703 235798 594566 
-595448 -751799 236592 594470 
-594818 -680053 237222 666216 
-594808 -671005 237232 675264 
-594730 -782941 237310 563328 
-594576 -742527 237464 603742 
-594332 -721876 237708 624393 
-593028 -676225 239012 670044 
-592708 -698699 239332 647570 
-592529 -673519 239511 672750 
-592437 -723249 239603 623020 
-592289 -580131 239751 766138 
-591947 -650382 240093 695887 
-591387 -767865 240653 578404 
-591247 -664054 240793 682215 
-590807 -559053 241233 787216 
-590799 -773988 241241 572281 
-590628 -764689 241412 581580 
-590588 -756014 241452 590255 
-590195 -675958 241845 670311 
-590173 -534815 241867 811454 
-589914 -652314 242126 693955 
-589905 -736978 242135 609291 
-589847 -767472 242193 578797 
-589550 -625587 242490 720682 
-589549 -649013 242491 697256 
-589541 -590573 242499 755696 
-589510 -583704 242530 762565 
-589502 -607991 242538 738278 
-589023 -526626 243017 819643 
-588794 -676723 243246 669546 
-588297 -636738 243743 709531 
-588277 -756135 243763 590134 
-588157 -752020 243883 594249 
-587886 -558262 244154 788007 
-587863 -769834 244177 576435 
-587671 -694803 244369 651466 
-587540 -687584 244500 658685 
-587171 -680960 244869 665309 
-586644 -588159 245396 758110 
-585873 -628857 246167 717412 
-585710 -646107 246330 700162 
-585696 -577636 246344 768633 
-585466 -618952 246574 727317 
-584869 -662552 247171 683717 
-584660 -676302 247380 669967 
-584503 -554159 247537 792110 
-584477 -769687 247563 576582 
-584400 -572058 247640 774211 
-584008 -608443 248032 737826 
-583545 -618924 248495 727345 
-582868 -606179 249172 740090 
-581877 -644781 250163 701488 
-581696 -661189 250344 685080 
-581486 -753198 250554 593071 
-581401 -544468 250639 801801 
-581381 -749353 250659 596916 
-581035 -730386 251005 615883 
-580984 -780229 251056 566040 
-580547 -731655 251493 614614 
-580504 -660586 251536 685683 
-580409 -686102 251631 660167 
-580345 -533367 251695 812902 
-580329 -693544 251711 652725 
-580325 -602435 251715 743834 
-580062 -545686 251978 800583 
-579969 -666706 252071 679563 
-579316 -628909 252724 717360 
-578594 -609066 253446 737203 
-578593 -722754 253447 623515 
-578403 -613051 253637 733218 
-578076 -639405 253964 706864 
-577895 -702050 254145 644219 
-577713 -784687 254327 561582 
-577691 -667004 254349 679265 
-577438 -774625 254602 571644 
-576405 -687648 255635 658621 
-576341 -700567 255699 645702 
-576169 -683067 255871 663202 
-575741 -556101 256299 790168 
-575722 -603941 256318 742328 
-575589 -758938 256451 587331 
-574948 -742590 257092 603679 
-574935 -685880 257105 660389 
-574103 -524760 257937 821509 
-573836 -697492 258204 648777 
-571895 -705544 260145 640725 
-571309 -552957 260731 793312 
-571267 -567645 260773 778624 
-571170 -659959 260870 686310 
-571133 -588122 260907 758147 
-570599 -658946 261441 687323 
-570278 -749286 261762 596983 
-569932 -588408 262108 757861 
-569871 -688295 262169 657974 
-569241 -732788 262799 613481 
-569090 -628953 262950 717316 
-568718 -755955 263322 590314 
-568654 -592039 263386 754230 
-568643 -524550 263397 821719 
-568214 -655937 263826 690332 
-567633 -740872 264407 605397 
-567002 -672639 265038 673630 
-566881 -554059 265159 792210 
-566841 -525770 265199 820499 
-566499 -637633 265541 708636 
-566197 -699096 265843 647173 
-565982 -586385 266058 759884 
-565947 -736867 266093 609402 
-565395 -609756 266645 736513 
-564533 -617818 267507 728451 
-564371 -564275 267669 781994 
-564100 -624077 267940 722192 
-564094 -746563 267946 599706 
-563962 -654501 268078 691768 
-563635 -784154 268405 562115 
-562491 -677654 269549 668615 
-562024 -747270 270016 598999 
-561942 -752700 270098 593569 
-561714 -656553 270326 689716 
-561425 -639080 270615 707189 
-561290 -658529 270750 687740 
-561218 -758507 270822 587762 
-560925 -721402 271115 624867 
-560907 -627547 271133 718722 
-560691 -615861 271349 730408 
-560521 -750536 271519 595733 
-560282 -656601 271758 689668 
-559657 -763839 272383 582430 
-558966 -752478 273074 593791 
-558722 -723461 273318 622808 
-558623 -742846 273417 603423 
-558241 -754945 273799 591324 
-557345 -602962 274695 743307 
-556714 -739508 275326 606761 
-556664 -574333 275376 771936 
-556632 -640423 275408 705846 
-556434 -556740 275606 789529 
-555815 -688247 276225 658022 
-555798 -570896 276242 775373 
-555792 -673478 276248 672791 
-555477 -767173 276563 579096 
-555302 -534518 276738 811751 
-555108 -563038 276932 783231 
-554997 -587314 277043 758955 
-554181 -733019 277859 613250 
-553435 -602238 278605 744031 
-553352 -622648 278688 723621 
-553231 -581081 278809 765188 
-552612 -644842 279428 701427 
-552583 -571186 279457 775083 
-552348 -714124 279692 632145 
-551961 -679957 280079 666312 
-551767 -749301 280273 596968 
-551134 -775715 280906 570554 
-550939 -534582 281101 811687 
-550067 -749626 281973 596643 
-549790 -762430 282250 583839 
-549440 -540061 282600 806208 
-549142 -642506 282898 703763 
-548832 -694844 283208 651425 
-548424 -530587 283616 815682 
-548372 -629694 283668 716575 
-548290 -762430 283750 583839 
-547925 -761441 284115 584828 
-547780 -740810 284260 605459 
-547310 -733476 284730 612793 
-547218 -592637 284822 753632 
-546716 -541953 285324 804316 
-546546 -580513 285494 765756 
-546420 -663554 285620 682715 
-546177 -597644 285863 748625 
-546129 -658272 285911 687997 
-546087 -645330 285953 700939 
-545966 -646291 286074 699978 
-544796 -643918 287244 702351 
-544367 -718413 287673 627856 
-544283 -710062 287757 636207 
-543646 -555879 288394 790390 
-543581 -578561 288459 767708 
-543450 -676480 288590 669789 
-543381 -721217 288659 625052 
-542975 -652510 289065 693759 
-542839 -766712 289201 579557 
-542756 -746412 289284 599857 
-542450 -559942 289590 786327 
-542324 -572399 289716 773870 
-542267 -602775 289773 743494 
-542212 -546563 289828 799706 
-542203 -631719 289837 714550 
-542100 -578791 289940 767478 
-541767 -666244 290273 680025 
-541310 -618288 290730 727981 
-541234 -720283 290806 625986 
-539936 -696787 292104 649482 
-539780 -718512 292260 627757 
-539320 -689295 292720 656974 
-538956 -738422 293084 607847 
-538494 -683924 293546 662345 
-538438 -529693 293602 816576 
-538333 -622606 293707 723663 
-538047 -734311 293993 611958 
-537979 -703414 294061 642855 
-537975 -674022 294065 672247 
-537565 -646501 294475 699768 
-537358 -667389 294682 678880 
-537282 -598527 294758 747742 
-536830 -717818 295210 628451 
-536630 -580298 295410 765971 
-535844 -704308 296196 641961 
-535365 -761456 296675 584813 
-535278 -561602 296762 784667 
-534670 -647328 297370 698941 
-534250 -774438 297790 571831 
-533956 -667074 298084 679195 
-533925 -648053 298115 698216 
-533837 -609812 298203 736457 
-533756 -686317 298284 659952 
-533618 -756610 298422 589659 
-533468 -534709 298572 811560 
-533420 -722951 298620 623318 
-533405 -601053 298635 745216 
-532696 -741119 299344 605150 
-532393 -653757 299647 692512 
-532255 -721736 299785 624533 
-532224 -706823 299816 639446 
-531978 -662670 300062 683599 
-531563 -783912 300477 562357 
-531531 -759997 300509 586272 
-531432 -753975 300608 592294 
-531187 -607858 300853 738411 
-531024 -778859 301016 567410 
-530265 -635460 301775 710809 
-530164 -538400 301876 807869 
-529470 -777072 302570 569197 
-528986 -555661 303054 790608 
-528459 -775295 303581 570974 
-528182 -565365 303858 780904 
-528159 -708514 303881 637755 
-527983 -687573 304057 658696 
-527868 -622346 304172 723923 
-527632 -623159 304408 723110 
-526956 -683887 305084 662382 
-525921 -622421 306119 723848 
-525864 -734505 306176 611764 
-525818 -684277 306222 661992 
-525440 -666530 306600 679739 
-524845 -773616 307195 572653 
-524672 -755968 307368 590301 
-524644 -525099 307396 821170 
73953 512616 -440276 194805 
79592 456521 -434637 138710 
-430188 -493397 -944417 -811208 
-78632 397013 -592861 79202 
-455485 -360450 -969714 -678261 
-520098 -407780 -1034327 -725591 
-120846 399727 -635075 81916 
-481585 -417403 -995814 -735214 
-435827 -309157 -950056 -626968 
-36095 524832 -550324 207021 
-116979 327363 -631208  9552 
-440820 -416309 -955049 -734120 
-72827 364086 -587056 46275 
22713 497755 -491516 179944 
-104086 530635 -618315 212824 
-13539 381572 -527768 63761 
-33354 319646 -547583  1835 
-493029 -431383 -1007258 -749194 
97478 323883 -416751  6072 
66376 372738 -447853 54927 
-99573 308048 -613802 -9763 
100856 395664 -413373 77853 
-52043 303737 -566272 -14074 
-92808 410243 -607037 92432 
57839 517045 -456390 199234 
 5639 383787 -508590 65976 
-13696 366164 -527925 48353 
121160 537559 -393069 219748 
-40608 390451 -554837 72640 
-22242 531699 -536471 213888 
-374278 -287834 -888507 -605645 
-561666 -274373 -1075895 -592184 
-415689 -311548 -929918 -629359 
-384993 -479455 -899222 -797266 
-518806 -454991 -1033035 -772802 
-67677 490957 -581906 173146 
111331 473376 -402898 155565 
57839 367842 -456390 50031 
-460478 -294775 -974707 -612586 
128811 470435 -385418 152624 
114312 410344 -399917 92533 
-59620 325881 -573849  8070 
39630 292451 -474599 -25360 
70732 461809 -443497 143998 
-416492 -326536 -930721 -644347 
-362520 -447099 -876749 -764910 
-591956 -361257 -1106185 -679068 
15625 480702 -498604 162891 
26903 531264 -487326 213453 
